"d_yearmonthnum","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
199206,"EGYPT",11714,80238,3898336,73093
199207,"JORDAN",4412,23971,2414191,113698
199208,"IRAQ",8150,46367,3120543,78801
199212,"SAUDI ARABIA",908,21567,5805384,89313
199205,"IRAN",5107,39918,4966193,111474
199202,"EGYPT",29401,55172,3755730,67630
199204,"EGYPT",18118,5804,6367295,102588
199211,"IRAQ",24880,44128,3752420,64327
199210,"EGYPT",8308,8860,3466965,106131
199202,"IRAN",2890,171832,5277416,114229
199208,"EGYPT",20873,36841,4089032,106670
199204,"IRAQ",22211,156830,4528392,113209
199211,"IRAN",14423,71314,6235038,77118
199209,"JORDAN",18733,148158,5427675,72369
199206,"EGYPT",2570,31436,6426921,82045
199211,"EGYPT",18943,156101,4859820,69426
199206,"IRAQ",6013,7756,7986000,99825
199208,"SAUDI ARABIA",24902,87614,6566601,96096
199210,"IRAQ",27020,125197,3299913,73331
199210,"IRAN",24508,77546,1194455,91412
199208,"IRAN",18730,92039,4344760,61861
199201,"IRAN",2347,11295,4657485,72377
199209,"EGYPT",12010,108153,919630,69669
199212,"SAUDI ARABIA",13363,150052,3382191,66123
199208,"JORDAN",12749,157276,3658492,79996
199206,"EGYPT",11248,83563,459328,92793
199207,"IRAN",2707,25533,721972,87511
199205,"IRAN",4300,176789,3171826,111946
199205,"IRAQ",12550,122588,7015686,96634
199204,"JORDAN",10003,160997,203741,123479
199201,"EGYPT",1706,158897,3485395,117353
199203,"IRAQ",12170,96221,2862901,73033
199203,"JORDAN",17383,137886,2285569,115432
199203,"IRAQ",1567,113884,4133582,113872
199202,"EGYPT",3172,28408,264607,80184
199203,"SAUDI ARABIA",15074,173744,7089186,109064
199211,"SAUDI ARABIA",8765,196204,2574396,78012
199201,"IRAQ",15328,140374,3080497,84862
199201,"SAUDI ARABIA",29599,37664,1601660,96099
199208,"IRAQ",805,145618,2162693,99816
199207,"EGYPT",20915,147214,4666477,75672
199207,"EGYPT",20915,19290,5746546,72557
199205,"IRAQ",550,107617,5790110,97476
199210,"IRAN",3655,143587,6033146,97834
199212,"SAUDI ARABIA",24556,122938,1176558,117655
199208,"IRAN",12184,51712,166371,99822
199203,"IRAQ",16729,188005,2951100,65580
199209,"EGYPT",16840,47217,345770,69852
199212,"JORDAN",27022,152496,5825419,92909
199209,"EGYPT",23935,121940,5826961,117716
199201,"IRAQ",6211,124689,2544814,102820
199206,"IRAN",11363,143354,3834328,83841
199208,"IRAQ",15814,68098,2638572,63965
199208,"EGYPT",15814,138757,4047620,107745
199212,"IRAQ",463,63559,6851475,91353
199212,"EGYPT",14680,115353,4789225,82101
199203,"JORDAN",3859,10658,6056557,94119
199202,"IRAQ",7232,31414,5010306,80724
199202,"JORDAN",9944,132363,4834922,83721
199208,"EGYPT",2957,72527,6680361,89971
199208,"IRAN",2957,137312,3173577,80958
199207,"EGYPT",16090,197036,5329773,67981
199212,"IRAQ",14665,21174,216843,65710
199211,"SAUDI ARABIA",20782,153505,7483917,93510
199206,"IRAN",12982,178554,7199545,97953
199211,"EGYPT",13157,24469,2458063,83607
199211,"EGYPT",18019,34320,2980264,75259
199209,"EGYPT",18787,70748,5156220,103124
199212,"SAUDI ARABIA",19178,49689,4866879,98320
199212,"EGYPT",19178,112391,962725,84203
199211,"SAUDI ARABIA",28433,12463,4221286,82527
199212,"IRAN",4639,76870,3139679,110812
199208,"EGYPT",14267,184975,5506299,123598
199209,"IRAN",24607,116092,4986405,66485
199211,"JORDAN",2194,59783,1552816,104566
199207,"IRAN",12622,51146,5268466,65828
199203,"SAUDI ARABIA",13289,64129,428503,65587
199201,"IRAQ",4837,20170,2180340,65410
199201,"JORDAN",4837,63473,6115052,86188
199209,"IRAN",11971,59594,776795,93215
199204,"SAUDI ARABIA",5284,45008,3962574,57180
199208,"SAUDI ARABIA",15802,48915,6827502,111834
199210,"IRAN",24784,184237,4054854,79273
199212,"JORDAN",893,20191,3266898,66671
199202,"JORDAN",18286,31234,116523,69913
199203,"SAUDI ARABIA",18902,125995,2772798,121259
199206,"EGYPT",17455,104179,347851,70990
199201,"IRAN",23686,39872,2870002,108712
199209,"SAUDI ARABIA",11534,96525,3429506,91291
199201,"IRAQ",26033,21616,4520573,92256
199201,"IRAN",26033,112893,9434155,114353
199210,"IRAQ",15991,941,6564674,110516
199205,"EGYPT",1252,44812,5739498,105408
199207,"IRAQ",28673,42269,5104249,72675
199210,"IRAQ",187,22244,3463732,69974
199206,"EGYPT",4274,101569,6996844,94233
199211,"IRAQ",17317,70816,1061365,107208
199201,"IRAN",15796,57065,408824,61323
199204,"IRAQ",3001,96270,3510100,75976
199210,"JORDAN",3409,77111,5440550,65286
199202,"IRAQ",25936,23518,4324530,86490
199206,"IRAQ",14467,3346,3373218,74960
199211,"IRAN",28267,169097,3614879,69965
199209,"IRAQ",18655,138467,7376754,90327
199205,"JORDAN",23761,8070,191701,58684
199212,"SAUDI ARABIA",21544,76080,2927453,63364
199202,"IRAN",24914,36208,3700342,68652
199203,"IRAQ",12032,83195,4782273,70691
199209,"IRAQ",27527,103695,1345362,101921
199203,"SAUDI ARABIA",23158,91948,2521922,116396
199208,"SAUDI ARABIA",29030,10683,5622503,95620
199207,"SAUDI ARABIA",21331,40283,5137776,73396
199210,"SAUDI ARABIA",9892,33330,3627020,75799
199212,"IRAQ",23506,56152,1883855,66489
199207,"IRAN",29699,66640,1767304,96398
199203,"IRAN",5572,7904,5504552,108714
199204,"SAUDI ARABIA",24043,7572,869987,88774
199209,"IRAQ",24040,105657,8146985,99759
199211,"IRAQ",9907,113867,5454494,112851
199211,"IRAN",17722,193567,8055376,99633
199211,"SAUDI ARABIA",10058,28252,3037963,70815
199202,"SAUDI ARABIA",23260,160151,1816725,72669
199202,"JORDAN",23260,50900,8062520,111054
199206,"IRAN",26128,78368,5598164,80781
199211,"IRAN",3010,154457,6650380,90687
199202,"EGYPT",4348,22752,7385647,100485
199207,"IRAN",8615,150316,270529,81978
199210,"IRAN",26005,162599,7164776,99695
199209,"EGYPT",4363,73679,490842,99160
199202,"SAUDI ARABIA",3512,140137,5767937,70627
199212,"JORDAN",4561,20922,8940004,110575
199208,"SAUDI ARABIA",11546,189148,4824846,74228
199208,"JORDAN",12358,33259,834575,71535
199208,"SAUDI ARABIA",21505,123777,6952772,108046
199210,"IRAN",27085,176379,1309833,87322
199210,"EGYPT",12058,115556,1555834,94293
199210,"IRAN",24956,124871,6256371,113752
199212,"IRAQ",4877,94019,702015,60780
199204,"SAUDI ARABIA",2123,111445,6708362,87386
199207,"EGYPT",5743,129003,1548000,61920
199203,"SAUDI ARABIA",28117,135211,5305115,74772
199210,"SAUDI ARABIA",17912,3955,2914833,111537
199210,"EGYPT",27430,103689,6303540,101560
199201,"IRAN",17446,1917,3565063,109134
199210,"SAUDI ARABIA",29030,152331,4202556,82999
199210,"SAUDI ARABIA",29030,138355,2867514,83601
199208,"SAUDI ARABIA",29689,157283,4644070,80416
199202,"IRAQ",8357,16153,2672875,64149
199208,"EGYPT",3014,147894,2524457,116513
199210,"SAUDI ARABIA",15031,56674,3675530,97840
199208,"JORDAN",21836,126937,8166020,117835
199208,"IRAN",21836,14224,1138220,68293
199201,"IRAQ",13457,156161,843491,73029
199204,"SAUDI ARABIA",3185,129298,5723274,79637
199204,"JORDAN",14701,139747,893370,107204
199210,"IRAQ",25012,151484,760062,92128
199211,"SAUDI ARABIA",15187,144102,4355180,68766
199206,"IRAQ",15586,162401,2724850,87804
199210,"IRAQ",5318,44540,5964881,89072
199210,"EGYPT",23536,157237,4400382,77653
199207,"SAUDI ARABIA",12688,97424,1970088,85285
199212,"EGYPT",6166,74434,5633720,84505
199212,"JORDAN",6166,161268,1954012,79755
199211,"EGYPT",26101,46619,156561,93936
199207,"JORDAN",6937,94214,2658062,72492
199208,"SAUDI ARABIA",3376,151912,5196505,117834
199204,"EGYPT",19564,145019,1042729,63840
199201,"JORDAN",610,38999,1726749,116279
199211,"SAUDI ARABIA",24260,70273,5726501,74596
199202,"SAUDI ARABIA",21010,154945,395988,119996
199211,"EGYPT",26020,48105,4747374,63186
199204,"IRAQ",21130,148116,5590056,69846
199211,"SAUDI ARABIA",20491,34871,2123703,108352
199204,"IRAQ",17752,64212,3376898,70572
199211,"EGYPT",10831,88065,1668047,63183
199210,"EGYPT",1649,154115,4676440,70146
199205,"IRAN",15115,43083,3488672,61564
199208,"SAUDI ARABIA",3281,160684,7772549,104680
199204,"SAUDI ARABIA",27514,154396,5969805,87023
199207,"SAUDI ARABIA",23759,13287,3120728,72016
199207,"IRAQ",6565,4369,4866781,76401
199201,"SAUDI ARABIA",8629,150397,3868873,86843
199204,"JORDAN",2132,185529,4746688,96871
199207,"SAUDI ARABIA",11443,58175,2606291,67990
199205,"SAUDI ARABIA",5981,90239,4746057,73753
199201,"JORDAN",1096,77422,1939596,83965
199210,"IRAQ",20698,153264,5938208,79035
199205,"JORDAN",3167,144920,2554396,117895
199202,"IRAQ",20815,176811,3398058,113268
199203,"JORDAN",6173,92904,2602546,113814
199208,"IRAQ",15487,10195,4310241,66311
199207,"IRAN",24557,171308,3649627,82758
199209,"IRAQ",14300,156120,3609512,70567
199208,"IRAN",322,134943,6266113,118676
199204,"IRAN",22997,35064,4154091,59943
199208,"EGYPT",24280,21219,4740993,68412
199204,"IRAN",20840,86132,1118130,67087
199204,"EGYPT",20840,111224,5992052,74113
199211,"SAUDI ARABIA",4846,18096,3212637,60845
199203,"JORDAN",9626,37157,765905,65649
199203,"JORDAN",9626,146537,1881233,95011
199201,"SAUDI ARABIA",16645,70162,3962560,67929
199208,"JORDAN",10900,21547,2446587,88112
199208,"IRAQ",24019,84264,5260167,74895
199204,"IRAN",1204,184634,7390109,103117
199201,"EGYPT",19049,128603,1776812,97896
199203,"IRAQ",16679,199181,1520853,76810
199203,"SAUDI ARABIA",27674,112273,503825,77116
199210,"SAUDI ARABIA",22372,195014,768543,66540
199211,"IRAN",9559,102512,1799237,90870
199212,"IRAN",12529,137930,1542857,118075
199202,"SAUDI ARABIA",29554,113185,3202735,71890
199203,"IRAN",8300,54808,3349320,105768
199207,"JORDAN",6526,56036,4124860,59521
199204,"IRAQ",3752,109089,3261297,65884
199206,"JORDAN",7348,98353,4502698,81081
199205,"IRAQ",5182,77420,3596959,83845
199206,"IRAN",21799,60253,5645252,72795
199207,"JORDAN",6691,181037,2906878,67081
199211,"JORDAN",17942,113597,3826761,96635
199211,"IRAN",5753,158463,6694424,91287
199204,"JORDAN",21062,61115,4534727,64566
199211,"IRAQ",10334,134274,3885561,78496
199203,"EGYPT",7537,180470,1823352,93028
199201,"SAUDI ARABIA",14749,172372,1588807,86662
199210,"EGYPT",4039,131560,7090399,95493
199210,"SAUDI ARABIA",4039,114617,6784234,97896
199204,"IRAQ",21637,131736,1732375,106063
199202,"SAUDI ARABIA",5864,199613,2014029,102756
199203,"SAUDI ARABIA",11302,122213,988168,74112
199207,"IRAQ",14680,10167,1066388,64629
199208,"IRAQ",4796,11017,3674919,55680
199207,"EGYPT",21095,171520,315120,95491
199203,"EGYPT",23452,27289,5298115,72976
199201,"EGYPT",520,78140,5143444,67088
199209,"EGYPT",18940,82321,390996,78199
199209,"JORDAN",18940,170702,1930470,106362
199210,"EGYPT",26888,126520,765527,92791
199212,"EGYPT",23095,158495,4719502,93209
199212,"JORDAN",23095,16147,3295734,63788
199206,"IRAQ",14374,29909,6987820,110334
199210,"IRAN",15203,43945,3887438,113336
199209,"SAUDI ARABIA",23371,115293,392487,78497
199204,"IRAN",19609,171041,3705317,66722
199209,"IRAN",4000,95157,2281257,69129
199201,"IRAN",22885,56583,3470213,92374
199209,"EGYPT",25573,20300,4228339,73218
199209,"IRAQ",25573,168429,2641448,89845
199208,"EGYPT",25270,128525,6851023,93211
199201,"IRAN",22519,184906,5574520,119454
199204,"IRAN",3316,19775,5646973,101686
199212,"IRAN",22424,182445,5388808,91646
199211,"SAUDI ARABIA",5911,98114,2179735,66726
199205,"JORDAN",6010,96716,7535924,102762
199205,"IRAN",6010,160312,5298488,82338
199201,"IRAQ",8485,170408,4201612,88704
199203,"IRAN",11515,104885,2267856,113392
199208,"IRAQ",15250,163222,6297578,77113
199208,"JORDAN",15250,55935,6926476,113455
199208,"EGYPT",15250,81427,6478732,84505
199210,"IRAN",19819,94763,861302,105465
199210,"SAUDI ARABIA",15493,121753,8433612,106485
199207,"IRAN",208,66167,3141119,67989
199205,"IRAN",24121,193689,1960948,106960
199201,"EGYPT",17036,34487,5293591,85288
199203,"SAUDI ARABIA",5644,104622,3415902,97597
199204,"IRAQ",21187,173318,5234108,83478
199201,"EGYPT",14150,177579,656001,99394
199207,"IRAQ",24220,83269,2003616,75135
199206,"IRAN",7927,109306,4036655,78918
199204,"EGYPT",6386,56392,6474968,80903
199205,"EGYPT",13301,87640,7089999,97658
199208,"JORDAN",23611,58721,3492137,100783
199211,"JORDAN",19085,26427,5278338,81205
199202,"IRAN",26834,144211,4225036,75312
199212,"JORDAN",4333,8468,5781132,82587
199212,"IRAN",13792,128148,4424638,70568
199201,"IRAN",15890,173529,2062443,96151
199203,"IRAQ",3484,87623,956708,96637
199202,"JORDAN",4318,187945,3220176,121976
199204,"IRAQ",5272,34486,1252863,85228
199204,"EGYPT",24583,63978,4854925,116518
199207,"JORDAN",9974,89582,6845802,94294
199210,"IRAQ",24314,181328,6201008,84559
199206,"IRAQ",2456,50422,5978261,82345
199205,"JORDAN",21049,66176,3883378,68530
199211,"IRAQ",832,71361,3655995,79941
199211,"JORDAN",832,84715,3498003,101982
199212,"SAUDI ARABIA",13234,104577,3099877,94894
199205,"SAUDI ARABIA",6152,8435,4344652,80605
199211,"IRAQ",28948,63766,339032,103785
199204,"JORDAN",12131,77544,745554,91292
199202,"IRAQ",27217,111403,5799040,84864
199210,"SAUDI ARABIA",4513,107778,707164,107146
199211,"EGYPT",9311,170868,4750207,116331
199212,"IRAN",18464,83783,2448757,106006
199201,"EGYPT",19909,197486,4908788,95008
199207,"IRAQ",22811,114184,4270313,71890
199211,"SAUDI ARABIA",24124,45648,5737104,95618
199206,"JORDAN",28798,187198,6234456,77111
199205,"SAUDI ARABIA",7360,30592,3501957,91355
199210,"EGYPT",15091,73927,2822866,114055
199210,"SAUDI ARABIA",15091,56544,5735063,90032
199212,"IRAN",11686,17241,2895600,69494
199207,"JORDAN",10276,127416,2742479,86604
199209,"IRAN",11291,105435,5761720,86425
199208,"JORDAN",5002,112755,5656800,106065
199208,"IRAQ",6344,191565,3409200,99393
199205,"SAUDI ARABIA",18503,35138,2655996,64387
199201,"EGYPT",21317,48660,2707374,96519
199205,"IRAQ",18937,10773,6667729,101026
199207,"EGYPT",3632,133036,523824,64141
199205,"IRAN",8564,176206,5151879,76932
199212,"JORDAN",13598,112228,5469370,74413
199209,"IRAN",16045,97932,7260396,115795
199212,"EGYPT",14714,172249,1585488,79274
199204,"IRAN",3847,50159,1976505,66549
199201,"EGYPT",8057,56218,3287788,70452
199212,"JORDAN",21350,98957,5034615,117357
199212,"IRAQ",21350,12648,1545033,93638
199208,"EGYPT",12223,106815,8926869,109308
199205,"IRAQ",28280,79171,3757605,69010
