"d_year","s_city","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED ST7",25076,138368,3072896,84381
1992,"UNITED ST6",14402,44640,931768,95078
1993,"UNITED ST4",26546,112476,5805033,89308
1993,"UNITED ST7",10666,1198,4679251,65951
1992,"UNITED ST7",8518,75290,1594265,75917
1992,"UNITED ST7",26023,25656,3677336,94899
1992,"UNITED ST0",26023,94517,2394231,90690
1992,"UNITED ST1",8974,155582,6809057,98254
1993,"UNITED ST1",8998,15348,3627049,75800
1992,"UNITED ST7",22141,6685,1013900,95500
1992,"UNITED ST4",12394,50532,4586947,88951
1993,"UNITED ST0",29500,100642,4185446,98558
1993,"UNITED ST7",13358,149614,5869216,99816
1993,"UNITED ST9",11585,68666,7145098,98079
1993,"UNITED ST7",15709,10009,2521736,55140
1993,"UNITED ST8",16565,175486,1563041,93688
1992,"UNITED ST1",24271,107497,442320,90269
1993,"UNITED ST1",24868,175397,3357049,88343
1993,"UNITED ST6",23863,178197,2016075,76511
1993,"UNITED ST1",2645,38459,1643401,83847
1992,"UNITED ST2",23602,172382,2748778,87262
1992,"UNITED ST0",16460,29251,332830,70815
1993,"UNITED ST4",7711,61119,2944379,64806
1993,"UNITED ST5",25603,45749,3321690,101684
1992,"UNITED ST4",18917,130698,6591494,103721
1993,"UNITED ST6",14521,184890,2322470,118493
1993,"UNITED ST1",14521,60231,2858952,71473
1992,"UNITED ST4",28933,107175,5792633,70930
1992,"UNITED ST1",23819,153252,3842656,78315
1992,"UNITED ST3",16778,44969,7454874,114837
1993,"UNITED ST7",17743,156604,3022292,99636
1993,"UNITED ST8",16730,120334,609448,81259
1993,"UNITED ST4",20209,54476,6119550,85828
1992,"UNITED ST9",7066,80578,6284154,93514
1992,"UNITED ST0",11026,40074,3731777,60844
1992,"UNITED ST9",23266,177185,3748674,75730
1992,"UNITED ST0",12448,88977,7392047,117958
1993,"UNITED ST3",20561,115724,8354135,104383
1993,"UNITED ST9",11750,64261,5822435,73515
1993,"UNITED ST5",682,39888,4021336,109672
1992,"UNITED ST9",19387,151346,5910748,83840
1992,"UNITED ST1",24730,159783,5290621,110566
1992,"UNITED ST3",3505,83715,6726891,101922
1993,"UNITED ST4",21656,10227,3640241,68233
1992,"UNITED ST6",16690,117575,3669281,95554
1993,"UNITED ST5",17074,55328,746892,76999
1993,"UNITED ST5",16565,149790,3709016,110387
1992,"UNITED ST9",12856,38659,5615739,95859
1992,"UNITED ST9",12445,91569,1816491,93633
1992,"UNITED ST9",14216,81918,4195001,113994
1992,"UNITED ST0",5702,20734,5175995,99283
1993,"UNITED ST0",21463,180644,2731829,103478
1992,"UNITED ST5",26851,52193,4924317,68711
1992,"UNITED ST9",20587,91457,2462365,86907
1992,"UNITED ST5",709,101379,267791,82822
1992,"UNITED ST5",28222,14648,5550497,93758
1993,"UNITED ST7",22240,89000,1762398,59340
1993,"UNITED ST9",24508,190814,7106846,114288
1993,"UNITED ST6",24508,145442,3751323,89246
1992,"UNITED ST1",10385,58152,106574,66609
1992,"UNITED ST5",10307,12989,931970,114118
1992,"UNITED ST4",5605,42787,2881813,103786
1992,"UNITED ST0",18871,178502,2452936,94830
1992,"UNITED ST4",1771,95965,7798737,117657
1993,"UNITED ST7",13060,38279,4867862,73036
1992,"UNITED ST0",15742,165479,593076,92668
1992,"UNITED ST6",13459,171744,4009153,108944
1992,"UNITED ST9",25291,68933,3613667,114115
1992,"UNITED ST1",13348,132451,2349784,89007
1992,"UNITED ST0",13348,3743,2909789,98804
1992,"UNITED ST9",22637,150341,5885368,83480
1993,"UNITED ST4",21004,103621,3860097,97477
1993,"UNITED ST7",13883,63006,2072691,58140
1993,"UNITED ST1",7687,50834,995935,107089
1993,"UNITED ST5",24178,82589,1078103,94294
1993,"UNITED ST3",9163,55627,4961513,94957
1993,"UNITED ST5",9163,111704,5265483,102942
1993,"UNITED ST0",14375,18621,1558095,92377
1993,"UNITED ST4",6649,184610,318586,101676
1992,"UNITED ST1",16085,42912,1101816,111294
1993,"UNITED ST6",7339,77053,1019749,61803
1993,"UNITED ST0",14738,181849,7568892,115850
1992,"UNITED ST2",21452,65910,3939411,112554
1993,"UNITED ST6",12721,122785,5777664,108466
1993,"UNITED ST1",11938,76024,4400088,60001
1993,"UNITED ST1",13529,73538,2200787,90691
1992,"UNITED ST1",19979,140533,1573530,94411
1992,"UNITED ST8",17941,129651,6564618,100839
1993,"UNITED ST6",22303,164387,3901309,87082
1992,"UNITED ST7",25282,87651,3392005,98319
1992,"UNITED ST9",24464,78094,2749910,64325
1993,"UNITED ST7",11620,35513,4875684,86910
1993,"UNITED ST9",17086,149314,801626,81798
1992,"UNITED ST3",28451,132808,2208960,110448
1993,"UNITED ST4",28222,170669,4578785,104379
1992,"UNITED ST0",29488,148726,3098661,106483
1993,"UNITED ST8",5209,25974,714388,113998
1993,"UNITED ST6",22277,87037,4766859,61441
1992,"UNITED ST3",6064,192789,1117777,112906
1993,"UNITED ST9",4891,46574,1064399,91234
1993,"UNITED ST4",15629,45881,2689167,109612
1993,"UNITED ST0",12118,3085,1600689,59284
1992,"UNITED ST4",19259,140193,5218860,73991
1993,"UNITED ST9",9568,166431,2964911,89845
1992,"UNITED ST4",14374,143426,133717,88165
1992,"UNITED ST4",1184,64943,2900068,114476
1992,"UNITED ST3",5797,80431,5119256,84685
1992,"UNITED ST0",13088,126271,385289,77836
1992,"UNITED ST1",5302,103301,1079960,78258
1993,"UNITED ST4",3517,54351,4349426,78321
1993,"UNITED ST2",9302,88746,3701935,104084
1993,"UNITED ST6",6620,24939,542403,111835
1992,"UNITED ST7",10138,112905,3605652,115074
1992,"UNITED ST7",1054,79394,4622830,82403
1992,"UNITED ST1",4154,190628,3780964,103117
1993,"UNITED ST4",18082,30136,3395624,63967
1992,"UNITED ST3",7742,20533,3866389,87211
1993,"UNITED ST5",12310,137733,2634846,106243
1992,"UNITED ST0",28759,85810,8271500,107748
1993,"UNITED ST0",27542,116477,6045566,89608
1993,"UNITED ST7",3104,50413,4184305,81804
1992,"UNITED ST0",21908,156948,8940027,120296
1992,"UNITED ST7",28325,135977,4589571,120778
1992,"UNITED ST3",11008,190351,3522659,86481
1992,"UNITED ST1",19369,106040,1826385,62762
1992,"UNITED ST1",19369,30056,2319189,59163
1992,"UNITED ST4",15838,103511,3662085,90870
1993,"UNITED ST1",14099,191572,6163526,99814
1992,"UNITED ST4",21098,22937,8555678,111595
1993,"UNITED ST9",7300,53878,8168308,109912
1992,"UNITED ST2",22681,83534,5848560,91051
1993,"UNITED ST1",16558,169523,6024503,95551
1993,"UNITED ST9",19787,68934,2473809,114175
1992,"UNITED ST5",2413,108467,5370674,88527
1992,"UNITED ST4",15661,118719,3475420,104262
1992,"UNITED ST7",18052,11434,5941418,80725
1993,"UNITED ST3",21412,127401,797047,85704
1992,"UNITED ST7",2455,99749,4847507,104924
1992,"UNITED ST9",2416,131136,1108773,70027
1993,"UNITED ST9",18920,8939,5820979,110875
1992,"UNITED ST9",4627,192108,4469172,72006
1992,"UNITED ST7",2489,193277,4652066,82216
1992,"UNITED ST4",17413,69601,5757819,94236
1992,"UNITED ST9",23341,110835,1162872,110749
1992,"UNITED ST6",29953,125683,1414787,102520
1992,"UNITED ST7",7276,101625,3996605,97597
1992,"UNITED ST0",617,85389,1876028,82462
1992,"UNITED ST1",10513,163165,3352876,73689
1992,"UNITED ST9",13105,94933,5797285,115675
1993,"UNITED ST0",4252,31249,5494017,70814
1992,"UNITED ST8",19876,33062,3980240,59703
1993,"UNITED ST9",24412,47482,5593555,85768
1992,"UNITED ST3",17012,85938,188545,115435
1992,"UNITED ST7",13258,70061,3835543,61863
1993,"UNITED ST3",29522,139444,1735624,89006
1993,"UNITED ST7",3871,14834,6169872,104929
1992,"UNITED ST1",29651,80664,1406184,98679
1992,"UNITED ST2",14923,93557,2307218,93033
1993,"UNITED ST5",8950,57271,2947848,73696
1992,"UNITED ST3",5023,165841,5663314,114410
1992,"UNITED ST4",6047,22903,6730267,109554
1993,"UNITED ST2",9200,175225,2246780,78013
1992,"UNITED ST4",6478,51555,2922707,90393
1993,"UNITED ST5",22348,4382,1344267,77182
1992,"UNITED ST7",24851,186124,5232558,72607
1993,"UNITED ST4",1078,121962,3170368,119037
1992,"UNITED ST9",11902,45088,194219,61984
1992,"UNITED ST0",2966,135034,4489926,64141
1992,"UNITED ST8",15188,43071,1180377,60844
1993,"UNITED ST0",29599,57719,5041866,100602
1992,"UNITED ST6",6005,85125,870334,66607
1993,"UNITED ST2",6014,126897,8570929,115433
1993,"UNITED ST9",7933,131401,2372054,85944
1993,"UNITED ST9",8222,161940,2522444,120116
1992,"UNITED ST0",22624,61394,1219851,81323
1992,"UNITED ST0",4858,48997,7437573,116759
1993,"UNITED ST8",29347,30610,3543403,92436
1992,"UNITED ST7",7819,33686,2131498,97180
1992,"UNITED ST3",27265,24946,9167606,112256
1993,"UNITED ST6",23146,20891,7990434,108713
1993,"UNITED ST0",835,15805,3097440,103248
1993,"UNITED ST9",27940,90267,5227687,75435
1992,"UNITED ST7",18443,122599,6260958,97295
1992,"UNITED ST1",28036,115968,1904601,119037
1992,"UNITED ST3",18074,160179,4355682,74350
1992,"UNITED ST8",19339,128129,3780311,69427
1993,"UNITED ST0",17933,52734,8015340,101203
1993,"UNITED ST7",10315,165109,317007,70446
1993,"UNITED ST9",10315,39759,2053788,101925
1993,"UNITED ST8",6028,176311,5477099,83238
1993,"UNITED ST8",6028,74358,4290167,79941
1992,"UNITED ST7",12826,112050,2163395,63723
1993,"UNITED ST8",26090,23338,4654307,75679
1993,"UNITED ST0",1906,178062,2074909,68403
1992,"UNITED ST9",1223,108160,2854983,70089
1993,"UNITED ST2",18997,168156,3984608,73449
1992,"UNITED ST0",8287,103773,7995465,106606
1993,"UNITED ST0",22264,133138,4202014,70267
1992,"UNITED ST5",17017,117833,1532487,111049
1993,"UNITED ST3",20983,81654,922506,98139
1992,"UNITED ST5",6061,130572,6850986,96154
1992,"UNITED ST6",29476,155322,3041122,82639
1992,"UNITED ST2",27415,159461,1021749,91227
1992,"UNITED ST2",27415,93975,4347485,118138
1993,"UNITED ST4",2308,164583,1278522,98854
1992,"UNITED ST0",28286,26488,1509250,84868
1992,"UNITED ST3",13133,199985,1801422,125098
1992,"UNITED ST8",19912,194612,7096084,102396
1993,"UNITED ST4",26141,49274,1332141,73396
1993,"UNITED ST4",14122,119647,5553244,99998
1993,"UNITED ST1",25822,14885,4492500,107992
1992,"UNITED ST3",20791,193760,533882,111225
1993,"UNITED ST2",24265,89306,6093091,77718
1993,"UNITED ST4",24265,45100,2006592,62706
1992,"UNITED ST5",10747,160895,3716191,117353
1992,"UNITED ST1",22561,1063,2084297,57843
1993,"UNITED ST4",24217,55979,2439997,116098
1992,"UNITED ST9",2818,85474,6722318,87568
1992,"UNITED ST4",25930,24567,1624308,89493
1992,"UNITED ST1",16016,178344,1517636,85340
1992,"UNITED ST9",28118,100107,3210590,66426
1992,"UNITED ST0",589,45769,2006269,102885
1992,"UNITED ST4",10822,53380,3240113,80002
1993,"UNITED ST0",25099,186630,7664752,102997
1993,"UNITED ST4",17389,117035,4116593,63121
1993,"UNITED ST3",27022,142068,5050773,66603
1993,"UNITED ST0",15943,191922,4833408,120835
1992,"UNITED ST7",3896,120907,6246396,115674
1993,"UNITED ST3",23473,140343,2628346,83000
1992,"UNITED ST4",3127,81698,5502664,100781
1992,"UNITED ST5",29398,140681,5016975,103300
1992,"UNITED ST3",7442,375,1010093,76522
1993,"UNITED ST9",1384,57533,3359654,89431
1993,"UNITED ST4",17020,120003,4141104,61380
1993,"UNITED ST0",22345,50333,5967484,76999
1993,"UNITED ST7",13414,184955,6997028,122397
1992,"UNITED ST1",11323,136750,2991019,107205
1993,"UNITED ST3",13951,49030,2014843,58741
1992,"UNITED ST8",11986,129438,4358267,88045
1993,"UNITED ST6",25318,15010,271952,55500
1992,"UNITED ST9",28993,76456,4898979,85947
1993,"UNITED ST8",29347,5521,5135472,85591
1992,"UNITED ST6",13435,104203,2693263,72432
1993,"UNITED ST1",15533,129353,4113873,82941
1992,"UNITED ST6",27203,136241,1471380,76634
1993,"UNITED ST4",20831,157186,5594310,74590
1992,"UNITED ST0",9874,33082,4135435,60904
1993,"UNITED ST3",1148,1858,7037640,105591
1992,"UNITED ST2",13018,154424,1685398,88705
1993,"UNITED ST7",10372,38213,3029984,69072
1993,"UNITED ST0",22096,108633,1643271,98497
1992,"UNITED ST8",340,157607,6620114,99876
1992,"UNITED ST4",28375,92988,8716312,118858
1992,"UNITED ST1",28375,93692,310166,101141
1992,"UNITED ST6",748,128665,3353446,101619
1992,"UNITED ST8",20617,121685,3080557,102400
1992,"UNITED ST9",20617,1934,2181084,110155
1993,"UNITED ST8",20851,159654,4256706,102819
1993,"UNITED ST4",1393,180331,4657389,84679
1993,"UNITED ST0",11740,71341,4070878,78740
1992,"UNITED ST9",3209,64594,6514906,93515
1992,"UNITED ST9",19573,148246,243317,77654
1993,"UNITED ST5",7531,23053,2773934,58563
1993,"UNITED ST3",6355,171406,4585849,88644
1992,"UNITED ST7",6280,148552,4223851,96033
1993,"UNITED ST3",1321,26996,6922764,115379
1993,"UNITED ST0",21863,95676,6716770,100300
1993,"UNITED ST1",18713,9756,1049422,99945
1993,"UNITED ST5",18713,179389,4415418,88102
1993,"UNITED ST6",3310,12053,825117,57903
1992,"UNITED ST7",10849,57448,885427,84326
1992,"UNITED ST3",2173,142205,5133475,74832
1993,"UNITED ST7",9149,1775,1373274,100606
1992,"UNITED ST8",2794,101222,4341207,73393
1992,"UNITED ST1",2794,141491,1268901,91949
1992,"UNITED ST4",22450,176000,1820592,64560
1993,"UNITED ST6",1957,188133,6105650,73267
1992,"UNITED ST0",27383,29092,3589131,61265
1992,"UNITED ST9",21121,79034,4813918,60781
1992,"UNITED ST1",19979,11711,7235663,97362
1992,"UNITED ST5",5422,89875,1266246,111892
1992,"UNITED ST9",3076,2346,1498008,74900
1992,"UNITED ST1",10438,185922,8587873,120475
1992,"UNITED ST1",8230,184076,3452368,69604
1993,"UNITED ST0",19117,23040,3120249,57782
1993,"UNITED ST1",7483,93045,2242166,62282
1993,"UNITED ST9",15439,152996,2397318,122939
1993,"UNITED ST3",15439,189669,6893947,105519
1993,"UNITED ST5",15439,125293,127874,79097
1993,"UNITED ST0",6985,116921,8185774,116275
1992,"UNITED ST1",12646,56161,742911,67029
1992,"UNITED ST4",13313,46152,3497607,65889
1992,"UNITED ST6",20531,11705,5742518,97002
1992,"UNITED ST7",19246,32406,3111780,80304
1992,"UNITED ST7",12278,29040,3798636,58142
1993,"UNITED ST5",6344,92148,2873152,68408
1993,"UNITED ST4",25696,138141,817144,70748
1993,"UNITED ST9",3904,131292,3760790,79397
1993,"UNITED ST9",25856,123332,3984670,81319
1993,"UNITED ST1",1660,121038,410903,63541
1992,"UNITED ST0",6835,4793,3667226,101867
1992,"UNITED ST2",22208,144740,3355311,107084
1993,"UNITED ST0",24716,3295,5284458,71897
1993,"UNITED ST7",3769,42684,4623024,97600
1993,"UNITED ST9",17659,34726,3886084,99643
1993,"UNITED ST1",28,110194,447958,72251
1992,"UNITED ST4",25204,9977,2660627,113218
1992,"UNITED ST1",6890,131304,2379504,80118
1992,"UNITED ST6",21847,87084,305257,64264
1992,"UNITED ST1",16108,102147,4287441,68948
1992,"UNITED ST0",22945,43817,6497388,105648
1992,"UNITED ST7",27376,81093,494081,64445
1993,"UNITED ST0",5069,86479,2769738,87928
1992,"UNITED ST7",17602,167875,8187254,116572
1992,"UNITED ST9",3532,19071,1975189,59404
1993,"UNITED ST9",23729,64146,870349,66608
1992,"UNITED ST6",19372,166498,3526360,93869
1993,"UNITED ST9",952,196429,5079648,91525
1993,"UNITED ST0",29527,106779,350010,107146
1993,"UNITED ST7",21193,95739,173473,104083
1992,"UNITED ST5",29158,114941,1103150,117356
1993,"UNITED ST5",28385,1689,2026526,95440
1992,"UNITED ST6",43,88395,3735153,83003
1993,"UNITED ST7",2906,102736,6085555,104323
1993,"UNITED ST0",8707,179479,1870164,93508
1993,"UNITED ST4",28255,191066,208270,69423
1992,"UNITED ST0",20773,12575,5550123,89254
1993,"UNITED ST9",26609,198629,4198116,103657
1992,"UNITED ST5",23330,197970,6154278,124078
1992,"UNITED ST4",4534,107909,575070,115014
1992,"UNITED ST0",4534,163238,5993465,78073
1993,"UNITED ST1",20066,118108,4216118,67566
1993,"UNITED ST9",2530,183106,913228,71346
1993,"UNITED ST9",8861,28218,1760578,68772
1993,"UNITED ST5",14851,14381,4095991,77722
1993,"UNITED ST4",6016,2854,5282847,105411
1993,"UNITED ST0",18755,7108,1266844,60906
1992,"UNITED ST3",13828,138213,118864,75072
1993,"UNITED ST0",28087,146861,5366810,114471
1992,"UNITED ST0",1930,145775,5407686,109246
1993,"UNITED ST6",20302,168531,3723705,95971
1992,"UNITED ST6",4666,183274,3121721,81436
1992,"UNITED ST0",16579,62497,4045706,87569
1993,"UNITED ST7",26039,112316,2996667,79698
1993,"UNITED ST4",19652,179471,767482,93028
1993,"UNITED ST6",19652,100042,3224071,62522
1992,"UNITED ST1",15061,47933,3752455,112855
1992,"UNITED ST7",15061,1227,4007437,67693
1992,"UNITED ST6",28009,196107,471615,72186
1992,"UNITED ST7",25940,101912,7636500,114834
1992,"UNITED ST5",19912,189620,5303241,102577
1993,"UNITED ST8",5093,166838,4506827,114289
1992,"UNITED ST3",16375,32488,5227366,85228
1993,"UNITED ST4",8746,174120,1655050,71647
1992,"UNITED ST5",13106,187326,4249853,84799
1992,"UNITED ST0",19835,16049,668772,57902
1992,"UNITED ST7",26356,149411,2987998,87624
1992,"UNITED ST0",26356,146119,2740338,69906
1993,"UNITED ST5",27412,191274,3243881,81916
1993,"UNITED ST7",29584,942,8401963,110576
1992,"UNITED ST9",22130,60330,3680021,77419
1992,"UNITED ST4",3004,8094,3042345,60125
1992,"UNITED ST6",9856,106405,4798760,84684
1992,"UNITED ST1",21340,43051,934407,59643
1993,"UNITED ST8",2192,21307,3390108,73698
1992,"UNITED ST7",15385,141022,3252841,63781
1992,"UNITED ST7",18943,170437,7160292,90445
1993,"UNITED ST6",17678,40745,3003988,101144
1992,"UNITED ST1",17444,107757,5765438,105885
1992,"UNITED ST9",12016,13621,4910784,92077
1993,"UNITED ST4",22714,183184,922507,76030
1992,"UNITED ST0",17053,3842,3648805,104750
1992,"UNITED ST1",20492,180697,1351044,106661
1992,"UNITED ST7",22919,117663,7411710,100839
1993,"UNITED ST1",9100,178163,121633,74469
1993,"UNITED ST5",1184,145925,6598640,118255
1992,"UNITED ST7",17884,150116,876914,69966
1992,"UNITED ST0",17884,193371,4018231,87862
1992,"UNITED ST8",17965,145449,2555492,89666
1993,"UNITED ST5",29953,155327,4290721,82939
1993,"UNITED ST1",29953,101411,398299,84744
1993,"UNITED ST8",10009,185445,918264,91826
1992,"UNITED ST4",6076,102914,5020387,115014
1992,"UNITED ST4",6076,67160,3795147,67629
1993,"UNITED ST4",17743,68873,6059752,110512
1992,"UNITED ST0",7417,111737,6059349,104923
1992,"UNITED ST9",7417,186606,1313457,101556
1992,"UNITED ST8",7417,79856,2313171,110151
1992,"UNITED ST9",103,120311,1770642,79878
1992,"UNITED ST7",24556,136725,3625619,105703
1992,"UNITED ST0",8627,86895,3650866,112913
1992,"UNITED ST4",10810,40960,3286759,114057
1993,"UNITED ST0",26320,150211,3115188,75672
1993,"UNITED ST1",15413,93702,2623247,101742
1992,"UNITED ST8",22862,41769,153968,102645
1993,"UNITED ST0",29198,114101,2508975,66906
1993,"UNITED ST3",9935,95896,179729,113513
1993,"UNITED ST4",3919,102649,4251321,99098
1992,"UNITED ST6",15829,104135,911304,68347
1993,"UNITED ST0",4978,155163,2771314,73089
1992,"UNITED ST0",21953,32519,3001722,87090
1993,"UNITED ST5",26671,175879,3272452,117292
1993,"UNITED ST4",5093,34762,2316077,101805
1992,"UNITED ST6",19315,82501,5612080,89010
1992,"UNITED ST3",25264,5229,1077509,68053
1992,"UNITED ST6",12533,129421,2871831,87025
1992,"UNITED ST1",24232,113810,8024764,109428
1992,"UNITED ST0",14173,170206,2905907,76572
1993,"UNITED ST1",27664,66868,5449534,110091
1992,"UNITED ST9",9838,137822,846218,111589
1993,"UNITED ST9",19016,46266,3840439,72735
1993,"UNITED ST9",13001,84895,6671729,112793
1993,"UNITED ST6",29149,110951,186385,117717
1992,"UNITED ST8",9199,46279,4278642,73516
1992,"UNITED ST2",9454,46198,3511519,68651
1992,"UNITED ST1",24538,88369,1579967,81441
1993,"UNITED ST8",15575,3058,3139750,57663
1993,"UNITED ST3",15575,182184,3570627,75970
1993,"UNITED ST4",2401,110288,5857839,77896
1993,"UNITED ST4",1297,36323,4764007,75559
1992,"UNITED ST4",26788,199849,4158824,116930
1992,"UNITED ST3",9506,130379,2790552,84562
1992,"UNITED ST6",9506,188546,2667569,98072
1992,"UNITED ST4",5299,174556,1565328,97833
1993,"UNITED ST1",15377,186700,6585776,107202
1993,"UNITED ST1",21806,116653,4132383,100179
1992,"UNITED ST1",10981,36913,1498427,110994
1993,"UNITED ST4",19454,192214,1280085,78372
1992,"UNITED ST0",14522,86111,4022005,65826
1993,"UNITED ST4",19462,177405,1830764,88944
1992,"UNITED ST3",25018,137471,3869225,90508
1992,"UNITED ST3",7555,103641,3618208,98678
1993,"UNITED ST8",29102,48682,1483918,97840
1992,"UNITED ST3",14371,120381,6104411,84082
1992,"UNITED ST1",28820,134834,3476023,112129
1993,"UNITED ST4",16472,56853,5722745,108591
1992,"UNITED ST4",29965,121958,9119649,118797
1992,"UNITED ST2",29965,77848,5422744,109550
1992,"UNITED ST4",29965,176224,901052,78013
1992,"UNITED ST7",13909,45556,3315422,90093
1992,"UNITED ST0",21373,123437,1962817,87625
1992,"UNITED ST1",7088,70882,8171200,111172
1992,"UNITED ST0",7088,125735,172551,105643
1993,"UNITED ST1",18250,31086,4684670,61024
1993,"UNITED ST8",964,98879,3096607,112672
1993,"UNITED ST0",17290,143670,3187426,102820
1992,"UNITED ST1",24251,53407,272080,81624
1992,"UNITED ST1",11687,169154,5461364,73389
1993,"UNITED ST6",29353,44444,4261122,83306
1992,"UNITED ST4",8843,194444,2363043,92306
1992,"UNITED ST4",5359,12931,2205340,110635
1992,"UNITED ST9",8330,110765,1740244,106545
1992,"UNITED ST1",6643,121479,3676151,90028
1992,"UNITED ST1",27185,183604,793172,101256
1992,"UNITED ST8",6499,47406,3775986,81204
