"s_city","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST7",18718,19941202,85566,5683364,93093
"UNITED ST5",14299,19970103,61130,2199718,65467
"UNITED ST3",3928,19940607,103981,4104938,119098
"UNITED ST9",25453,19980423,62040,4378914,60122
"UNITED ST6",9110,19960226,107043,690926,63002
"UNITED ST7",3925,19950627,90909,6566054,113994
"UNITED ST7",25076,19930427,138368,3072896,84381
"UNITED ST7",13792,19940831,142832,2868489,112489
"UNITED ST6",14402,19920826,44640,931768,95078
"UNITED ST4",26546,19930813,112476,5805033,89308
"UNITED ST9",24922,19950905,28514,525073,86550
"UNITED ST7",10666,19930510,1198,4679251,65951
"UNITED ST7",8518,19920717,75290,1594265,75917
"UNITED ST8",27772,19960224,154046,1113240,66002
"UNITED ST9",22723,19960725,198254,3313012,81135
"UNITED ST5",26107,19950523,185788,5402107,112426
"UNITED ST7",28916,19940916,28069,4403016,59823
"UNITED ST7",28916,19940916,146540,3098512,95192
"UNITED ST7",26023,19920614,25656,3677336,94899
"UNITED ST0",26023,19920614,94517,2394231,90690
"UNITED ST4",8647,19980613,157739,5785470,107803
"UNITED ST1",8974,19920319,155582,6809057,98254
"UNITED ST5",20104,19951211,28674,6187908,96160
"UNITED ST6",19270,19970803,168176,2082740,74650
"UNITED ST0",12427,19950114,108177,3637286,71110
"UNITED ST1",8998,19930510,15348,3627049,75800
"UNITED ST1",2876,19960315,17320,1576345,74239
"UNITED ST3",25538,19980310,65570,4606710,92134
"UNITED ST7",22141,19921108,6685,1013900,95500
"UNITED ST9",1870,19980315,20156,4950290,64569
"UNITED ST3",25369,19950104,142334,4508857,82579
"UNITED ST4",12394,19920129,50532,4586947,88951
"UNITED ST0",6856,19960817,67493,4702777,87629
"UNITED ST0",22163,19951219,11876,2603138,107272
"UNITED ST4",6529,19950903,148913,8200783,117714
"UNITED ST4",11713,19960307,71762,823536,104025
"UNITED ST3",18364,19971226,183359,5677089,86541
"UNITED ST0",29500,19930422,100642,4185446,98558
"UNITED ST8",12982,19950616,129304,3166587,79998
"UNITED ST9",15479,19940509,24994,7858264,115139
"UNITED ST7",13358,19931008,149614,5869216,99816
"UNITED ST2",12559,19940922,133974,5664483,120478
"UNITED ST9",29312,19950318,132303,5091498,80118
"UNITED ST9",11585,19930806,68666,7145098,98079
"UNITED ST3",24949,19950707,162192,1241648,75251
"UNITED ST6",5753,19950409,114297,2095441,78677
"UNITED ST8",28192,19971204,73041,2950856,60842
"UNITED ST6",2905,19941126,94594,2168425,95315
"UNITED ST9",2905,19941126,186695,6221661,106901
"UNITED ST0",6337,19970820,195356,5741540,87081
"UNITED ST9",23318,19970706,5339,965600,74659
"UNITED ST1",29393,19980109,97938,8276100,116155
"UNITED ST9",20837,19980104,94506,6902300,90030
"UNITED ST7",15709,19930409,10009,2521736,55140
"UNITED ST7",20405,19980403,25636,4689574,93697
"UNITED ST8",16565,19930904,175486,1563041,93688
"UNITED ST7",26818,19950218,79963,4060786,116577
"UNITED ST4",14485,19941129,26159,4101867,65109
"UNITED ST1",24271,19921126,107497,442320,90269
"UNITED ST1",9520,19940611,98523,6504498,91291
"UNITED ST4",27358,19960126,87054,3582253,62463
"UNITED ST0",25540,19970227,60828,1609938,107329
"UNITED ST1",24868,19930411,175397,3357049,88343
"UNITED ST1",4651,19940528,117644,7497319,99698
"UNITED ST8",15694,19980204,115796,6087614,108707
"UNITED ST0",5167,19941117,8053,93221,57663
"UNITED ST6",5167,19941117,134468,6779099,90147
"UNITED ST8",22792,19940331,101378,5002974,82762
"UNITED ST9",22792,19940331,196580,2159435,100594
"UNITED ST3",9436,19950610,77108,592464,65106
"UNITED ST0",1673,19960209,163410,4960971,88404
"UNITED ST7",9605,19960723,42907,6637441,110994
"UNITED ST3",19177,19941022,75026,4375458,60061
"UNITED ST1",21098,19980514,91651,650489,98559
"UNITED ST3",10273,19980615,72051,2532048,61383
"UNITED ST2",12017,19960513,82729,1494331,102703
"UNITED ST3",18634,19941115,165556,6129459,97293
"UNITED ST6",23863,19930724,178197,2016075,76511
"UNITED ST7",9830,19970522,54107,3491019,63666
"UNITED ST0",9925,19940319,44831,2450645,106549
"UNITED ST1",9925,19940319,74673,4596999,98860
"UNITED ST1",2645,19931209,38459,1643401,83847
"UNITED ST3",3467,19951222,166992,7589437,123539
"UNITED ST2",23602,19920319,172382,2748778,87262
"UNITED ST0",16460,19920913,29251,332830,70815
"UNITED ST9",12532,19940424,138743,1861918,106904
"UNITED ST8",13846,19961002,173099,5456078,70325
"UNITED ST4",7711,19930409,61119,2944379,64806
"UNITED ST9",6248,19980418,133154,113966,71229
"UNITED ST5",25603,19930131,45749,3321690,101684
"UNITED ST4",17731,19960307,133133,2016238,69967
"UNITED ST4",18917,19920721,130698,6591494,103721
"UNITED ST0",17983,19970913,72022,1689834,59641
"UNITED ST6",14521,19930801,184890,2322470,118493
"UNITED ST1",14521,19930801,60231,2858952,71473
"UNITED ST0",199,19940811,65611,4252117,94596
"UNITED ST4",28933,19921106,107175,5792633,70930
"UNITED ST1",12268,19971201,59411,1496487,82224
"UNITED ST9",4619,19960220,197029,972881,67561
"UNITED ST9",4619,19960220,65960,8304739,115557
"UNITED ST0",28990,19980720,29716,1915606,98742
"UNITED ST9",20770,19960612,9257,1574437,69975
"UNITED ST1",23819,19920603,153252,3842656,78315
"UNITED ST0",21326,19970621,98935,4927653,116035
"UNITED ST2",8719,19950517,1943,4073627,110696
"UNITED ST4",5834,19950411,26459,4638486,83127
"UNITED ST4",5723,19960718,78069,4875111,62823
"UNITED ST3",16778,19920618,44969,7454874,114837
"UNITED ST7",17743,19931022,156604,3022292,99636
"UNITED ST6",29995,19941203,47291,2352751,74297
"UNITED ST8",16730,19930209,120334,609448,81259
"UNITED ST5",21698,19980413,193132,118837,73507
"UNITED ST3",26623,19950113,30338,3132775,76099
"UNITED ST4",20209,19931212,54476,6119550,85828
"UNITED ST8",182,19951216,83780,1587402,105826
"UNITED ST9",7066,19920213,80578,6284154,93514
"UNITED ST0",11026,19920929,40074,3731777,60844
"UNITED ST1",13238,19970209,105485,4882812,89428
"UNITED ST3",9835,19961127,58425,1898052,83005
"UNITED ST9",23266,19921013,177185,3748674,75730
"UNITED ST0",12448,19921216,88977,7392047,117958
"UNITED ST6",11422,19940225,100861,525044,111711
"UNITED ST9",10012,19951012,106804,8518003,108648
"UNITED ST9",12490,19980601,30457,3782188,83247
"UNITED ST7",2314,19940709,161194,248527,75311
"UNITED ST0",29663,19960929,88366,4111836,81261
"UNITED ST3",20561,19931121,115724,8354135,104383
"UNITED ST9",11750,19930219,64261,5822435,73515
"UNITED ST4",10027,19950613,166285,1759366,81076
"UNITED ST5",682,19930622,39888,4021336,109672
"UNITED ST3",23719,19940306,133774,3362452,108466
"UNITED ST9",19387,19920322,151346,5910748,83840
"UNITED ST0",15449,19940809,182790,4314908,112367
"UNITED ST0",8713,19950611,170942,10064700,120776
"UNITED ST6",6305,19970116,112755,965191,106065
"UNITED ST1",12251,19951028,36807,8021480,104628
"UNITED ST3",5651,19950621,134329,1603264,81799
"UNITED ST8",12808,19980405,31820,679706,105109
"UNITED ST6",9322,19960901,129805,1816452,110088
"UNITED ST6",20510,19960404,101505,406755,90390
"UNITED ST6",20510,19960404,179925,6339557,120295
"UNITED ST6",4219,19940801,175773,5158068,110926
"UNITED ST4",4219,19940801,171237,2354814,78493
"UNITED ST1",24730,19920804,159783,5290621,110566
"UNITED ST0",12553,19970315,47555,5950098,90153
"UNITED ST3",23929,19980308,7515,6217791,85350
"UNITED ST3",3505,19921226,83715,6726891,101922
"UNITED ST5",24142,19941220,90649,3582613,98378
"UNITED ST6",27470,19940606,50606,3082068,93396
"UNITED ST1",10403,19980107,52540,2417914,89552
"UNITED ST6",26915,19980220,155718,3033044,106422
"UNITED ST4",21656,19931220,10227,3640241,68233
"UNITED ST1",18769,19941009,83713,5619503,101802
"UNITED ST6",16690,19920212,117575,3669281,95554
"UNITED ST7",12127,19960907,3587,6239567,89434
"UNITED ST1",3583,19980706,152446,4585226,89906
"UNITED ST8",29444,19950626,64415,256570,82764
"UNITED ST5",17074,19930503,55328,746892,76999
"UNITED ST5",16565,19930816,149790,3709016,110387
"UNITED ST0",19811,19970630,10130,3540602,62407
"UNITED ST0",26177,19970717,90405,5651370,83724
"UNITED ST9",12856,19921013,38659,5615739,95859
"UNITED ST3",28775,19970420,94000,90454,59640
"UNITED ST9",11794,19960130,160491,1768698,93089
"UNITED ST9",12445,19921121,91569,1816491,93633
"UNITED ST8",18979,19960320,153737,1998454,107443
"UNITED ST9",21493,19960223,47474,5420065,85288
"UNITED ST9",14216,19920721,81918,4195001,113994
"UNITED ST3",17405,19950616,31542,3647011,88412
"UNITED ST7",29659,19950828,63218,2778205,70872
"UNITED ST0",5702,19920624,20734,5175995,99283
"UNITED ST7",27269,19960115,67630,5578923,95857
"UNITED ST6",17191,19960508,69065,4914887,62043
"UNITED ST0",21463,19931017,180644,2731829,103478
"UNITED ST5",26851,19921104,52193,4924317,68711
"UNITED ST9",20587,19920213,91457,2462365,86907
"UNITED ST5",709,19920615,101379,267791,82822
"UNITED ST5",28222,19920701,14648,5550497,93758
"UNITED ST9",17725,19961130,175522,6466760,95851
"UNITED ST7",22240,19930826,89000,1762398,59340
"UNITED ST1",18385,19951207,78219,234653,71832
"UNITED ST9",24508,19931204,190814,7106846,114288
"UNITED ST6",24508,19931204,145442,3751323,89246
"UNITED ST5",21523,19971011,161651,5312640,102759
"UNITED ST8",23545,19960602,20044,1903014,57842
"UNITED ST1",10385,19920519,58152,106574,66609
"UNITED ST0",26338,19950309,64122,2498076,65167
"UNITED ST5",26485,19940730,92186,4660880,70690
"UNITED ST0",17644,19941203,148449,2395904,89846
"UNITED ST3",16438,19950418,47495,3110008,86549
"UNITED ST5",10307,19920419,12989,931970,114118
"UNITED ST7",4534,19951103,20871,8077749,107512
"UNITED ST2",12715,19970906,73650,6981695,97419
"UNITED ST8",20645,19970728,139759,8544062,107925
"UNITED ST3",700,19940127,191087,3732157,70684
"UNITED ST4",5605,19920408,42787,2881813,103786
"UNITED ST3",8887,19970805,11193,4930208,66251
"UNITED ST0",18871,19920704,178502,2452936,94830
"UNITED ST0",18343,19940512,14178,3040601,65530
"UNITED ST8",4685,19970606,40943,9137109,113036
"UNITED ST0",9743,19950509,15540,3138144,87332
"UNITED ST4",1771,19921202,95965,7798737,117657
"UNITED ST7",14587,19941022,4657,7116439,93699
"UNITED ST9",6472,19941114,30552,6457987,88953
"UNITED ST2",4813,19941104,182483,3348561,93928
"UNITED ST0",28477,19950705,100798,3930356,107927
"UNITED ST8",15364,19980521,52297,874503,74957
"UNITED ST9",4312,19961124,35222,4950587,69433
"UNITED ST7",13060,19930801,38279,4867862,73036
"UNITED ST0",15742,19920724,165479,593076,92668
"UNITED ST8",2917,19950819,139042,5297096,64862
"UNITED ST1",2917,19950819,64497,7018074,87689
"UNITED ST7",2917,19950819,141676,4761381,103060
"UNITED ST6",13459,19920728,171744,4009153,108944
"UNITED ST9",25291,19921107,68933,3613667,114115
"UNITED ST1",13348,19920412,132451,2349784,89007
"UNITED ST0",13348,19920412,3743,2909789,98804
"UNITED ST3",16486,19980802,194816,5745805,114648
"UNITED ST8",16486,19980802,88880,1631532,112132
"UNITED ST3",13213,19941027,15822,1407634,104269
"UNITED ST4",23662,19940127,149316,5967770,81918
"UNITED ST0",19678,19970407,192980,3171659,124378
"UNITED ST9",3026,19940317,88213,1783796,72072
"UNITED ST0",3026,19940317,189931,6535687,121255
"UNITED ST7",23893,19971027,37846,3424972,107030
"UNITED ST3",23893,19971027,126449,5836840,88526
"UNITED ST9",22637,19920123,150341,5885368,83480
"UNITED ST4",21004,19930425,103621,3860097,97477
"UNITED ST7",13883,19930217,63006,2072691,58140
"UNITED ST1",7687,19930310,50834,995935,107089
"UNITED ST4",8729,19951231,81304,3418898,77118
"UNITED ST0",73,19961021,184515,4299482,95970
"UNITED ST3",20650,19950124,87465,1365312,87147
"UNITED ST5",18979,19950313,46129,4696124,64507
"UNITED ST4",27190,19961009,106311,3793852,79038
"UNITED ST5",24178,19930602,82589,1078103,94294
"UNITED ST9",13216,19960602,166573,2226536,98374
"UNITED ST9",21578,19960527,174698,3166024,106361
"UNITED ST9",21578,19960527,144013,5285050,63420
"UNITED ST0",2050,19950711,58809,5147833,106068
"UNITED ST6",7481,19970512,66342,2143060,78500
"UNITED ST3",9163,19930711,55627,4961513,94957
"UNITED ST5",9163,19930711,111704,5265483,102942
"UNITED ST6",17167,19970728,139950,394010,119397
"UNITED ST0",14375,19931129,18621,1558095,92377
"UNITED ST4",11000,19940719,197773,2261760,112246
"UNITED ST5",23197,19961212,185127,1338180,72727
"UNITED ST7",5524,19951109,141846,3177234,113270
"UNITED ST1",25820,19951228,49390,5223621,80363
"UNITED ST4",6649,19931007,184610,318586,101676
"UNITED ST7",29890,19951020,127939,7822480,118015
"UNITED ST1",16085,19920207,42912,1101816,111294
"UNITED ST6",7339,19930807,77053,1019749,61803
"UNITED ST0",3554,19940312,193732,5710883,109543
"UNITED ST3",6239,19971019,27464,1057509,83487
"UNITED ST0",25324,19950808,189344,5839427,86000
"UNITED ST0",14738,19930210,181849,7568892,115850
"UNITED ST2",21452,19921002,65910,3939411,112554
"UNITED ST9",8719,19951104,4916,1638819,109254
"UNITED ST5",8719,19951104,16309,1654155,73518
"UNITED ST4",9343,19970706,42438,1739341,82825
"UNITED ST1",6610,19940416,123883,377562,114412
"UNITED ST0",23443,19980402,197012,2475310,66540
"UNITED ST2",16001,19960529,196011,2208484,66420
"UNITED ST4",28492,19951020,146833,6917774,112789
"UNITED ST6",12721,19930511,122785,5777664,108466
"UNITED ST1",5032,19940207,140201,3491495,74472
"UNITED ST3",10907,19960412,154469,5524065,91407
"UNITED ST8",8021,19950922,197059,1248534,69363
"UNITED ST3",5431,19940828,152734,5690735,107203
"UNITED ST9",3562,19961201,80251,467875,73875
"UNITED ST1",11338,19970204,91894,9052272,113153
"UNITED ST4",24328,19941025,47959,694129,114417
"UNITED ST7",19162,19960413,197496,5873604,95609
"UNITED ST1",19162,19960413,7198,2519833,66311
"UNITED ST1",18499,19940928,104978,2355768,118978
"UNITED ST1",11938,19931012,76024,4400088,60001
"UNITED ST1",13529,19930707,73538,2200787,90691
"UNITED ST7",25846,19960922,61888,7458716,110992
"UNITED ST1",19979,19920928,140533,1573530,94411
"UNITED ST0",25571,19951028,113120,5212352,67987
"UNITED ST3",8371,19940228,164915,1104789,118794
"UNITED ST1",28465,19940902,134059,2728252,65583
"UNITED ST9",10319,19970131,149421,2161517,88225
"UNITED ST6",12719,19960610,47948,8342136,113756
"UNITED ST2",12487,19970102,98817,6348071,108948
"UNITED ST1",4006,19960114,9310,5121102,73158
"UNITED ST8",17941,19920309,129651,6564618,100839
"UNITED ST6",22303,19930405,164387,3901309,87082
"UNITED ST8",5584,19951127,13523,689529,86191
"UNITED ST1",5584,19951127,70324,5241996,77659
"UNITED ST7",25282,19921114,87651,3392005,98319
"UNITED ST2",27427,19950209,120809,4614755,109788
"UNITED ST9",67,19970908,167426,1626334,89605
"UNITED ST0",67,19970908,119589,152815,96514
"UNITED ST9",10196,19950415,52802,6569971,105288
"UNITED ST3",11830,19970615,174868,7501382,116571
"UNITED ST4",12707,19971231,189960,8388436,122997
"UNITED ST9",24464,19921227,78094,2749910,64325
"UNITED ST1",7754,19950509,189260,982261,80955
"UNITED ST7",11620,19930429,35513,4875684,86910
"UNITED ST0",27259,19950314,14140,2450875,63248
"UNITED ST9",17086,19930913,149314,801626,81798
"UNITED ST0",17717,19940612,171371,1233226,86542
"UNITED ST5",8659,19951005,166461,2031521,91647
"UNITED ST9",8659,19951005,74848,5654449,109370
"UNITED ST0",29357,19970826,45466,5589381,84687
"UNITED ST3",28451,19920717,132808,2208960,110448
"UNITED ST4",28222,19930822,170669,4578785,104379
"UNITED ST6",21899,19980601,78442,3409056,85226
"UNITED ST0",29488,19920613,148726,3098661,106483
"UNITED ST7",3812,19970804,87141,3959771,67688
"UNITED ST3",27112,19961211,81685,2748355,100000
"UNITED ST8",5209,19930420,25974,714388,113998
"UNITED ST2",3170,19980219,26851,7744314,106671
"UNITED ST6",19676,19970419,18368,5010372,77181
"UNITED ST6",22277,19930430,87037,4766859,61441
"UNITED ST6",27655,19970910,62594,3508553,93395
"UNITED ST9",9397,19941230,150660,3181827,102639
"UNITED ST1",21445,19951104,177513,2026309,95430
"UNITED ST6",19666,19980702,89740,3321100,103784
"UNITED ST3",6064,19920316,192789,1117777,112906
"UNITED ST0",3061,19940617,173909,7578643,118974
"UNITED ST8",15262,19970828,14320,977581,74059
"UNITED ST9",3362,19951106,83851,8014624,110091
"UNITED ST6",13498,19960626,143019,395067,63720
"UNITED ST4",26434,19970622,126241,4014616,76034
"UNITED ST9",17257,19950823,673,6258485,94420
"UNITED ST9",4891,19930131,46574,1064399,91234
"UNITED ST8",28405,19970611,164751,5864872,108945
"UNITED ST4",15629,19930314,45881,2689167,109612
"UNITED ST7",3284,19950715,104714,6725312,103122
"UNITED ST7",10451,19961010,34080,182534,60844
"UNITED ST4",22855,19980626,168925,390808,119635
"UNITED ST0",24883,19951208,100650,2277897,99039
"UNITED ST7",20380,19950214,56755,1845266,102705
"UNITED ST3",2341,19980123,80529,1923128,90571
"UNITED ST6",4913,19960118,26290,1634693,72977
"UNITED ST0",6845,19970425,105649,486464,99278
"UNITED ST4",8734,19970201,153380,825626,86002
"UNITED ST9",1186,19960611,100841,1105104,110510
"UNITED ST3",1186,19960611,18206,213598,67452
"UNITED ST0",12118,19931214,3085,1600689,59284
"UNITED ST5",20935,19940713,175806,4234050,112908
"UNITED ST7",1468,19980525,90896,1281198,113213
"UNITED ST0",9194,19950403,94889,1885763,113032
"UNITED ST4",19259,19920710,140193,5218860,73991
"UNITED ST7",27637,19960903,73303,348429,76578
"UNITED ST5",29398,19970401,97418,1415410,84924
"UNITED ST4",29870,19940730,73650,2717990,97419
"UNITED ST9",9568,19930607,166431,2964911,89845
"UNITED ST9",20243,19960924,182857,729383,116391
"UNITED ST9",22631,19950316,87143,5424672,67808
"UNITED ST0",16400,19961001,14097,3938195,60665
"UNITED ST3",755,19970114,100387,765833,83242
"UNITED ST0",28448,19941109,54655,1987917,96579
"UNITED ST6",9265,19950308,25486,5705202,84688
"UNITED ST8",20623,19950709,98746,8025804,104684
"UNITED ST1",20623,19950709,8965,2192533,112437
"UNITED ST6",15670,19980705,185979,8449857,123898
"UNITED ST9",11369,19951021,166056,1514767,67323
"UNITED ST0",17155,19940906,91011,3282584,60120
"UNITED ST4",14374,19921010,143426,133717,88165
"UNITED ST4",13423,19960317,54417,4867134,82284
"UNITED ST3",24892,19940802,194213,1597410,78432
"UNITED ST1",27941,19971023,36852,4858516,107331
"UNITED ST9",2158,19970110,108732,2611095,104443
"UNITED ST5",15490,19970110,38759,7580453,101865
"UNITED ST0",3949,19980605,91989,2420757,118858
"UNITED ST9",15040,19940711,154018,3057372,64320
"UNITED ST1",2621,19941026,97301,3489830,77898
"UNITED ST1",15403,19950702,102604,1812244,96396
"UNITED ST9",15403,19950702,56172,1750919,67690
"UNITED ST7",7160,19980313,17542,2043356,87572
"UNITED ST4",1184,19921210,64943,2900068,114476
"UNITED ST1",9013,19980114,101211,5697387,72732
"UNITED ST4",365,19971017,115417,263563,85944
"UNITED ST3",23462,19970407,131666,1290221,101859
"UNITED ST4",17815,19970512,184602,5889607,101196
"UNITED ST8",226,19971014,127517,6324768,92670
"UNITED ST0",24985,19950723,75485,1022336,87628
"UNITED ST7",12272,19940220,116898,4360204,114893
"UNITED ST1",28391,19960507,129130,5508185,69547
"UNITED ST0",11516,19970531,98429,5909518,85645
"UNITED ST4",15484,19940327,63446,131077,84566
"UNITED ST2",1657,19970327,108178,4270212,71170
"UNITED ST1",22532,19980224,69527,4309977,89791
"UNITED ST0",22532,19980224,130705,4519762,104142
"UNITED ST8",22195,19960116,51849,486226,108050
"UNITED ST6",28744,19970519,57841,7360853,107930
"UNITED ST4",26426,19940201,149239,1391288,77293
"UNITED ST5",10282,19960919,88852,1903438,110451
"UNITED ST4",22709,19960210,124349,5875148,82400
