"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1993,21946,230060,2854314,59403
"ARGENTINA",1993,21946,217246,107017,69793
"CANADA",1993,21946,148742,6192378,107444
"UNITED STATES",1993,58778,352692,8461698,104680
"BRAZIL",1993,123676,472127,3046705,65946
"BRAZIL",1992,206803,207856,7383434,105830
"ARGENTINA",1992,175531,87447,3270523,86066
"PERU",1993,222641,225108,2876122,61985
"ARGENTINA",1993,278495,565564,7495884,97772
"CANADA",1993,59965,237146,4139722,64987
"BRAZIL",1993,59965,157779,6245018,110206
"CANADA",1993,59965,390267,1492975,81435
"CANADA",1992,169768,571838,1420898,114588
"ARGENTINA",1992,294919,447273,2108592,73215
"UNITED STATES",1993,123823,220256,5123701,70574
"UNITED STATES",1992,24752,502402,5148457,84262
"CANADA",1992,146767,189067,2196514,69363
"BRAZIL",1993,78454,508566,944724,94472
"PERU",1993,78454,120799,7277340,109187
"ARGENTINA",1993,149227,239006,1105638,56699
"BRAZIL",1992,211792,486541,1160915,91651
"ARGENTINA",1992,211792,165702,6082655,106062
"PERU",1992,211792,579424,902040,90204
"PERU",1993,32717,476549,1794011,91531
"PERU",1993,32717,462900,2771965,111772
"CANADA",1993,215782,522333,1656188,81318
"UNITED STATES",1992,25780,98205,2887680,72192
"CANADA",1992,25780,350604,4540194,99275
"CANADA",1993,60580,217510,5769955,85650
"ARGENTINA",1993,60580,484239,119874,73392
"CANADA",1993,60580,188163,3956167,75069
"ARGENTINA",1993,255382,232192,4092015,67450
"PERU",1992,33742,552946,5429066,119935
"BRAZIL",1992,33742,337982,2973395,121198
"PERU",1992,69464,331761,7421985,107565
"CANADA",1992,179654,308863,1100647,112311
"BRAZIL",1992,252610,119046,3235591,63902
"BRAZIL",1993,145507,470653,1461267,97417
"PERU",1992,216665,466123,3702940,65346
"CANADA",1993,221402,404266,3875834,70214
"ARGENTINA",1993,221402,343672,3748717,102939
"BRAZIL",1993,293485,106474,4359984,88828
"ARGENTINA",1992,138553,310408,6191272,85103
"UNITED STATES",1992,209596,361738,6527584,107983
"ARGENTINA",1992,209596,425103,1017799,61684
"ARGENTINA",1993,47677,458836,3751152,107688
"UNITED STATES",1993,47677,451731,2190888,100962
"PERU",1993,237091,517433,710700,87024
"BRAZIL",1992,95374,236237,854104,70393
"UNITED STATES",1992,268562,295818,1088280,108828
"UNITED STATES",1993,163438,431548,5858899,88771
"PERU",1992,270214,188238,2339469,79573
"UNITED STATES",1993,31438,206162,2130959,64089
"ARGENTINA",1992,226147,390767,7509025,111465
"CANADA",1992,140197,547636,4687170,101016
"ARGENTINA",1992,140197,351774,657273,109545
"UNITED STATES",1992,212686,268487,937322,87328
"UNITED STATES",1993,8824,360518,4219330,94710
"BRAZIL",1992,10441,206778,1686444,101085
"ARGENTINA",1992,100093,480478,1286352,87507
"ARGENTINA",1993,141862,114130,2872910,68647
"PERU",1992,223210,316833,7613859,110989
"ARGENTINA",1992,289315,337138,1639292,70507
"PERU",1992,46130,369767,1469400,110205
"CANADA",1992,66280,227665,4414825,95559
"PERU",1993,37934,359452,5536404,90686
"PERU",1993,37934,493635,3517797,97716
"CANADA",1993,205306,491407,4782459,83902
"ARGENTINA",1993,279085,310677,4134767,101259
"ARGENTINA",1992,99175,293857,3916377,111050
"UNITED STATES",1992,294299,46575,3971297,91294
"BRAZIL",1992,294299,40181,2690832,67270
"PERU",1992,25531,46462,6693001,84507
"UNITED STATES",1992,25531,276906,4292989,112973
"PERU",1992,109931,380393,3779219,88402
"PERU",1993,198634,135332,1607980,82039
"ARGENTINA",1993,116497,50460,1836418,84627
"ARGENTINA",1992,158423,272084,2428961,63364
"CANADA",1992,286591,214834,5428337,104929
"UNITED STATES",1992,80767,37069,189139,60363
"ARGENTINA",1992,80767,206151,3875475,63428
"BRAZIL",1993,6110,43173,5022765,66970
"PERU",1992,184748,166192,3704111,75491
"CANADA",1993,235925,139177,119184,72970
"PERU",1993,242128,237713,8007545,99042
"UNITED STATES",1993,6961,465975,5836436,116457
"CANADA",1992,65476,366128,1474725,71646
"CANADA",1992,65476,320634,777671,99277
"BRAZIL",1992,54088,566868,3958682,116090
"PERU",1992,54088,476197,1724559,70390
"CANADA",1992,205345,62155,1532729,67029
"CANADA",1992,205345,353553,6503273,96392
"BRAZIL",1993,295751,159815,1409857,112488
"ARGENTINA",1993,72778,338562,720247,96033
"PERU",1992,16210,13838,4588042,105109
"PERU",1992,142471,239305,5243438,74657
"UNITED STATES",1992,142471,589387,566922,88581
"UNITED STATES",1993,226084,494471,2966070,87927
"BRAZIL",1993,226084,563818,931486,112907
"BRAZIL",1992,99706,240402,265793,80543
"CANADA",1993,101381,522794,1635093,109006
"PERU",1993,101381,473327,4288389,78018
"PERU",1993,101381,443417,2289536,81623
"CANADA",1992,174724,554600,1355101,99274
"CANADA",1993,139141,509427,430920,86184
"ARGENTINA",1992,259831,306351,5081880,81440
"UNITED STATES",1992,294817,353220,926896,76392
"PERU",1992,294817,152044,713522,65762
"CANADA",1992,170093,545620,5654712,99936
"UNITED STATES",1992,170093,161018,602087,64740
"ARGENTINA",1992,126415,118321,4028674,80359
"PERU",1993,33848,23527,3272373,87031
"BRAZIL",1993,74188,441581,5222380,91353
"BRAZIL",1993,180632,2945,4760293,110876
"CANADA",1993,180632,185149,2579352,74048
"PERU",1993,180632,588222,2738318,78612
"CANADA",1993,71384,506695,2719268,102100
"BRAZIL",1993,71384,212196,2842481,66490
"BRAZIL",1993,264139,77781,2265308,105526
"BRAZIL",1993,264139,433403,392895,80182
"UNITED STATES",1992,10163,66117,750595,64986
"CANADA",1993,291616,73133,3685625,66367
"BRAZIL",1993,291616,338191,3934605,73750
"CANADA",1993,69056,345826,2201248,112308
"UNITED STATES",1992,229165,365869,5030610,116091
"PERU",1992,229165,151330,3558306,82879
"CANADA",1992,144176,5148,4549564,63188
"PERU",1992,53188,329694,4328160,103420
"ARGENTINA",1992,53188,155144,2762818,71948
"CANADA",1993,16151,304527,3602111,91890
"UNITED STATES",1992,177958,418976,1114230,113697
"UNITED STATES",1992,177958,125476,2184638,90088
"BRAZIL",1992,177958,467216,861362,70991
"BRAZIL",1993,84682,243380,4645028,79402
"CANADA",1992,280427,274164,1126768,68289
"PERU",1992,280427,329380,5073732,84562
"ARGENTINA",1992,153368,169192,741579,75671
"CANADA",1992,153368,479166,1332942,68708
"PERU",1992,39580,21135,5069424,63367
"ARGENTINA",1993,69037,49730,4031352,100783
"ARGENTINA",1993,69037,6203,5102320,66552
"UNITED STATES",1993,176593,459646,457601,96337
"PERU",1993,176593,560013,1997907,64379
"CANADA",1992,98039,526896,5537865,115372
"BRAZIL",1992,98039,208120,3978785,61686
"UNITED STATES",1992,98039,96420,1997152,84985
"CANADA",1993,186583,544108,5250028,69124
"PERU",1993,186583,152586,158942,98314
"ARGENTINA",1993,186583,453668,1712451,97298
"BRAZIL",1993,14641,275582,5396980,93454
"BRAZIL",1992,267808,107448,547245,87326
"ARGENTINA",1992,267808,463310,4469247,76397
"UNITED STATES",1992,47642,132413,4440299,86724
"CANADA",1993,78050,521948,1993559,118195
"CANADA",1992,49511,411725,4271787,98202
"CANADA",1993,225637,314521,6080619,92130
"BRAZIL",1992,280238,453619,1773881,94355
"BRAZIL",1993,252652,449009,3310778,57478
"PERU",1993,252652,29097,3996620,61565
"UNITED STATES",1993,114265,579266,5690365,80714
"ARGENTINA",1993,114265,217134,713710,63067
"PERU",1993,114265,169316,2553126,83118
"PERU",1993,142007,440047,1723336,59221
"PERU",1993,142007,258891,3144796,110992
"PERU",1992,196616,232725,6630840,99462
"ARGENTINA",1992,196616,594981,377824,124557
"ARGENTINA",1992,128209,151007,3999240,63480
"PERU",1992,177461,21568,5764597,89373
"ARGENTINA",1992,177461,464170,4650015,68049
"BRAZIL",1992,136292,175038,601036,66781
"CANADA",1993,169238,463892,2700290,111352
"BRAZIL",1993,169238,223026,1712963,56940
"BRAZIL",1992,29482,526170,5005887,71769
"ARGENTINA",1992,156619,402980,4504040,112977
"BRAZIL",1992,71029,71340,2242391,78680
"ARGENTINA",1992,71029,60995,6298287,117359
"ARGENTINA",1993,213493,296669,816168,99939
"CANADA",1993,121670,523116,2255398,68345
"BRAZIL",1993,237053,14857,5386424,106311
"UNITED STATES",1992,11606,543382,5587411,85521
"PERU",1992,11606,4760,2636979,99885
"CANADA",1992,11606,583626,7009360,102576
"BRAZIL",1993,289456,14963,375592,112677
"CANADA",1992,179383,282575,6448298,93453
"UNITED STATES",1992,179383,221331,225417,75139
"CANADA",1993,141583,245617,1531348,93756
"ARGENTINA",1993,141583,84784,4903058,106126
"ARGENTINA",1993,253684,1745,3146920,98804
"PERU",1992,156418,310501,6304424,90689
"BRAZIL",1992,74477,313923,3962917,116214
"BRAZIL",1992,203042,81119,404840,66006
"BRAZIL",1992,256756,367955,7652782,121376
"UNITED STATES",1992,256756,16102,4641517,61086
"PERU",1992,231890,487439,6010891,85584
"BRAZIL",1993,229246,464690,1284023,99280
"UNITED STATES",1992,120557,496380,3363823,82581
"ARGENTINA",1992,2347,546658,2761500,102277
"ARGENTINA",1992,223216,427455,1194419,82945
"PERU",1992,223216,566555,2802003,97291
"CANADA",1992,118400,436355,4090933,77479
"PERU",1993,49658,281478,6567570,87567
"BRAZIL",1993,148859,240208,4591611,68891
"CANADA",1992,260456,160074,1870081,68044
"CANADA",1992,66532,414976,5979183,113457
"UNITED STATES",1993,159430,230721,6606840,99102
"PERU",1993,159430,513041,607115,63241
"PERU",1992,26122,122605,7104474,97656
"BRAZIL",1992,26122,16748,2167491,99884
"PERU",1992,9613,189381,5028699,88222
"BRAZIL",1992,148112,381788,1421025,112186
"CANADA",1993,212125,211614,5830843,91536
"ARGENTINA",1993,190733,495412,1793014,84443
"UNITED STATES",1993,178100,225492,538642,85048
"BRAZIL",1992,169307,312211,667867,73392
"PERU",1992,168860,120779,8289740,107986
"CANADA",1992,235987,232452,1183696,83066
"CANADA",1992,235987,475180,1062747,69309
"PERU",1993,121343,62947,8707416,114596
"BRAZIL",1993,121343,149405,2625192,87264
"ARGENTINA",1992,29002,544014,2336041,63479
"CANADA",1992,212420,397608,5897930,102335
"UNITED STATES",1992,136985,515287,5860170,78135
"ARGENTINA",1992,136985,26548,4388231,88472
"PERU",1993,248468,109825,1078874,110089
"CANADA",1992,14464,463640,4557488,96217
"BRAZIL",1993,87670,545187,4420990,73929
"CANADA",1992,74383,514876,510529,113451
"CANADA",1993,37064,367203,1524228,76211
"PERU",1992,297305,392255,4833897,80834
"CANADA",1992,297305,81583,2252995,93874
"CANADA",1993,257645,265103,2883843,64085
"CANADA",1992,293431,463884,6600555,110871
"CANADA",1992,135649,113409,1891792,85344
"PERU",1992,135649,457163,4179242,67208
"ARGENTINA",1993,152539,301716,5936371,103062
"UNITED STATES",1993,59254,536714,5378119,105041
"UNITED STATES",1992,160432,254466,5590891,85227
"UNITED STATES",1992,160432,34591,2343306,91535
"ARGENTINA",1993,246721,39801,4997836,104448
"PERU",1992,126065,276259,1931915,74114
"UNITED STATES",1992,126065,284752,5060860,104204
"ARGENTINA",1993,82597,185056,4304040,68463
"PERU",1993,67792,295146,1409295,68467
"CANADA",1993,67792,307619,6870758,97596
"BRAZIL",1992,206602,141633,4983698,100477
"CANADA",1992,236927,67808,6176232,106548
"PERU",1992,236927,207436,5792827,80605
"CANADA",1992,24922,318048,319809,63961
"CANADA",1992,99529,29239,114486,70093
"BRAZIL",1992,99529,136316,2298927,81138
"ARGENTINA",1993,158312,93669,7902622,99759
"ARGENTINA",1993,106072,164250,5860240,78855
"BRAZIL",1993,106072,546579,788391,97533
"CANADA",1992,71320,471192,3663985,69790
"PERU",1992,71320,213259,4796806,70334
"PERU",1992,73159,175632,4287858,102457
"CANADA",1993,152875,413565,6254224,88712
"UNITED STATES",1993,199492,383579,3401597,99753
"ARGENTINA",1993,199492,553227,2912455,76812
"PERU",1993,199492,321981,951410,120178
"ARGENTINA",1993,90946,52164,602726,66969
"CANADA",1993,90946,111289,3822823,78016
"PERU",1992,138974,223523,2991382,86790
"CANADA",1992,138974,408533,4200560,86490
"BRAZIL",1993,225233,143009,3156000,63120
"ARGENTINA",1993,79730,536320,271260,81378
"ARGENTINA",1993,24559,517438,6287371,87324
"PERU",1993,24559,169075,1383180,68644
"ARGENTINA",1992,218843,347143,2799185,71407
"PERU",1992,218843,67350,3797920,79041
"CANADA",1993,93553,507775,2738304,106965
"BRAZIL",1993,93553,16971,679669,113278
"CANADA",1993,43411,158987,1012760,122758
"UNITED STATES",1993,174856,100395,4018723,83723
"ARGENTINA",1992,86018,298077,2859659,64503
"CANADA",1992,86018,378607,8090832,101135
"UNITED STATES",1993,45166,406520,2493522,85590
"ARGENTINA",1993,118942,488315,5213160,78197
"PERU",1993,118942,306666,5409350,100359
"PERU",1993,73903,103043,1361944,62762
"CANADA",1993,69521,33671,6133048,96280
"ARGENTINA",1993,136829,239751,1445582,101444
"BRAZIL",1993,96040,583861,8664262,116690
"PERU",1992,254794,208906,2586218,108893
"ARGENTINA",1992,154480,243233,529299,70573
"UNITED STATES",1992,154480,205106,2717809,60665
"PERU",1993,178733,5659,2633305,93879
"UNITED STATES",1993,81821,318359,4579655,82640
"CANADA",1993,81821,453125,2007422,64686
"ARGENTINA",1993,249407,417670,1000219,95259
"UNITED STATES",1993,167371,44053,789663,59823
"BRAZIL",1992,200545,499491,858510,89428
"CANADA",1992,273742,152143,3334440,71708
"CANADA",1992,273742,465826,347609,107508
"UNITED STATES",1993,200488,64082,188294,62764
"ARGENTINA",1992,275438,498795,2805456,107626
"BRAZIL",1992,28534,35707,1734691,98562
"UNITED STATES",1992,161648,356168,3084858,73449
"PERU",1992,161648,202954,8913312,111416
"BRAZIL",1992,181370,384915,8083595,119994
"BRAZIL",1992,181370,22885,4910202,108472
"ARGENTINA",1992,181370,456373,2791635,79761
"PERU",1992,269425,330223,2526471,75192
"UNITED STATES",1993,12412,556899,7917361,117352
"UNITED STATES",1992,208261,320921,180597,116514
"ARGENTINA",1993,116897,447898,526072,110752
"CANADA",1993,51092,550617,3256803,100055
"ARGENTINA",1992,16862,335165,118814,72009
"PERU",1992,291773,195544,2619984,98372
"UNITED STATES",1992,291773,494180,587080,70449
"CANADA",1993,17107,390750,1071310,110444
"ARGENTINA",1993,97792,315828,8942478,110628
"UNITED STATES",1993,97792,193695,357738,107321
"BRAZIL",1992,160238,146051,212827,65823
"PERU",1992,152602,500868,504586,112130
"PERU",1992,152602,24007,3049956,55860
"ARGENTINA",1992,152602,175248,3322655,79394
"BRAZIL",1993,36724,8300,3479904,72498
"UNITED STATES",1993,220792,83965,3369751,116937
"CANADA",1993,35497,558519,283948,94649
"CANADA",1993,35497,16521,4743816,86251
"UNITED STATES",1993,262003,220336,809070,75379
"PERU",1993,262003,384614,7422882,101916
"UNITED STATES",1993,234236,488655,5655730,98617
"CANADA",1993,160390,182940,3042501,121376
"BRAZIL",1993,102803,523055,731982,64681
"BRAZIL",1993,34012,110826,2494401,110209
"CANADA",1993,34012,187789,910238,112606
"PERU",1993,206278,322724,1882953,104802
"ARGENTINA",1992,100411,509726,1794713,104142
"CANADA",1993,226496,583502,288557,95128
"PERU",1992,75805,593467,4057144,93626
"PERU",1993,226439,220029,3826408,56940
"PERU",1992,251254,44719,1347605,99822
"ARGENTINA",1992,251254,120690,4358838,102641
"PERU",1993,187958,202240,671631,68533
"UNITED STATES",1992,107936,100107,1051745,66426
"UNITED STATES",1992,107936,93118,2263331,66666
"PERU",1992,282122,129820,1757329,110989
"PERU",1992,282122,283025,2128917,60480
"CANADA",1992,188764,385535,3960550,97231
"PERU",1993,160165,44535,562221,88771
"BRAZIL",1992,279850,317358,3908716,82520
"ARGENTINA",1992,198052,351640,1339770,101497
"ARGENTINA",1992,198052,723,7550298,97423
"ARGENTINA",1993,136414,147678,7061441,103540
"PERU",1993,221323,539769,6771922,108524
"BRAZIL",1993,162311,478367,856981,80720
"UNITED STATES",1993,162311,502534,729842,92190
"BRAZIL",1993,162311,472676,5381193,98919
"PERU",1993,53128,412090,4761836,60124
"UNITED STATES",1993,53128,196386,2090155,88942
"UNITED STATES",1992,117481,32371,1592718,78202
"ARGENTINA",1993,69247,552760,3099785,108764
"ARGENTINA",1993,69247,429257,704620,71173
"UNITED STATES",1992,111811,122547,7769223,94172
"UNITED STATES",1992,133163,580249,2751485,79753
"BRAZIL",1992,63043,517045,4689880,63721
"CANADA",1993,155770,179368,3462085,86841
"PERU",1993,155770,223138,2079795,63667
"BRAZIL",1993,288814,18927,2506759,110755
"ARGENTINA",1993,288814,531086,5145178,67023
"ARGENTINA",1993,15967,282396,2067570,82702
"ARGENTINA",1992,134711,354195,374754,74950
"CANADA",1993,169474,370380,994953,87022
"UNITED STATES",1993,123973,404356,2666858,75619
"PERU",1993,123973,406024,518940,55800
"ARGENTINA",1993,123973,237834,8770509,106309
"CANADA",1993,123973,426422,981635,80904
"BRAZIL",1993,208072,213118,1781740,61866
"CANADA",1993,208072,473540,6402189,90811
"ARGENTINA",1993,150139,553316,670952,82157
"UNITED STATES",1993,150139,335825,4331965,111648
"CANADA",1992,126326,232804,1406799,104207
"BRAZIL",1993,94129,214781,3900271,101746
"UNITED STATES",1993,241309,388579,450241,100053
"UNITED STATES",1992,62056,193332,141107,85519
"CANADA",1993,288437,302716,2694921,103122
"CANADA",1993,288437,347272,2208441,79155
"BRAZIL",1993,44762,359415,5042448,88464
"ARGENTINA",1993,44762,409505,1343756,84868
"CANADA",1992,47482,9232,4971197,68473
"CANADA",1993,228533,370924,8149207,119694
"CANADA",1993,228533,206872,480292,106731
"UNITED STATES",1992,176446,187271,4085676,81496
"BRAZIL",1992,123244,167410,4027419,88644
"CANADA",1993,148622,287858,5550440,110750
"CANADA",1993,148622,232241,3519690,70393
"BRAZIL",1992,87598,406902,4931006,108532
"CANADA",1993,156703,254101,2976408,63305
"UNITED STATES",1993,156703,472612,6705984,95075
"PERU",1993,156703,378964,1201254,122577
"CANADA",1993,156703,547172,1206958,73149
"ARGENTINA",1993,288925,580002,2704950,64918
"UNITED STATES",1993,288925,481828,1140174,108588
"UNITED STATES",1993,267592,497628,3364992,97536
"PERU",1993,267592,282045,1220111,61621
"PERU",1992,252952,40528,2136696,88111
"PERU",1992,83821,130844,2559156,112490
"UNITED STATES",1992,83821,212609,6477408,91295
"UNITED STATES",1992,83821,400001,827944,66059
"ARGENTINA",1992,16630,501869,3614462,112250
"ARGENTINA",1993,259651,502261,3638131,75794
"PERU",1993,207649,463534,2367563,89850
"BRAZIL",1993,199553,489845,506410,110089
"BRAZIL",1992,168680,519924,3576776,116634
"PERU",1992,209108,303867,6540491,112251
"BRAZIL",1992,209108,259020,1547814,58740
"CANADA",1992,31765,232465,254335,83847
"PERU",1993,49925,188903,2963947,119514
"CANADA",1993,49925,283437,1335194,85225
"PERU",1992,61624,449638,6286935,95256
"ARGENTINA",1992,39731,270440,2792651,84625
"CANADA",1992,113185,145147,1864506,71528
"BRAZIL",1993,171331,316734,4754955,105043
"ARGENTINA",1993,48172,25183,877678,66490
"PERU",1992,191768,290059,4391281,62942
"BRAZIL",1992,140701,149698,1137746,104861
"PERU",1992,140701,365071,4076183,68163
"CANADA",1992,140701,594790,6087807,113086
"CANADA",1993,90730,285435,4940220,85225
"CANADA",1993,90730,294870,5538634,111891
"UNITED STATES",1992,180211,375293,1896436,82096
"PERU",1993,52438,563070,3088694,67983
"UNITED STATES",1993,52438,128471,599788,89968
"BRAZIL",1992,69025,563556,641333,97171
"PERU",1992,70411,157893,8427844,117053
"ARGENTINA",1992,70411,480017,2936135,59819
"CANADA",1992,70411,30463,5083342,83607
"UNITED STATES",1993,196750,516528,6536324,92670
"UNITED STATES",1993,196750,480321,1009808,78078
"ARGENTINA",1993,192914,68104,2317880,64326
"UNITED STATES",1993,202876,407244,1731434,69073
"PERU",1993,202876,339298,1426877,80236
"ARGENTINA",1992,213415,596950,5250375,122815
"ARGENTINA",1992,242062,440498,3596175,86308
"PERU",1992,132563,12100,2886509,60726
"BRAZIL",1992,132563,552431,3230866,89004
"BRAZIL",1992,74665,194736,5202934,109843
"ARGENTINA",1993,290923,550966,1996770,121016
"PERU",1993,27622,597361,5320024,87500
"UNITED STATES",1993,27622,44768,1246889,102765
"ARGENTINA",1992,38909,61952,5550455,114837
"PERU",1992,38909,226382,4055947,78502
"BRAZIL",1993,236464,409066,2369347,58502
