"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"ARGENTINA",1992,201424,119286,79524
"PERU",1993,123547,5757599,94232
"PERU",1993,325497,2984060,91348
"BRAZIL",1992,19981,541779,114058
"CANADA",1993,375951,3689030,121616
"PERU",1993,498331,725803,79758
"UNITED STATES",1992,532268,2496460,78014
"ARGENTINA",1992,459462,4221676,85286
"BRAZIL",1993,199493,7185314,95549
"ARGENTINA",1993,531494,4588613,91528
"BRAZIL",1993,515636,1922474,99096
"PERU",1992,255537,5104418,89551
"ARGENTINA",1993,414989,6717170,114237
"ARGENTINA",1993,6364,2515312,76221
"UNITED STATES",1993,217394,4268541,78682
"CANADA",1992,271806,4181362,106667
"CANADA",1992,463322,5372554,77118
"CANADA",1993,587401,4706257,89302
"CANADA",1993,327121,4231933,68886
"PERU",1992,420968,8522897,113336
"ARGENTINA",1992,590301,2086920,83476
"CANADA",1993,513714,2798857,103661
"PERU",1992,76919,3458139,113754
"PERU",1993,304617,6333969,97296
"ARGENTINA",1993,401045,3774619,56761
"ARGENTINA",1993,497497,1545281,89668
"UNITED STATES",1993,91086,1044767,64624
"UNITED STATES",1993,233785,5654753,103126
"CANADA",1992,294813,7816927,108468
"UNITED STATES",1992,217554,4332213,88292
"UNITED STATES",1992,394571,3590947,99933
"ARGENTINA",1992,98363,5881075,81681
"UNITED STATES",1992,170713,5930835,107022
"ARGENTINA",1993,213230,956875,68593
"BRAZIL",1992,19399,991429,79103
"ARGENTINA",1992,217030,2083444,56821
"PERU",1992,207369,3627386,76581
"BRAZIL",1992,316103,520376,67145
"CANADA",1992,195821,7759287,115009
"BRAZIL",1993,338967,9127072,120357
"PERU",1993,519377,754029,83781
"ARGENTINA",1992,459857,6177222,109009
"BRAZIL",1992,209868,533355,106671
"UNITED STATES",1992,464199,3028894,69790
"CANADA",1993,208033,3039494,56461
"CANADA",1993,80743,1896114,103424
"CANADA",1993,438348,5348518,77179
"ARGENTINA",1993,566478,7104470,92667
"UNITED STATES",1993,590400,894228,89422
"UNITED STATES",1993,94905,4137982,113994
"ARGENTINA",1993,515784,1959938,107985
"PERU",1992,57360,2060351,79041
"CANADA",1993,239321,3618350,75618
"PERU",1993,319034,306428,63181
"ARGENTINA",1993,491706,1093305,101860
"ARGENTINA",1992,301007,3485629,60479
"PERU",1992,563396,6859039,87562
"BRAZIL",1992,307855,3390368,111770
"ARGENTINA",1992,99820,3275676,109189
"PERU",1993,137304,1386904,80478
"CANADA",1993,372532,4373921,96271
"UNITED STATES",1993,23701,5093434,97482
"UNITED STATES",1993,142925,9064239,118075
"UNITED STATES",1993,212830,7535953,104569
"CANADA",1992,385871,2160373,117411
"UNITED STATES",1993,149232,4017937,76873
"UNITED STATES",1993,592850,4899817,116569
"BRAZIL",1993,33838,7406249,106309
"BRAZIL",1992,502156,3931851,69487
"PERU",1992,559172,5495853,73869
"BRAZIL",1992,443172,2920577,66909
"ARGENTINA",1992,42908,740360,111054
"ARGENTINA",1992,544544,5346958,95311
"CANADA",1993,328213,1452204,74472
"CANADA",1993,218066,4871047,59043
"BRAZIL",1993,278407,1764986,83123
"ARGENTINA",1993,237063,672033,60003
"CANADA",1993,307885,6890046,113572
"UNITED STATES",1993,567889,7240382,117411
"PERU",1992,301951,187482,117176
"ARGENTINA",1992,88135,1253413,67387
"CANADA",1993,461741,156650,102163
"UNITED STATES",1992,205723,7583273,97722
"ARGENTINA",1993,285676,4217293,99699
"BRAZIL",1992,133570,317506,96214
"ARGENTINA",1992,305956,2854622,117716
"UNITED STATES",1992,186753,3515762,110385
"CANADA",1992,139779,705682,109126
"UNITED STATES",1992,498393,404888,83482
"UNITED STATES",1992,366089,3638470,69304
"CANADA",1992,378862,4141773,116451
"CANADA",1993,552364,2662719,84980
"UNITED STATES",1993,345858,932881,114230
"PERU",1993,585865,6051505,117050
"UNITED STATES",1992,19626,7194861,92737
"CANADA",1993,38572,5421435,90634
"PERU",1993,270483,4497036,87208
"BRAZIL",1992,311683,4229896,101680
"CANADA",1992,358841,524353,113989
"BRAZIL",1992,155651,2152085,102399
"PERU",1993,573198,1479641,76270
"ARGENTINA",1993,133689,7049206,103360
"ARGENTINA",1993,506648,6783942,99277
"ARGENTINA",1993,572410,5864334,88943
"CANADA",1993,424674,4891869,95919
"PERU",1993,94197,1191190,71471
"PERU",1993,22182,3462708,66250
"BRAZIL",1992,76686,6255002,99760
"BRAZIL",1993,413164,4855747,64628
"PERU",1993,599436,5717866,92124
"CANADA",1993,60092,1836949,63125
"BRAZIL",1993,526614,2288623,98435
"BRAZIL",1993,199554,461340,99213
"PERU",1993,41685,4172434,97600
"PERU",1993,212683,4844454,95740
"BRAZIL",1993,81666,4092787,98859
"BRAZIL",1992,271619,3475461,95436
"UNITED STATES",1993,233978,4821963,114717
"ARGENTINA",1993,531275,6335312,78375
"ARGENTINA",1992,240527,2033968,88050
"PERU",1992,577635,339096,102756
"CANADA",1992,233232,1908630,69913
"CANADA",1992,222508,3468938,85829
"ARGENTINA",1992,447458,6266812,84325
"ARGENTINA",1992,550176,2679137,73569
"ARGENTINA",1992,554526,4850554,94830
"PERU",1993,559581,5827269,98433
"UNITED STATES",1992,5567,2453284,88353
"PERU",1993,352723,6392556,106542
"UNITED STATES",1992,416824,334233,104448
"ARGENTINA",1992,548148,1937714,71767
"BRAZIL",1992,288356,3303043,80660
"UNITED STATES",1992,197902,4511774,119994
"ARGENTINA",1992,255504,2241776,87569
"PERU",1992,45209,2077560,69252
"PERU",1993,567039,3256093,66360
"BRAZIL",1992,279613,3311015,95556
"UNITED STATES",1992,373671,2512310,104679
"UNITED STATES",1992,72930,7792498,114175
"CANADA",1992,32069,3775998,60063
"UNITED STATES",1992,416232,4145038,68892
"CANADA",1992,103985,1809971,119338
"CANADA",1992,46814,4535846,105648
"CANADA",1992,187504,4344795,95490
"CANADA",1992,292435,5017381,85645
"PERU",1992,302286,124962,77296
"CANADA",1992,84749,473311,104024
"ARGENTINA",1992,556091,4514867,68824
"CANADA",1992,143536,3830360,94771
"UNITED STATES",1992,146742,488326,107324
"BRAZIL",1992,379913,1933113,119574
"ARGENTINA",1992,418901,7590719,109192
"PERU",1993,362010,2604960,64320
"PERU",1993,296499,717830,89728
"UNITED STATES",1992,260042,1523085,60121
"CANADA",1992,546751,1003133,107863
"UNITED STATES",1992,574448,2289719,91345
"PERU",1992,455687,2414710,98559
"PERU",1993,352995,8380334,122878
"PERU",1993,586700,1225662,107200
"BRAZIL",1992,200336,1319153,74179
"BRAZIL",1992,340805,6008046,110747
"UNITED STATES",1992,228242,2981746,70213
"ARGENTINA",1992,491748,970763,104383
"PERU",1993,263661,6141177,97479
"CANADA",1993,225573,2292796,89913
"CANADA",1992,459596,5803831,93334
"ARGENTINA",1992,47958,886266,114357
"PERU",1992,358782,6715128,110446
"UNITED STATES",1992,372155,2681300,73628
"UNITED STATES",1993,397918,4535775,120954
"UNITED STATES",1992,19483,1136008,84148
"CANADA",1992,457171,1259015,67689
"UNITED STATES",1992,58443,4692021,84086
"BRAZIL",1992,377403,5542580,88823
"UNITED STATES",1992,223096,1611165,61144
"PERU",1993,72375,4705016,80842
"ARGENTINA",1992,189966,2238940,123357
"CANADA",1992,143106,3232418,68946
"BRAZIL",1992,553903,8717900,117412
"BRAZIL",1993,440595,4063118,92134
"PERU",1993,317239,3154368,75373
"UNITED STATES",1992,516446,4624172,87745
"PERU",1992,121935,2700563,117415
"ARGENTINA",1993,497956,4775404,117235
"BRAZIL",1992,487223,1541794,72612
"PERU",1992,495272,2359619,76035
"PERU",1993,491364,4269321,81320
"CANADA",1993,585957,9021578,122575
"BRAZIL",1992,436765,1797037,102104
"PERU",1993,578361,564221,86360
"UNITED STATES",1993,196121,339576,73027
"PERU",1993,578784,2712178,111765
"CANADA",1993,141979,8003041,121258
"UNITED STATES",1992,14689,1808951,96220
"BRAZIL",1992,268637,5170096,96337
"PERU",1993,33444,1079912,82646
"ARGENTINA",1992,31904,4659514,110154
"CANADA",1992,50005,1289250,57300
"PERU",1992,341811,7807699,111168
"UNITED STATES",1992,507813,3894669,109247
"UNITED STATES",1993,592054,4180717,68761
"BRAZIL",1993,404991,6484217,113758
"UNITED STATES",1993,18620,2747975,92317
"UNITED STATES",1993,179359,1553418,86301
"PERU",1993,70960,3595447,115857
"BRAZIL",1992,17417,3869789,80064
"PERU",1992,567023,686700,65400
"UNITED STATES",1993,401955,1801222,111415
"ARGENTINA",1993,250293,584341,74596
"CANADA",1993,474038,2525976,60720
"ARGENTINA",1992,229882,8334602,108712
"ARGENTINA",1993,516576,5809622,95553
"ARGENTINA",1993,431472,5853789,84207
"BRAZIL",1993,410652,7425617,93757
"UNITED STATES",1993,302044,1361931,62761
"CANADA",1993,452727,488792,100782
"BRAZIL",1993,62670,4160043,97960
"CANADA",1992,425760,1380621,101144
"PERU",1992,356403,6932102,87563
"CANADA",1992,291104,542069,65705
"UNITED STATES",1992,78187,5595194,69910
"CANADA",1993,381800,2476435,112907
"BRAZIL",1992,358392,2153814,87022
"PERU",1992,328713,7189737,104502
"ARGENTINA",1992,589734,838906,109422
"ARGENTINA",1993,217369,2566268,77181
"UNITED STATES",1993,204307,839423,72677
"CANADA",1993,191356,3546007,86841
"BRAZIL",1993,112538,5975742,93031
"ARGENTINA",1992,97448,2554092,86726
"ARGENTINA",1992,259505,2996346,87869
"CANADA",1992,173786,7517230,111586
"BRAZIL",1992,180300,888913,82818
"BRAZIL",1992,369000,2645750,64139
"CANADA",1992,76192,3434478,70091
"UNITED STATES",1993,410713,1068388,97421
"UNITED STATES",1993,464956,1383069,115255
"CANADA",1993,583263,3325212,80774
"CANADA",1993,209026,2131822,56100
"ARGENTINA",1993,586569,2988249,99332
"ARGENTINA",1993,450990,4062450,116458
"PERU",1993,582017,1839709,65939
"BRAZIL",1993,174320,2370344,83659
"BRAZIL",1993,593246,3656070,80353
"BRAZIL",1993,370822,2044234,113568
"PERU",1992,327569,7503785,95793
"PERU",1992,33423,2319478,81385
"PERU",1992,139439,6023123,88705
"BRAZIL",1992,534592,5387199,97594
"ARGENTINA",1993,88160,5166720,68889
"PERU",1993,258666,2623809,97479
"ARGENTINA",1993,521844,5261612,111949
"PERU",1993,392137,3421870,73747
"UNITED STATES",1992,96091,3065593,65225
"PERU",1992,142774,4794456,109006
"PERU",1992,40155,1168525,65709
"ARGENTINA",1993,280161,944872,68469
"PERU",1992,483477,1416636,87627
"ARGENTINA",1992,265011,3864960,58560
"CANADA",1992,268528,5315603,89790
"BRAZIL",1992,542593,4579596,98134
"ARGENTINA",1992,557165,889717,73328
"UNITED STATES",1992,358263,2826153,79275
"UNITED STATES",1992,88947,9098918,116156
"UNITED STATES",1992,414597,1496454,90694
"UNITED STATES",1993,550442,2511742,89545
"PERU",1993,473792,847569,105946
"BRAZIL",1993,322709,3865132,103901
"PERU",1993,378328,3740784,84378
"PERU",1993,19905,6022170,109494
"UNITED STATES",1992,321944,2427923,117955
"ARGENTINA",1992,359879,2093968,116331
"UNITED STATES",1992,250456,4275577,84386
"UNITED STATES",1993,116244,3130436,75614
"ARGENTINA",1992,582996,1455279,124738
"ARGENTINA",1992,405318,2785431,73397
"PERU",1992,341661,1981884,102159
"ARGENTINA",1992,26998,182874,115499
"UNITED STATES",1993,29087,467396,60964
"BRAZIL",1993,454583,6919020,92253
"ARGENTINA",1993,6619,2343336,91536
"CANADA",1993,70100,423759,64206
"CANADA",1993,29051,1458314,58803
"UNITED STATES",1992,323242,2878398,75913
"PERU",1992,357273,3742021,79815
"ARGENTINA",1992,479587,3125287,93993
"CANADA",1992,230244,5187748,70453
"ARGENTINA",1993,246541,2998860,89251
"PERU",1993,86745,2251262,103904
"PERU",1992,132209,3649128,74472
"ARGENTINA",1992,222578,4117536,90033
"PERU",1993,191803,8454597,113688
"PERU",1992,324269,5770481,77595
"ARGENTINA",1992,302806,7813972,108527
"PERU",1993,149107,4998976,69366
"CANADA",1993,157191,3753307,74891
"ARGENTINA",1993,363920,8104272,119034
"ARGENTINA",1992,200204,1540345,66251
"ARGENTINA",1992,19233,3161719,69133
"UNITED STATES",1993,78342,5771206,79220
"CANADA",1992,467374,1859111,80481
"BRAZIL",1992,489239,2740136,73692
"BRAZIL",1992,390376,6400661,87981
"UNITED STATES",1992,19225,2219786,68653
"UNITED STATES",1992,302985,7025485,119278
"BRAZIL",1992,61107,96129,64086
"PERU",1992,21283,1985857,72256
"CANADA",1992,1062,4430076,57783
"CANADA",1992,302871,4879531,112431
"ARGENTINA",1992,235478,4897638,84807
"BRAZIL",1992,249352,2810894,78080
"UNITED STATES",1992,466482,1882998,86907
"UNITED STATES",1992,401744,2797724,98743
"CANADA",1992,314595,2071529,96574
"ARGENTINA",1992,420551,2842995,88291
"UNITED STATES",1993,583841,188632,115489
"PERU",1993,84853,501733,110271
"CANADA",1993,584519,145917,96209
"CANADA",1992,472917,3411251,113393
"UNITED STATES",1993,164495,764150,93569
"ARGENTINA",1993,585638,1254788,103416
"CANADA",1992,323043,1358122,63961
"CANADA",1993,194252,5936962,80775
"CANADA",1993,250242,216985,71533
"BRAZIL",1993,417108,4625160,61504
"CANADA",1992,148738,6046294,107203
"ARGENTINA",1992,407106,1588509,60784
"UNITED STATES",1992,446732,2266258,100722
"ARGENTINA",1992,418734,5625824,99162
"UNITED STATES",1992,258350,2798539,78500
"CANADA",1992,477467,262888,86666
"ARGENTINA",1993,227621,3004303,92916
"UNITED STATES",1993,279203,444503,70931
"PERU",1993,388078,1583509,69963
"ARGENTINA",1993,426676,461563,96159
"BRAZIL",1992,391125,2123328,72966
"ARGENTINA",1992,117995,2147860,120779
"ARGENTINA",1992,137928,8500638,117955
"BRAZIL",1993,134259,1365672,77595
"CANADA",1992,591598,2814823,101374
"CANADA",1992,475884,7253454,111591
"ARGENTINA",1993,525625,2525418,99036
"BRAZIL",1993,143840,2863436,113030
"BRAZIL",1992,51947,5451856,113936
"PERU",1993,463586,4741653,92973
"BRAZIL",1992,199848,5317603,116870
"CANADA",1992,93356,2563765,80961
"BRAZIL",1992,29090,1087369,61145
"BRAZIL",1992,27346,2368412,76400
"BRAZIL",1992,593463,4776714,93386
"ARGENTINA",1993,221113,1520127,62046
"UNITED STATES",1992,24410,5884748,80064
"UNITED STATES",1993,332084,2594862,66964
"UNITED STATES",1992,451045,2565747,59761
"UNITED STATES",1993,174753,5066523,109665
"PERU",1992,475550,2471358,91531
"BRAZIL",1992,172439,2108444,90685
"BRAZIL",1992,412494,5077356,84388
"ARGENTINA",1993,422866,4808401,107330
"PERU",1993,445889,7266045,110091
"ARGENTINA",1992,343345,2682253,83299
"BRAZIL",1993,253604,5682088,93455
"ARGENTINA",1993,520516,2802557,92189
"UNITED STATES",1992,16467,4074289,83007
"BRAZIL",1993,153055,5051599,66483
"ARGENTINA",1993,184037,1631098,67261
"UNITED STATES",1992,419790,4982269,102586
"ARGENTINA",1992,476012,4357035,59279
"BRAZIL",1992,211345,995013,75379
"BRAZIL",1992,321849,6469330,112249
"ARGENTINA",1993,99056,4911257,63303
"UNITED STATES",1993,597371,5719223,88101
"PERU",1992,160701,1183862,105702
"UNITED STATES",1993,25662,635064,95259
"PERU",1993,354788,7210759,110566
"UNITED STATES",1992,101035,2408769,62161
"PERU",1992,109607,5622534,96996
"ARGENTINA",1992,156817,7843768,112428
"PERU",1992,420342,3029568,75739
"BRAZIL",1992,276041,1029234,61021
"ARGENTINA",1992,211276,563948,71235
"BRAZIL",1993,556746,984285,108163
"PERU",1992,581859,8209710,116449
"PERU",1993,95860,4832659,111351
"ARGENTINA",1993,129310,6562619,80358
"PERU",1993,151465,5986984,90987
"ARGENTINA",1992,209857,1607824,106010
"BRAZIL",1992,441069,4181565,60602
"PERU",1992,383600,3064133,101015
"UNITED STATES",1992,504604,4737268,96514
"UNITED STATES",1992,468667,1383751,98138
"ARGENTINA",1992,353022,3508832,64500
"UNITED STATES",1992,41626,3994295,94057
"ARGENTINA",1992,300708,3854804,102521
"UNITED STATES",1992,45161,4939004,66369
"UNITED STATES",1992,108054,2185698,63723
"BRAZIL",1992,461024,3510540,59100
"ARGENTINA",1992,230757,6906232,101264
"PERU",1992,194763,4012761,111465
"BRAZIL",1993,524336,767214,81618
"UNITED STATES",1993,313812,7379883,109548
"UNITED STATES",1993,239663,2307816,96159
"CANADA",1993,212927,3569425,110394
"UNITED STATES",1993,428034,2147206,57720
"PERU",1993,13799,7484892,102767
"UNITED STATES",1993,538642,1835237,100837
"PERU",1992,403079,4419225,58923
"PERU",1993,172015,707643,65220
"ARGENTINA",1993,444490,695717,86068
"ARGENTINA",1992,199502,2402250,96090
"CANADA",1992,96643,5194379,98378
"UNITED STATES",1992,147385,3863128,85942
"UNITED STATES",1992,296511,3948142,90450
"UNITED STATES",1992,449417,3854586,81983
"ARGENTINA",1992,506405,2574357,84682
"ARGENTINA",1992,479098,2427715,64624
"BRAZIL",1992,394901,6636334,119753
"BRAZIL",1992,495802,6903475,107866
"BRAZIL",1992,411573,6279646,89073
"ARGENTINA",1992,315120,4433739,68106
"PERU",1993,316541,4532412,93451
"PERU",1993,264941,1715337,114355
"UNITED STATES",1992,86900,2988849,113214
"UNITED STATES",1993,60235,1064949,71713
"BRAZIL",1992,134333,3483956,82039
"PERU",1992,558425,136472,89004
"ARGENTINA",1992,233395,4570955,79702
"BRAZIL",1993,466436,1893253,84144
"CANADA",1993,386440,1036445,91585
"PERU",1992,517561,2143657,94712
"ARGENTINA",1992,476212,4170546,71291
"BRAZIL",1993,27099,4668709,61565
"ARGENTINA",1993,546501,7506825,92848
"PERU",1993,585316,6305805,84077
"UNITED STATES",1992,178151,2980688,73749
"UNITED STATES",1992,175817,352062,113568
"CANADA",1992,75078,3101291,63184
"BRAZIL",1992,130706,5550493,104202
"ARGENTINA",1992,153260,525304,78795
"UNITED STATES",1993,493448,6074143,86485
"ARGENTINA",1992,507513,5002412,91229
"ARGENTINA",1992,398649,7612676,104857
"PERU",1993,209389,1752799,77902
"ARGENTINA",1992,27049,1651459,58562
"UNITED STATES",1993,348714,3761601,105762
"PERU",1993,229822,5763454,105108
"CANADA",1992,316083,5495350,65944
"UNITED STATES",1992,4391,3300653,77723
"UNITED STATES",1993,46785,7793010,103906
"ARGENTINA",1993,449830,2762265,106788
"CANADA",1993,315014,1547616,61740
"BRAZIL",1993,346865,351780,114711
"ARGENTINA",1993,360863,1050422,115431
"PERU",1993,149645,1982728,101678
"BRAZIL",1993,110144,4556544,69248
"BRAZIL",1993,381638,323288,103177
"CANADA",1992,127192,5383943,73151
"UNITED STATES",1993,447835,8215188,106968
"CANADA",1993,104970,918361,118498
"CANADA",1992,567749,167138,109003
"UNITED STATES",1992,340652,5941166,101558
"UNITED STATES",1992,42670,4749313,96760
"CANADA",1993,174403,3361085,88644
"UNITED STATES",1992,539743,3016362,106963
"PERU",1993,219387,1900768,78382
"UNITED STATES",1992,361094,5082352,69304
"CANADA",1992,528148,1164358,70567
"BRAZIL",1992,169340,2917333,84560
"UNITED STATES",1993,290384,1496688,82462
"BRAZIL",1993,78426,5144390,84265
"ARGENTINA",1993,97313,4292575,78618
"PERU",1992,575320,1540411,83718
"ARGENTINA",1992,399041,943944,68401
"UNITED STATES",1992,472550,7460397,91351
"PERU",1992,264920,1866060,113094
"ARGENTINA",1992,22495,3651454,85049
"BRAZIL",1992,417261,4549184,70694
"UNITED STATES",1992,244598,6528198,92554
"BRAZIL",1993,158034,1284227,65521
"ARGENTINA",1993,471208,3618903,70750
"PERU",1993,137635,2408587,100357
"ARGENTINA",1993,436333,2147672,76158
"UNITED STATES",1993,239908,7528303,110873
"BRAZIL",1993,402130,287958,61926
"UNITED STATES",1993,552278,1573685,79815
"ARGENTINA",1992,64857,3481555,109311
"BRAZIL",1992,443129,2093811,64326
"CANADA",1992,461903,2424344,111892
"PERU",1992,61661,5971388,97359
"BRAZIL",1993,562431,6249920,89604
"ARGENTINA",1993,370542,4837590,96751
"ARGENTINA",1993,418196,2206056,66850
"BRAZIL",1992,594266,5541617,81614
"CANADA",1993,342860,8943395,114171
"PERU",1993,38865,8748721,108231
"CANADA",1993,513801,5516931,108886
"ARGENTINA",1993,377183,2514039,75610
"ARGENTINA",1993,334079,1090798,66783
"UNITED STATES",1992,226852,355768,106730
"UNITED STATES",1992,346147,1628622,71587
"ARGENTINA",1993,128276,2399856,78256
"ARGENTINA",1993,168194,1714054,75731
"ARGENTINA",1992,120965,3106041,119157
"ARGENTINA",1992,496210,2804391,72371
"UNITED STATES",1993,211949,3712555,111655
"UNITED STATES",1993,586925,7033602,120714
"PERU",1993,520490,141984,90628
"CANADA",1992,263218,354360,70872
"UNITED STATES",1993,211130,3816745,62467
"ARGENTINA",1992,122902,9243369,115494
"PERU",1992,217612,2789990,91776
"BRAZIL",1992,385694,4372673,106780
"BRAZIL",1993,183074,5275082,69424
"PERU",1993,122748,329357,106244
"BRAZIL",1993,477953,5244405,115855
"ARGENTINA",1992,283470,534873,87207
"ARGENTINA",1992,276383,3919063,81562
"UNITED STATES",1992,568382,2293019,87021
"PERU",1992,368194,5109304,75730
"PERU",1992,223945,8425136,112135
"BRAZIL",1992,404713,4707477,97061
"ARGENTINA",1992,545712,5394350,105461
"ARGENTINA",1993,454600,6722003,93274
"PERU",1993,199530,4394842,97771
"UNITED STATES",1992,13815,5869309,103728
"CANADA",1992,91381,494056,82342
"CANADA",1992,151440,2818821,89486
"ARGENTINA",1992,325231,602985,75373
"BRAZIL",1992,150712,1196880,105762
"UNITED STATES",1992,362178,2510083,74409
"UNITED STATES",1993,595566,4082403,99692
"BRAZIL",1993,524632,492013,99396
"CANADA",1992,542044,1633374,65161
