"d_year","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1992,"ARGENTINA",6364,108020,2951445,61681
1992,"CANADA",22418,183847,362997,115850
1992,"BRAZIL",1225,121895,5003082,115013
1992,"PERU",2392,145648,1219420,101618
1992,"CANADA",2392,98916,8632414,114894
1992,"BRAZIL",7381,128633,4336854,99697
1992,"BRAZIL",7381,124900,2477346,115494
1993,"BRAZIL",11548,146430,4433719,88585
1993,"PERU",1300,39796,7071608,104147
1993,"BRAZIL",4336,77700,2595401,100662
1993,"ARGENTINA",4336,65323,4336485,77299
1993,"BRAZIL",1978,10714,4835136,97482
1993,"BRAZIL",15541,171484,4006916,93328
1993,"CANADA",1355,10662,3698896,94359
1993,"UNITED STATES",1840,166112,848239,70686
1993,"UNITED STATES",1840,30916,4757640,110814
1992,"ARGENTINA",2794,178905,7120217,119034
1992,"CANADA",2794,66002,2938848,58080
1992,"CANADA",25624,127072,3462070,65944
1992,"PERU",5491,134322,1622158,81379
1992,"CANADA",13978,198715,5513678,108822
1992,"PERU",25292,175611,6223590,101196
1993,"UNITED STATES",10613,76403,3514711,82764
1993,"ARGENTINA",15139,57180,317273,68230
1993,"ARGENTINA",15139,15527,2713380,86551
1993,"CANADA",22720,166610,7249661,100596
1992,"UNITED STATES",157,79352,3797010,79881
1993,"UNITED STATES",25792,88025,571343,60781
1993,"ARGENTINA",25792,49917,8598987,112014
1992,"BRAZIL",2870,164258,2380050,79335
1993,"BRAZIL",3154,171745,3597145,109004
1993,"CANADA",3154,109982,3155296,119518
1993,"PERU",7603,166506,4730080,94350
1993,"UNITED STATES",25429,94110,2031562,66246
1993,"CANADA",27706,153820,3058074,112429
1993,"BRAZIL",27706,39995,6184228,116099
1993,"BRAZIL",24971,40972,7385977,114778
1992,"UNITED STATES",19265,67448,6315693,84926
1993,"BRAZIL",1567,79935,5220099,114895
1993,"BRAZIL",1567,20952,7315742,112377
1993,"PERU",6061,116115,106324,67866
1993,"ARGENTINA",6061,137822,4908064,111589
1992,"BRAZIL",223,21182,2730370,66190
1992,"CANADA",26168,11756,5738727,100065
1993,"UNITED STATES",10702,80032,1703246,60721
1993,"PERU",10702,82716,1698710,101922
1993,"BRAZIL",10702,194089,4306411,70984
1993,"PERU",17036,46660,314905,96399
1993,"PERU",17036,14361,5802888,76521
1992,"UNITED STATES",15526,34414,2669851,80904
1992,"PERU",15526,192997,7580393,125399
1993,"CANADA",29635,58829,7803834,107269
1993,"ARGENTINA",29635,85963,1512392,116937
1993,"CANADA",5708,23869,3227148,107571
1992,"UNITED STATES",19658,29686,150258,96940
1992,"BRAZIL",20335,187776,4070473,111826
1992,"UNITED STATES",6127,520,6542915,85231
1992,"UNITED STATES",6127,125121,561598,68767
1993,"ARGENTINA",1501,187560,5478137,98853
1992,"PERU",17740,76487,2722072,87808
1992,"BRAZIL",3412,138556,3472929,95673
1993,"ARGENTINA",18152,150422,5225618,88345
1993,"ARGENTINA",29734,182535,4409386,97051
1993,"CANADA",29734,7764,7044796,100305
1993,"UNITED STATES",22397,29147,3861190,64568
1993,"BRAZIL",22397,59230,349633,71353
1992,"BRAZIL",13496,112705,7497760,103062
1992,"PERU",13496,25190,2163468,66911
1992,"BRAZIL",13496,164129,3741624,71587
1993,"UNITED STATES",4594,34835,1975130,106189
1993,"BRAZIL",4594,67323,255483,77419
1993,"PERU",4594,71524,5904312,89731
1992,"BRAZIL",1813,167550,5993022,97053
1992,"ARGENTINA",22552,39307,2407851,74778
1992,"UNITED STATES",22552,19974,704556,113638
1992,"PERU",4543,126941,358165,118076
1992,"ARGENTINA",28315,161806,8339727,112068
1993,"UNITED STATES",6337,123358,6033736,82881
1993,"BRAZIL",6337,88256,5082761,74655
1993,"PERU",18064,47277,4280047,73456
1993,"BRAZIL",26125,42972,1551125,114898
1993,"CANADA",26125,2621,3504326,91417
1993,"ARGENTINA",814,160729,3221496,107383
1993,"BRAZIL",814,13317,369093,73818
1993,"BRAZIL",7837,131104,2288361,68106
1993,"BRAZIL",12673,129832,8666818,111709
1992,"ARGENTINA",1256,37954,3995798,113517
1992,"UNITED STATES",1256,182403,5347440,89124
1992,"BRAZIL",22198,47845,5937886,107570
1992,"CANADA",22198,135139,1127164,70447
1992,"UNITED STATES",27505,69761,159229,103845
1992,"UNITED STATES",8623,76883,5070032,111592
1992,"CANADA",8623,168707,2361681,106542
1992,"CANADA",23470,74216,5540427,71412
1992,"UNITED STATES",23470,48976,8408268,115498
1993,"PERU",29635,65665,459846,97839
1992,"UNITED STATES",8734,198099,1659166,71825
1993,"ARGENTINA",5537,61418,3823724,82764
1993,"UNITED STATES",5537,96015,454954,60660
1993,"UNITED STATES",26806,26371,389211,77842
1992,"BRAZIL",1459,42079,3471638,61264
1992,"ARGENTINA",1459,139757,4851225,107805
1993,"CANADA",15566,86010,3122491,59760
1993,"ARGENTINA",5407,37221,926576,69493
1993,"BRAZIL",5407,167236,2809763,78193
1992,"ARGENTINA",8042,55505,4805045,87630
1993,"UNITED STATES",19909,123263,1746741,77175
1993,"PERU",19909,126894,3972400,115253
1993,"UNITED STATES",9007,943,3153137,110636
1993,"UNITED STATES",9007,47143,912447,65408
1993,"UNITED STATES",199,10054,1419081,57843
1993,"PERU",29767,132979,7444289,120718
1993,"PERU",29767,19048,2680634,58022
1993,"PERU",20860,90319,246150,78558
1993,"PERU",15391,26585,2720844,90694
1992,"UNITED STATES",4895,75665,2436380,98439
1992,"BRAZIL",4895,88021,2875707,60541
1992,"BRAZIL",4895,156994,7875801,123059
1993,"PERU",10528,143119,655430,69726
1992,"PERU",18343,28268,2990650,71775
1992,"UNITED STATES",18343,94100,3249477,65646
1992,"CANADA",18343,8821,6408983,103789
1993,"BRAZIL",27574,78151,3251952,67749
1992,"UNITED STATES",29098,199450,5131778,92967
1993,"BRAZIL",2944,155188,1535327,74590
1993,"BRAZIL",3958,112132,1775689,68647
1992,"CANADA",9890,171899,4351725,118253
1992,"CANADA",9890,96015,693552,60660
1993,"UNITED STATES",10927,123586,756502,96574
1992,"BRAZIL",15119,152995,4427754,122879
1992,"BRAZIL",25087,189195,3017846,77051
1993,"BRAZIL",3040,99116,2709717,66906
1993,"ARGENTINA",3040,35477,2281139,84748
1993,"UNITED STATES",3040,49510,4524481,87570
1993,"CANADA",3040,107743,6603791,105044
1993,"UNITED STATES",3040,152127,2016295,70747
1993,"UNITED STATES",6097,186570,1124811,99394
1993,"BRAZIL",20182,191651,6953173,104559
1993,"CANADA",17083,22370,6013397,77542
1993,"BRAZIL",7741,181287,3944751,82096
1993,"UNITED STATES",21466,15324,349488,74359
1992,"BRAZIL",20098,170098,4941020,70085
1992,"BRAZIL",20098,25798,2365039,103427
1993,"PERU",27239,190254,1935720,80655
1993,"CANADA",27239,5344,5459615,74960
1993,"BRAZIL",19258,165591,482067,99395
1993,"PERU",19258,78671,4454109,98980
1993,"UNITED STATES",19258,34536,6493860,88231
1992,"CANADA",9088,160224,2161342,77053
1993,"ARGENTINA",7633,22640,5100456,93758
1993,"UNITED STATES",7633,34315,3020831,74958
1992,"CANADA",21091,147521,2258668,94111
1992,"ARGENTINA",19672,72448,3238603,85226
1992,"PERU",19672,59837,4560354,107809
1992,"CANADA",20990,37633,7008151,94237
1993,"ARGENTINA",4586,186479,2825673,93928
1993,"PERU",4586,152280,4652321,79936
1993,"UNITED STATES",4586,153277,4721128,79816
1993,"PERU",23341,195857,3936945,117171
1993,"ARGENTINA",4750,6553,4028358,87573
1992,"PERU",18601,23453,4096315,82587
1992,"BRAZIL",11101,39548,6332457,89252
1992,"UNITED STATES",18404,185098,435377,70985
1992,"ARGENTINA",11923,19180,3822948,65950
1992,"CANADA",16385,23553,4067895,88593
1992,"PERU",29059,70538,1249062,90511
1993,"ARGENTINA",8743,185078,2121439,69784
1993,"PERU",8312,132266,2244691,77895
1992,"ARGENTINA",10813,11561,3216071,88353
1992,"PERU",10813,118220,970764,74293
1992,"UNITED STATES",12448,177491,1656325,94109
1992,"BRAZIL",12448,78130,5208211,66487
1993,"BRAZIL",6232,106686,3305804,101560
1992,"UNITED STATES",10172,53401,4466811,81264
1992,"CANADA",27454,67050,2617886,61023
1992,"UNITED STATES",16798,91777,6908815,106126
1993,"PERU",13865,128991,8999055,121199
1992,"ARGENTINA",11636,51468,4488332,85167
1993,"BRAZIL",17441,192736,2750409,109723
1993,"BRAZIL",2441,58960,1412354,115137
1992,"CANADA",22084,71354,747497,79521
1993,"ARGENTINA",27022,50815,8306370,105948
1993,"PERU",27022,178320,5663196,83899
1993,"BRAZIL",11140,144894,2495351,116333
1992,"ARGENTINA",14339,106977,5596779,119038
1993,"UNITED STATES",28969,76420,2681126,83785
1993,"PERU",28969,183915,6530438,119934
1992,"CANADA",22153,123686,6009525,102580
1993,"CANADA",24376,67046,4761288,60782
1993,"BRAZIL",24376,142967,190946,120597
1993,"ARGENTINA",8300,178954,6440385,121977
1992,"BRAZIL",10030,197728,7260888,109543
1992,"CANADA",7651,196308,3033288,84258
1993,"UNITED STATES",10369,181957,4771143,122337
1992,"ARGENTINA",4198,180797,3128398,112667
1992,"ARGENTINA",16720,75080,3376256,63304
1992,"PERU",24151,145503,1811745,92910
1993,"UNITED STATES",12185,66750,1277262,103005
1993,"BRAZIL",26117,163445,4667113,90506
1993,"CANADA",6616,84653,2888814,98259
1993,"ARGENTINA",13727,175304,3500663,82758
1992,"BRAZIL",1198,182192,1498447,76451
1993,"UNITED STATES",25927,138097,2497198,68105
1993,"CANADA",26809,66224,4873950,71413
1993,"CANADA",9737,47822,6987249,106189
1993,"PERU",8935,58927,1527595,113155
1993,"UNITED STATES",5920,96823,5590487,109189
1993,"ARGENTINA",2830,147633,499147,100837
1992,"PERU",21118,125486,4591876,90688
1992,"UNITED STATES",21118,151473,4779213,91468
1992,"ARGENTINA",29519,183959,7994063,122577
1992,"CANADA",29519,20672,4682449,95560
1993,"ARGENTINA",13982,187888,6777268,118552
1992,"PERU",26978,57540,3378450,89852
1993,"UNITED STATES",878,115962,8615993,118677
1993,"PERU",878,173303,5433632,82578
1993,"PERU",28600,170723,5045734,107623
1993,"CANADA",7169,100468,6079424,88107
1992,"UNITED STATES",17002,116427,3016747,86605
1992,"CANADA",17002,63712,1493057,100542
1992,"PERU",22477,29182,4750294,66670
1992,"PERU",1042,37089,2031638,61564
1992,"PERU",8812,100508,4441024,90510
1992,"PERU",8812,31271,3466144,72136
1992,"UNITED STATES",8812,171437,6291661,90505
1993,"ARGENTINA",27922,81338,2632063,79159
1993,"PERU",7129,126880,4195136,114412
1993,"BRAZIL",9545,171244,4166680,78914
1993,"PERU",13454,67465,4626845,85947
1993,"UNITED STATES",14681,123665,2583649,101319
1992,"ARGENTINA",22453,165066,4835281,67863
1992,"PERU",22453,52597,4358996,92975
1992,"PERU",5875,195668,6366812,105819
1992,"ARGENTINA",25792,43961,5972049,114297
1992,"ARGENTINA",8005,40844,7421364,107090
1992,"CANADA",8005,54624,4647457,94717
1992,"ARGENTINA",8005,51867,7611929,109131
1992,"PERU",8005,113734,5255424,104863
1992,"CANADA",8005,123830,4931187,111229
1992,"BRAZIL",17291,145147,4556359,71528
1992,"ARGENTINA",1214,57186,3215765,68590
1992,"PERU",3068,167323,3815038,83419
1993,"ARGENTINA",23932,40450,2910211,83427
1993,"UNITED STATES",15838,88099,4598390,65225
1993,"BRAZIL",12467,99112,1742220,66666
1993,"CANADA",12467,172089,464432,69664
1993,"PERU",8920,90979,4054198,118198
1993,"BRAZIL",8920,76416,5376095,83544
1992,"PERU",17083,74973,4529030,116878
1992,"PERU",17083,59874,674864,110032
1993,"ARGENTINA",27860,30044,3019524,58442
1993,"CANADA",28834,114660,7241229,100479
1992,"CANADA",16841,106721,8552214,103663
1992,"ARGENTINA",6500,171849,8847389,115250
1992,"UNITED STATES",6500,74625,7140703,95977
1992,"BRAZIL",6500,108402,2009820,84624
1992,"PERU",11210,196795,6053728,113507
1992,"UNITED STATES",4957,37743,958021,100844
1992,"UNITED STATES",10234,186872,2938305,117532
1993,"ARGENTINA",14717,73117,4011604,65406
1993,"PERU",13159,137688,7867375,103540
1993,"CANADA",16427,41138,5076227,64747
1993,"BRAZIL",16427,5006,3634890,54660
1993,"BRAZIL",26344,157521,4498782,94711
1993,"CANADA",15887,114255,3899136,76155
1992,"CANADA",24727,192405,3485947,89844
1992,"ARGENTINA",24727,171740,2434978,108704
1992,"BRAZIL",21893,114383,531004,83842
1992,"PERU",21893,186857,6688787,116631
1992,"UNITED STATES",22603,134664,927468,101919
1993,"ARGENTINA",23858,63811,6783323,106488
1992,"PERU",24064,176467,2528187,92607
1993,"BRAZIL",9407,114187,4355478,72070
1992,"CANADA",14170,81987,5859684,118138
1993,"ARGENTINA",14671,51045,946238,59762
1993,"PERU",26575,14344,1053230,75500
1993,"UNITED STATES",26575,24617,3403874,92496
1992,"PERU",9925,190281,1612625,82276
1993,"ARGENTINA",503,68923,8797428,113515
1993,"PERU",7490,173364,4593802,86241
1993,"BRAZIL",11140,193401,5917824,89664
1993,"UNITED STATES",28390,183040,871479,67382
1993,"CANADA",28390,195703,647532,107922
1993,"PERU",19123,170308,1025455,82698
1992,"ARGENTINA",10591,49699,3915638,98921
1992,"UNITED STATES",10591,193597,7029473,101435
1992,"BRAZIL",10591,133458,6378931,89487
1992,"BRAZIL",28456,39341,5408156,76820
1992,"CANADA",28456,189149,3154780,74288
1992,"UNITED STATES",26423,161566,463854,97653
1992,"ARGENTINA",2407,177572,6512502,98974
1992,"PERU",9475,184677,7927515,105700
1993,"PERU",9379,41726,8005056,100063
1993,"BRAZIL",1741,67355,1410947,79341
1993,"ARGENTINA",1741,45879,5292123,109492
1993,"UNITED STATES",15113,183493,2725751,94589
1993,"BRAZIL",15113,156528,7209566,95071
1992,"BRAZIL",9043,6607,2252236,90816
1992,"ARGENTINA",9043,41182,4043448,67390
1992,"BRAZIL",29158,88518,3361023,90390
1993,"BRAZIL",23879,29798,5817468,103667
1992,"UNITED STATES",29923,180739,1159168,109183
1992,"UNITED STATES",29263,29398,4862229,79643
1992,"CANADA",7207,75950,4344943,115557
1992,"ARGENTINA",7207,81400,1218394,82884
1992,"CANADA",7207,20487,1294881,84448
1992,"ARGENTINA",9518,105562,1042427,94053
1993,"UNITED STATES",20656,153548,3347218,96092
1993,"ARGENTINA",20656,88349,518887,80240
1993,"UNITED STATES",20656,60122,201274,64927
1992,"ARGENTINA",18476,20595,4410366,90935
1992,"CANADA",27442,142383,778257,85522
1992,"CANADA",27442,15304,3590838,73158
1992,"BRAZIL",27442,9920,2955320,109795
1992,"CANADA",26788,177642,7024729,103178
1992,"ARGENTINA",6089,193722,7182988,108943
1993,"CANADA",29659,137761,5757830,107925
1993,"PERU",4204,117236,3438863,75193
1993,"UNITED STATES",4204,31385,2193089,78982
1993,"CANADA",28663,12076,3112420,59284
1992,"CANADA",3704,190219,5901918,78552
1992,"CANADA",14051,36211,1335352,68832
1992,"ARGENTINA",14051,192735,5044534,109663
1992,"CANADA",14051,10638,4896768,92917
1993,"CANADA",1123,132293,3246960,79517
1993,"BRAZIL",1123,37238,5582342,70513
1992,"UNITED STATES",15532,125260,498680,77115
1992,"BRAZIL",14458,174525,5016094,95971
1992,"BRAZIL",17968,156526,6694059,94951
1992,"PERU",17968,72589,908839,93694
1993,"PERU",12016,181046,1988098,67622
1992,"PERU",983,144770,8269906,108886
1993,"CANADA",8674,86191,2884115,70631
1993,"PERU",8674,39409,1488633,80904
1992,"UNITED STATES",3371,53400,669933,81204
1992,"ARGENTINA",11564,64935,2074723,113995
1993,"PERU",25621,116557,6939355,94413
1992,"BRAZIL",5644,112118,1118808,67806
1992,"ARGENTINA",5644,88170,5167754,69490
1992,"UNITED STATES",10615,92107,4055679,65946
1992,"CANADA",13918,68507,3966144,88530
1992,"CANADA",3856,148992,734756,122459
1992,"UNITED STATES",16996,86562,5296075,92913
1993,"BRAZIL",2359,154268,125614,79335
1992,"ARGENTINA",24572,185777,2425326,111766
1993,"UNITED STATES",3841,193348,1855004,86480
1993,"UNITED STATES",6014,166119,4077963,71106
1992,"ARGENTINA",20792,153116,3587998,70146
1992,"BRAZIL",3932,199337,133578,86179
1992,"BRAZIL",12377,135302,4573566,80238
1993,"BRAZIL",7666,144536,7434813,94831
1992,"BRAZIL",4849,39247,5812576,71174
1993,"BRAZIL",11056,31750,7325703,100905
1992,"ARGENTINA",12053,83041,4095135,61442
1992,"ARGENTINA",12053,69999,7797200,118139
1993,"UNITED STATES",12386,5433,2435942,80305
1993,"PERU",12386,99654,6667516,99219
1993,"BRAZIL",12386,4444,2508098,80906
1992,"UNITED STATES",28741,58124,1679450,64927
1992,"BRAZIL",28741,75949,6467798,115496
1992,"BRAZIL",28741,65786,5360446,105106
1992,"UNITED STATES",18508,186347,1077871,86000
1992,"ARGENTINA",172,154637,3694519,101497
1993,"ARGENTINA",9022,80508,267930,89310
1993,"BRAZIL",29824,49789,2910717,104326
1993,"ARGENTINA",7105,181898,7258276,118793
1992,"ARGENTINA",13135,2163,4017783,63909
1992,"CANADA",13135,153196,4796889,74951
1993,"PERU",394,86975,5709332,117718
1993,"UNITED STATES",394,199135,2394212,74047
1993,"BRAZIL",394,56512,5075170,88110
1993,"BRAZIL",394,190118,1275764,72486
1993,"UNITED STATES",7187,120111,2911477,67866
1992,"CANADA",6391,55250,4121955,72315
1992,"ARGENTINA",6391,182113,2509731,71706
1992,"UNITED STATES",6391,171539,5256769,96631
1992,"BRAZIL",12539,132218,5400907,75012
1992,"ARGENTINA",15035,109192,4972926,72071
1992,"CANADA",24391,50008,3051230,57480
1992,"PERU",24391,83707,4767774,101442
1992,"ARGENTINA",21040,138378,694021,84982
1993,"UNITED STATES",22039,67809,1915390,106608
1993,"CANADA",22039,59278,3682115,74236
1993,"PERU",22039,80992,3590841,118379
1993,"UNITED STATES",22039,188193,1204318,76871
1993,"CANADA",22039,153669,2170551,103359
1992,"ARGENTINA",19972,31675,5089930,96400
1992,"CANADA",4376,42408,675200,81024
1993,"CANADA",9940,156720,4619472,106603
1993,"CANADA",9940,183061,2234349,68643
1992,"ARGENTINA",29009,33082,566414,60904
1993,"UNITED STATES",9493,64751,4246481,102945
1993,"ARGENTINA",7115,29665,6748601,95679
1992,"CANADA",26893,199004,1990915,66180
1993,"UNITED STATES",10570,60264,5351240,73455
1993,"UNITED STATES",10570,53028,2588911,58861
1993,"PERU",16157,144665,1907980,102579
1992,"UNITED STATES",14641,77205,4255920,70932
1992,"CANADA",14641,184032,4687326,66961
1992,"ARGENTINA",776,13150,842014,63789
1993,"BRAZIL",6061,38397,4222503,80123
1993,"BRAZIL",23297,13792,2558685,102347
1993,"BRAZIL",14572,29,3076914,55741
1993,"PERU",14572,187418,6259494,90324
1992,"ARGENTINA",14141,181903,6683158,119094
1992,"UNITED STATES",27091,167245,1671793,78734
1993,"UNITED STATES",20797,15123,191014,62287
1992,"ARGENTINA",20459,26095,2495543,61265
1992,"CANADA",25796,152049,4855586,66062
1992,"BRAZIL",3319,186526,1436755,96751
1993,"ARGENTINA",27526,138945,5055079,119036
1992,"BRAZIL",26839,21694,6322194,96941
1993,"BRAZIL",26804,167596,7745675,99815
1993,"PERU",26804,183042,1944069,67502
1992,"UNITED STATES",26074,140402,1443842,86544
1992,"UNITED STATES",26074,21517,6835799,86310
1993,"PERU",23827,187054,114105,68463
1993,"UNITED STATES",1892,5296,1483593,72077
1992,"UNITED STATES",11620,134329,801632,81799
1992,"UNITED STATES",16243,50111,3862440,63666
1993,"PERU",27814,103862,7724660,111951
1992,"BRAZIL",1793,79698,6106791,100661
1993,"PERU",20933,57501,1085124,87510
1993,"CANADA",20933,193307,5853254,84018
1993,"ARGENTINA",8300,2413,2034939,78924
1992,"CANADA",14041,123783,6482726,108406
1993,"ARGENTINA",28939,41850,7912809,107511
1993,"CANADA",23393,25128,2653862,63187
1992,"ARGENTINA",15004,122806,3862425,109728
1992,"ARGENTINA",15004,87957,762420,116697
1993,"CANADA",3547,69802,7466365,106308
1993,"CANADA",8407,41023,2120844,57841
1992,"PERU",2317,116623,3279240,98377
1992,"BRAZIL",2317,155773,7373600,109726
1993,"PERU",2101,150715,6179985,105942
1993,"UNITED STATES",2101,144663,1926240,102459
1992,"ARGENTINA",20692,150714,7360605,105882
1992,"ARGENTINA",20692,37656,898818,95619
1992,"BRAZIL",20692,78753,8229276,103905
1992,"UNITED STATES",20692,188711,4454282,107982
1992,"ARGENTINA",20692,51055,2931629,60363
1993,"PERU",8812,63815,2588168,106728
1993,"BRAZIL",8812,51313,2912970,75858
1993,"BRAZIL",22328,175344,266835,85160
1993,"PERU",16117,193571,1141895,99874
1992,"BRAZIL",23900,115998,2706802,120839
1993,"ARGENTINA",8053,133592,4785736,97535
1993,"BRAZIL",8053,79082,2607073,63664
1993,"ARGENTINA",13474,45656,7377199,96099
1992,"UNITED STATES",9970,64870,2201844,110092
1992,"UNITED STATES",9970,63111,1740058,64446
1992,"BRAZIL",10816,144716,6813947,105642
1992,"ARGENTINA",10816,161738,7378893,107983
1993,"UNITED STATES",2780,71591,1762601,93755
1993,"UNITED STATES",16825,188638,942739,103597
1992,"PERU",3980,93317,1016800,78618
1993,"UNITED STATES",8066,87050,3680490,62223
1993,"BRAZIL",8066,38542,5857016,88832
1992,"BRAZIL",25444,49616,7671489,93936
1992,"CANADA",19105,177594,5850565,100295
1993,"BRAZIL",2405,107929,2467636,116215
1993,"PERU",2405,111027,4297402,62281
1993,"PERU",2405,15038,3455686,57181
1993,"ARGENTINA",26789,49771,5506464,103246
1993,"ARGENTINA",26789,60432,2946381,83545
1992,"CANADA",27187,188532,4822697,97231
1992,"PERU",27334,32114,4916717,62766
1993,"PERU",25225,188152,3611316,74409
1993,"UNITED STATES",5983,107048,1844209,63302
1993,"ARGENTINA",5983,149063,4704013,66723
1993,"UNITED STATES",15868,17800,4376954,103068
1992,"UNITED STATES",64,82312,768820,77658
1992,"UNITED STATES",64,8631,307926,92377
1993,"ARGENTINA",11372,90146,551027,68168
