"d_year","s_nation","lo_partkey","lo_revenue","lo_supplycost"
1993,"CANADA",31209,1564354,68412
1993,"UNITED STATES",187286,6591744,82396
1992,"ARGENTINA",153745,863395,107924
1992,"ARGENTINA",186038,4451158,67441
1992,"BRAZIL",162439,4514800,90085
1992,"PERU",111556,7759372,94053
1992,"CANADA",13016,3511657,55740
1993,"ARGENTINA",52247,4425195,71954
1992,"BRAZIL",123364,5166528,83241
1993,"UNITED STATES",169040,988154,66542
1992,"CANADA",58611,7534128,94176
1992,"BRAZIL",62593,1446698,93335
1992,"CANADA",13539,996435,87151
1992,"PERU",2431,620044,80005
1993,"PERU",89986,4939950,118558
1992,"UNITED STATES",153200,952432,75192
1993,"ARGENTINA",21901,6340046,109374
1993,"UNITED STATES",89297,5680256,77177
1993,"PERU",110792,5137951,108167
1993,"CANADA",154846,180579,114050
1992,"CANADA",88309,3860764,77838
1993,"CANADA",26125,2678253,63067
1992,"BRAZIL",181461,2319859,92547
1992,"UNITED STATES",40482,4142261,85348
1992,"ARGENTINA",87665,1099018,99159
1993,"UNITED STATES",99229,346358,73693
1992,"ARGENTINA",117933,7948088,117055
1992,"PERU",19210,3963527,67752
1992,"BRAZIL",190854,7020908,116691
1993,"UNITED STATES",137506,3593268,92610
1993,"UNITED STATES",9373,2010756,76942
1993,"CANADA",76075,3994066,63064
1993,"BRAZIL",182675,7514039,105460
1992,"BRAZIL",157606,3066014,99816
1993,"BRAZIL",181624,6805423,102337
1993,"UNITED STATES",143092,2788916,68105
1993,"BRAZIL",3023,2002055,55561
1992,"UNITED STATES",123834,4046353,111469
1993,"CANADA",131017,622517,62880
1993,"CANADA",184774,2295580,111526
1992,"CANADA",158668,7628383,103599
1992,"PERU",88176,2490159,69850
1992,"PERU",84039,828654,61381
1992,"ARGENTINA",125314,3778193,80358
1993,"UNITED STATES",191676,7562092,106060
1993,"UNITED STATES",183534,2943904,97051
1992,"CANADA",178573,5017469,99094
1993,"PERU",186383,528976,88162
1993,"UNITED STATES",111849,6122163,111650
1993,"ARGENTINA",33095,2705932,61685
1992,"CANADA",75248,4764519,73394
1992,"BRAZIL",157165,5686710,73329
1992,"BRAZIL",87336,251432,79399
1993,"UNITED STATES",26835,5391199,105709
1992,"PERU",35704,160690,98382
1993,"BRAZIL",54366,3842247,79221
1992,"CANADA",66498,3303889,87869
1992,"PERU",19415,5604522,80064
1992,"CANADA",84003,4499733,59220
1993,"ARGENTINA",187969,1396675,123417
1993,"ARGENTINA",131434,5486569,87925
1992,"BRAZIL",669,3418719,94179
1993,"ARGENTINA",57882,5887616,110392
1993,"BRAZIL",181287,4549531,82096
1993,"PERU",136259,233145,77715
1993,"CANADA",66364,638572,79821
1993,"BRAZIL",171215,4904318,77172
1993,"ARGENTINA",69557,3750733,91593
1992,"ARGENTINA",120366,2581402,83181
1993,"BRAZIL",82087,3479855,64144
1992,"UNITED STATES",28578,283235,90394
1993,"CANADA",172535,6290264,96451
1992,"CANADA",199522,1556659,97291
1992,"UNITED STATES",54102,3516813,63366
1992,"UNITED STATES",186984,745552,124258
1992,"ARGENTINA",148994,3072656,122579
1992,"PERU",134108,1455035,68526
1993,"BRAZIL",16809,4141920,103548
1992,"PERU",115446,5892526,87686
1992,"BRAZIL",84082,1904018,63964
1992,"ARGENTINA",157265,2202885,79335
1992,"BRAZIL",142873,6169101,114952
1993,"BRAZIL",60722,5108737,100963
1993,"ARGENTINA",181176,6285850,75430
1992,"UNITED STATES",95170,3882346,69910
1993,"CANADA",13247,3069995,69614
1993,"PERU",28162,2256631,65409
1992,"CANADA",155042,532064,65822
1993,"ARGENTINA",93752,2670997,104745
1993,"BRAZIL",22225,4244714,68833
1993,"UNITED STATES",119318,3707023,80238
1993,"PERU",171553,4886646,97473
1993,"BRAZIL",170764,6229010,110085
1993,"UNITED STATES",192597,6420442,101375
1993,"BRAZIL",82354,935445,80181
1993,"PERU",46839,5371776,107149
1993,"ARGENTINA",6143,4673918,62948
1993,"UNITED STATES",10169,4970610,64749
1993,"CANADA",142272,3091163,78856
1993,"ARGENTINA",171440,2841507,90686
1992,"ARGENTINA",109784,7558988,107626
1993,"UNITED STATES",168541,7098071,96572
1993,"UNITED STATES",60885,347025,110752
1992,"CANADA",11625,6131113,92197
1992,"ARGENTINA",78759,5717197,104265
1993,"UNITED STATES",112647,152686,99578
1993,"CANADA",42269,5692922,72675
1993,"UNITED STATES",1778,7029837,100786
1992,"UNITED STATES",36627,2321975,93817
1993,"BRAZIL",162707,176970,106182
1992,"PERU",26381,5837451,78442
1993,"BRAZIL",190762,1393275,111165
1993,"CANADA",14947,6535409,111716
1993,"BRAZIL",165309,6527925,82458
1993,"UNITED STATES",45058,2792491,60183
1992,"BRAZIL",8369,4552511,76641
1992,"BRAZIL",9765,8206324,100485
1993,"BRAZIL",98527,1922155,91531
1993,"CANADA",157784,8396675,110506
1993,"CANADA",174921,8724166,119755
1992,"BRAZIL",35656,2664422,95499
1992,"BRAZIL",135736,2740866,106303
1992,"BRAZIL",12573,3669357,89134
1992,"ARGENTINA",83707,1538537,101442
1992,"BRAZIL",53195,4388382,68891
1992,"ARGENTINA",167998,4049340,123959
1992,"CANADA",3070,3529324,58384
1992,"CANADA",131941,8878230,118376
1992,"UNITED STATES",147078,771798,67504
1992,"UNITED STATES",62229,1994102,71473
1993,"PERU",194440,4709196,92066
1993,"ARGENTINA",7947,3453898,111296
1992,"UNITED STATES",46660,3272766,96399
1992,"CANADA",72149,201805,67268
1993,"PERU",67415,136858,82944
1993,"BRAZIL",196521,3396792,97051
1993,"PERU",116888,3257344,114292
1993,"BRAZIL",102392,4328186,83663
1993,"BRAZIL",158882,7037630,116452
1993,"PERU",177861,1551088,116331
1992,"CANADA",122603,2366873,97536
1993,"UNITED STATES",77707,7918090,101082
1993,"CANADA",30915,6266864,110754
1992,"ARGENTINA",197367,4204177,87861
1993,"PERU",3644,3345997,92858
1993,"BRAZIL",123733,3748861,105403
1993,"UNITED STATES",54039,548152,59581
1992,"ARGENTINA",191648,2216301,104378
1992,"CANADA",150414,4076917,87864
1992,"CANADA",197266,4817760,81795
1992,"BRAZIL",542,4659404,86552
1992,"PERU",92848,5154352,110450
1992,"BRAZIL",86644,1898064,97838
1993,"CANADA",44219,3533831,69792
1993,"BRAZIL",186365,2155269,87081
1992,"CANADA",107597,2246426,96275
1993,"PERU",29748,4026576,100664
1992,"UNITED STATES",168715,5297618,107022
1992,"UNITED STATES",55647,6779167,96158
1992,"UNITED STATES",55285,3160233,74416
1992,"CANADA",192048,4357232,68402
1992,"PERU",169756,1314540,109545
1993,"CANADA",130516,5722087,92790
1993,"BRAZIL",176307,1643360,82998
1993,"UNITED STATES",120981,8043955,120118
1992,"BRAZIL",118525,4321856,92611
1993,"BRAZIL",123709,4851560,103962
1992,"PERU",162672,6130323,104080
1992,"CANADA",79308,3791098,77238
1992,"ARGENTINA",59683,5366635,98560
1992,"ARGENTINA",96084,4118345,64804
1992,"PERU",14021,1446475,56101
1992,"ARGENTINA",112727,4175328,104383
1992,"PERU",131426,1877156,87445
1993,"CANADA",174821,1981131,113749
1993,"ARGENTINA",101666,3605480,100059
1992,"PERU",96551,6963975,92853
1992,"ARGENTINA",75905,1399389,112854
1992,"CANADA",34596,2112214,91835
1992,"PERU",116840,2228208,111410
1992,"ARGENTINA",120248,5072960,76094
1992,"CANADA",7568,929602,88533
1993,"CANADA",83049,3513064,61922
1993,"PERU",138121,2070188,69547
1993,"CANADA",93147,4925404,68408
1993,"PERU",34607,5891995,92496
1993,"CANADA",14643,3118395,93458
1992,"ARGENTINA",23589,5445288,90754
1993,"UNITED STATES",58498,1339970,87389
1992,"UNITED STATES",80470,3733509,87028
1992,"PERU",3932,6589152,110155
1993,"ARGENTINA",30558,4519237,89313
1993,"UNITED STATES",10649,7798200,93578
1993,"CANADA",173900,2084438,118434
1993,"PERU",120909,6496043,115794
1993,"PERU",92369,3947944,81681
1993,"CANADA",133225,5231678,75493
1993,"ARGENTINA",106524,5099692,91831
1993,"UNITED STATES",3483,637780,83188
1993,"PERU",88536,6358814,91471
1993,"CANADA",29123,2367270,63127
1993,"CANADA",141399,3629782,86423
1992,"ARGENTINA",140311,1204017,81078
1993,"CANADA",157718,4350489,106542
1992,"ARGENTINA",187180,2998147,76030
1992,"UNITED STATES",16907,6711952,109434
1992,"PERU",144070,4538721,66844
1993,"UNITED STATES",23391,1445829,78863
1993,"ARGENTINA",118794,8973310,108767
1993,"ARGENTINA",24438,1718024,81745
1993,"BRAZIL",120620,4501861,98437
1993,"ARGENTINA",173873,3761352,116812
1992,"CANADA",38603,7553840,92496
1992,"ARGENTINA",137330,6497552,82039
1992,"CANADA",178459,1789591,92247
1992,"CANADA",131425,1937038,87385
1993,"UNITED STATES",43285,5085079,73696
1993,"ARGENTINA",111497,2006291,90509
1992,"PERU",79114,1869218,65586
1992,"ARGENTINA",111564,4835393,94533
1992,"UNITED STATES",115921,6345349,116215
1992,"CANADA",113718,4412397,103902
1992,"UNITED STATES",46391,615199,80243
1993,"BRAZIL",28053,2825424,58863
1992,"PERU",2814,5407951,103008
1992,"ARGENTINA",72760,3735830,103965
1993,"PERU",91082,2289952,64384
1993,"ARGENTINA",5672,7809466,94660
1992,"BRAZIL",32861,6172672,107631
1993,"UNITED STATES",41472,2544246,84808
1992,"UNITED STATES",20693,5102487,96821
1992,"BRAZIL",183616,6954804,101976
1992,"CANADA",27285,1939648,72736
1993,"PERU",128536,2562700,93871
1993,"ARGENTINA",102555,2336325,93453
1992,"BRAZIL",131694,2271008,103541
1993,"BRAZIL",69868,1538288,110271
1992,"BRAZIL",195339,3785196,86059
1993,"CANADA",42821,7159345,105829
1992,"ARGENTINA",28465,4715468,83607
1993,"PERU",62031,849040,59581
1992,"PERU",83491,2217632,88469
1992,"BRAZIL",159410,6906227,88164
1992,"PERU",28944,8896465,112376
1992,"CANADA",32565,4317465,89853
1992,"PERU",107490,5974985,89849
1992,"CANADA",41275,5838096,72976
1992,"BRAZIL",56697,7130711,99221
1993,"UNITED STATES",116721,5009846,104263
1992,"PERU",26644,149210,94238
1992,"ARGENTINA",162199,874004,75671
1993,"CANADA",78926,1662995,114295
1992,"UNITED STATES",108043,4841090,63062
1992,"UNITED STATES",164965,6296935,121797
1993,"UNITED STATES",99389,4898204,83302
1993,"UNITED STATES",37864,5410985,108111
1993,"ARGENTINA",146314,2377821,81618
1992,"ARGENTINA",108811,2140096,109188
1992,"UNITED STATES",193436,4992059,91765
1992,"CANADA",62361,5519734,79401
1993,"PERU",175135,3702997,72607
1993,"CANADA",58772,3271155,103846
1993,"ARGENTINA",76596,3050824,94355
1992,"ARGENTINA",51258,2176650,72555
1992,"BRAZIL",91441,1173168,85946
1992,"CANADA",132041,203877,64382
1992,"PERU",36184,851336,67210
1993,"PERU",138298,2886386,80177
1993,"UNITED STATES",23687,927751,96640
1993,"BRAZIL",5587,5492694,89554
1993,"CANADA",188578,2789838,99994
1993,"CANADA",9881,7564677,107452
1993,"ARGENTINA",199469,5364133,94107
1993,"BRAZIL",88585,6410764,94414
1993,"ARGENTINA",82214,3827872,71772
1992,"PERU",173589,2843011,99754
1992,"CANADA",31019,893009,57000
1992,"PERU",136185,488472,73270
1992,"CANADA",149222,3986545,76273
1992,"BRAZIL",165937,6673762,120175
1992,"PERU",97814,8167639,108708
1992,"ARGENTINA",156591,7750263,98855
1993,"ARGENTINA",51825,5948793,106609
1992,"UNITED STATES",80215,1739030,71712
1992,"ARGENTINA",122992,1595872,120899
1993,"CANADA",134909,9136330,116634
1993,"BRAZIL",48631,1650713,94777
1993,"BRAZIL",90323,3020636,78799
1992,"UNITED STATES",58758,2039499,103005
1992,"PERU",25260,2896775,71115
1992,"PERU",110231,707501,74473
1992,"UNITED STATES",89598,6915542,95255
1992,"UNITED STATES",2344,1914378,74780
1992,"CANADA",96797,7835274,107627
1993,"CANADA",9120,3194388,61747
1993,"PERU",40715,5447285,99342
1993,"UNITED STATES",94311,2331283,78318
1993,"CANADA",182679,1014721,105700
1993,"CANADA",81721,4551370,102163
1993,"UNITED STATES",46209,2522956,69312
1993,"CANADA",114413,1554449,85644
1993,"UNITED STATES",83922,2773113,114355
1993,"ARGENTINA",86169,3040381,69309
1993,"UNITED STATES",16781,6281786,101866
1992,"PERU",117046,3542049,63782
1993,"PERU",6634,4991641,92437
1992,"CANADA",18661,6255453,94779
1992,"PERU",54707,3477938,99702
1992,"PERU",50339,4770521,77359
1993,"BRAZIL",169707,2842720,106602
1992,"ARGENTINA",134773,5423310,108466
1992,"UNITED STATES",106127,1752936,67987
1992,"CANADA",140548,1982497,95312
1992,"PERU",114106,3992036,67206
1992,"CANADA",148670,5723171,103120
1992,"UNITED STATES",31605,4917120,92196
1992,"BRAZIL",110831,8387693,110509
1993,"UNITED STATES",21302,459960,73398
1993,"UNITED STATES",139637,7886867,100597
1992,"ARGENTINA",88876,1266246,111892
1992,"PERU",190452,6814544,92547
1992,"ARGENTINA",150041,2871617,65462
1993,"UNITED STATES",194695,7795889,107381
1993,"ARGENTINA",68793,4052117,105707
1993,"CANADA",92133,4950572,67507
1993,"UNITED STATES",140461,3490894,90087
1993,"ARGENTINA",111743,3821823,105284
1992,"CANADA",59419,2836767,82704
1992,"CANADA",196946,1920363,122576
1992,"UNITED STATES",68155,5120440,67389
1992,"UNITED STATES",95223,4465994,73093
1993,"BRAZIL",25327,3261041,75139
1993,"PERU",40257,4622582,71835
1992,"UNITED STATES",146164,4138747,72609
1992,"PERU",66585,428236,93094
1992,"ARGENTINA",83437,3102219,85225
1992,"BRAZIL",79899,4445453,112733
1993,"PERU",115640,2589420,99338
1993,"ARGENTINA",152543,625451,95732
1993,"BRAZIL",186474,7115743,93628
1992,"BRAZIL",55371,5610545,79582
1993,"ARGENTINA",73775,4651728,104926
1992,"BRAZIL",130183,3649245,72790
1993,"ARGENTINA",112186,1394681,71890
1993,"UNITED STATES",4687,3466679,95500
1993,"ARGENTINA",43199,1119346,68531
1992,"UNITED STATES",192790,5663432,112967
1992,"PERU",182137,548608,73147
1992,"PERU",167586,3912370,99214
1992,"BRAZIL",81314,248699,77718
1993,"ARGENTINA",198366,2398621,87861
1993,"BRAZIL",191590,3909696,100895
1992,"PERU",4063,3766698,58023
1993,"PERU",26562,3684186,89313
1993,"UNITED STATES",83690,769897,100421
1992,"PERU",150530,3053583,94831
1992,"ARGENTINA",137090,1970153,67625
1992,"ARGENTINA",156418,2146740,88464
1992,"PERU",114872,5434185,113212
1993,"ARGENTINA",158899,8281874,117473
1992,"ARGENTINA",161546,6875448,96452
1993,"BRAZIL",174141,3390240,72908
1992,"UNITED STATES",159484,5556528,92608
1992,"PERU",50787,7038009,104266
1992,"CANADA",149071,1008063,67204
1992,"PERU",36082,733017,61084
1992,"CANADA",29467,279292,83787
1992,"BRAZIL",128088,2437518,66964
1992,"PERU",76643,6413774,97178
1992,"ARGENTINA",21472,2867761,83608
1993,"CANADA",163294,5802414,81437
1993,"BRAZIL",8854,4712098,105771
1993,"UNITED STATES",41579,5162335,91234
1992,"UNITED STATES",40331,4531020,76279
1992,"CANADA",31903,6449673,110094
1993,"ARGENTINA",179630,2653345,102577
1993,"BRAZIL",188699,6317696,107261
1993,"ARGENTINA",37540,1994679,88652
1992,"UNITED STATES",142816,345738,111528
1993,"UNITED STATES",166103,3175275,70146
1993,"BRAZIL",78528,2259780,90391
1993,"BRAZIL",192601,6828595,101616
1992,"ARGENTINA",124594,5020866,97115
1992,"UNITED STATES",95074,4810815,64144
1993,"PERU",123561,5539621,95073
1992,"PERU",120989,4630993,120598
1993,"UNITED STATES",40729,1487720,100183
1992,"UNITED STATES",29322,3924139,75079
1992,"CANADA",10307,3286710,73038
1993,"ARGENTINA",122683,465650,102340
1993,"BRAZIL",117057,1739961,64443
1993,"UNITED STATES",53646,6230597,95978
1992,"UNITED STATES",118826,6641352,110689
1992,"UNITED STATES",106826,8352160,109969
1992,"UNITED STATES",149944,9188075,119636
1992,"ARGENTINA",75522,5121518,89851
1993,"UNITED STATES",39756,6715170,101745
1993,"CANADA",178726,7886626,108283
1993,"PERU",171629,3249884,102037
1993,"PERU",7530,2277047,86251
1992,"PERU",115720,7423674,104143
1993,"ARGENTINA",174762,6612336,110205
1993,"CANADA",20887,2981194,108472
1992,"BRAZIL",74919,2727230,113634
1993,"PERU",93496,1260108,89369
1993,"BRAZIL",169520,4194743,95371
1992,"BRAZIL",121920,3767324,116515
1992,"CANADA",160434,5418803,89665
1992,"UNITED STATES",12271,3313156,70996
1992,"ARGENTINA",35278,353061,72796
1992,"PERU",125791,1259035,109007
1992,"CANADA",99880,5263664,112792
1992,"PERU",130598,3745757,97715
1992,"CANADA",157239,3759067,77773
1993,"BRAZIL",160148,1159814,72488
1992,"UNITED STATES",74422,2639233,83785
1993,"BRAZIL",74406,3428913,82824
1992,"PERU",46433,5316323,82765
1993,"CANADA",45466,2710003,84687
1993,"CANADA",101947,7066856,116936
1993,"UNITED STATES",75273,4269083,74896
1992,"BRAZIL",165918,8570491,119034
1992,"ARGENTINA",183526,309027,96571
1992,"ARGENTINA",62047,1384402,60542
1992,"ARGENTINA",19875,7409223,107692
1992,"PERU",106817,2101029,109428
1992,"BRAZIL",49350,1039480,77961
1993,"UNITED STATES",32257,3895983,71355
1993,"CANADA",129118,3413799,68826
1993,"PERU",87856,6711614,110631
1993,"PERU",186237,1786360,79393
1993,"PERU",101878,4323701,112792
1993,"PERU",55507,4114012,87750
1993,"BRAZIL",130299,3535911,79757
1992,"ARGENTINA",5842,2373566,104870
1993,"UNITED STATES",152486,5464680,92308
1992,"UNITED STATES",72602,2267424,94476
1993,"BRAZIL",115862,1746409,112671
1992,"PERU",181639,474893,103237
1993,"ARGENTINA",11130,3560664,62467
1992,"PERU",22595,5108207,91055
1993,"UNITED STATES",71641,919204,96758
1993,"BRAZIL",73819,2936622,107568
1993,"ARGENTINA",37798,4763007,104147
1992,"CANADA",140,1685026,62408
1993,"ARGENTINA",2611,3342050,90816
1992,"CANADA",180866,9444217,116811
1992,"PERU",14747,2692018,99704
1993,"UNITED STATES",113097,606109,66605
1993,"ARGENTINA",15177,4613326,65530
1992,"BRAZIL",110937,3856901,116875
1992,"UNITED STATES",183847,1100578,115850
1993,"PERU",106044,3014664,63002
1992,"UNITED STATES",60479,1874189,86368
1993,"UNITED STATES",1374,573916,76522
1993,"CANADA",192672,160584,105880
1993,"ARGENTINA",116871,3435923,113272
1993,"BRAZIL",158212,628753,76212
1992,"ARGENTINA",137097,2268180,68045
1992,"ARGENTINA",91595,5459456,95195
1992,"ARGENTINA",146150,4019064,71769
1992,"CANADA",105674,4738349,100780
1993,"ARGENTINA",115495,1786909,90629
1993,"UNITED STATES",36301,230137,74238
1993,"PERU",4491,1967640,83729
1993,"CANADA",46738,7505472,101083
1993,"UNITED STATES",46499,722745,86729
1992,"UNITED STATES",63093,2756394,63365
1992,"PERU",24897,1984038,109313
1993,"PERU",6126,102179,61927
1993,"PERU",4069,885484,58383
1993,"CANADA",57968,369784,115557
1993,"CANADA",58177,2724408,68110
1993,"UNITED STATES",45597,1160027,92555
1993,"UNITED STATES",156854,1054789,114651
1993,"BRAZIL",77714,3149964,101502
1992,"CANADA",162137,2291537,71947
1992,"PERU",95108,2334159,66186
1993,"ARGENTINA",159551,1465600,96633
1992,"BRAZIL",120001,4357628,61260
1992,"PERU",56201,448993,69432
1993,"CANADA",46009,3426540,57300
1992,"PERU",183193,4391369,76571
1992,"CANADA",19795,3868566,102887
1993,"BRAZIL",64731,2658904,101743
1993,"BRAZIL",128196,2846241,73451
1992,"PERU",113698,4505168,102701
1993,"UNITED STATES",199009,438768,66480
1992,"CANADA",64384,2696760,80902
1992,"ARGENTINA",35428,256322,81805
1992,"ARGENTINA",38019,2084367,57420
1992,"ARGENTINA",175411,6621956,89184
1992,"UNITED STATES",131374,1188943,84322
1993,"PERU",8292,5070024,72017
1992,"BRAZIL",152709,669446,105702
1993,"ARGENTINA",9866,852412,106551
1992,"UNITED STATES",126351,1665216,82641
1993,"BRAZIL",114779,4218947,107626
1992,"ARGENTINA",131436,2588546,88045
1992,"UNITED STATES",169834,180863,114229
1992,"ARGENTINA",165354,5058563,85161
1993,"BRAZIL",147061,1864864,66483
1993,"CANADA",48246,2030208,71654
1993,"UNITED STATES",183448,5435080,91886
1992,"BRAZIL",38075,838821,60784
1992,"UNITED STATES",125620,6496907,98737
1992,"PERU",135620,7301284,99337
1992,"UNITED STATES",156677,8408299,104020
1992,"PERU",73440,4571064,84806
1993,"CANADA",74818,7336178,107568
1993,"CANADA",51722,5412810,100423
1993,"BRAZIL",84220,2410848,72253
1993,"ARGENTINA",69178,2781887,68830
1992,"ARGENTINA",151642,6935455,101618
1992,"PERU",181013,1039309,65640
1992,"PERU",59866,8141509,109551
1992,"ARGENTINA",33811,6365066,104688
1992,"CANADA",50975,7106829,115558
1992,"PERU",117336,3518658,81199
1992,"PERU",122707,6178488,103782
1992,"PERU",149367,4461534,84981
1992,"CANADA",192407,5457816,89964
1992,"BRAZIL",182406,989786,89304
1992,"UNITED STATES",133126,5282109,69547
1993,"UNITED STATES",112918,6082366,115854
1993,"PERU",115605,481318,97236
1993,"CANADA",86458,6936248,86667
1992,"UNITED STATES",110376,3465925,83182
1993,"PERU",197546,2185908,98612
1993,"UNITED STATES",153205,1619303,75492
1993,"BRAZIL",31254,2265012,71115
1993,"CANADA",77769,2248080,104805
1993,"PERU",155167,4790867,73329
1992,"BRAZIL",22988,561828,114658
1992,"CANADA",88182,3409904,70210
1993,"PERU",88412,403318,84024
1992,"BRAZIL",133020,421208,63181
1993,"UNITED STATES",7039,367059,56761
1992,"BRAZIL",63753,5218920,103005
1992,"UNITED STATES",162354,2549430,84981
1993,"UNITED STATES",196465,4022320,93687
1993,"ARGENTINA",62029,3369468,59461
1993,"PERU",2463,267630,81927
1993,"BRAZIL",197306,3473167,84198
1993,"CANADA",79019,4347331,59880
1993,"BRAZIL",20839,2402167,105589
1993,"UNITED STATES",131540,4384596,94292
1993,"PERU",72167,2754488,68349
1993,"BRAZIL",98304,4162150,78138
1993,"CANADA",95243,1882124,74294
1993,"PERU",137155,5266918,71529
1993,"ARGENTINA",147545,2344218,95552
1993,"BRAZIL",178975,3590339,123238
