"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1628,19970811,35006,3939026,56460
"BRAZIL",1628,19970811,155699,5004375,105281
"PERU",1628,19970811,16535,6677038,87091
"UNITED STATES",1628,19970811,92417,4849779,84564
"ARGENTINA",17333,19980419,73122,4100129,65707
"UNITED STATES",8632,19930731,50269,2414134,73155
"BRAZIL",6070,19940519,76361,4921484,80241
"BRAZIL",1426,19970725,190531,6833127,97291
"PERU",1426,19970725,51740,6963201,101504
"BRAZIL",22055,19920811,87540,1278550,91652
"PERU",23539,19920916,196964,4983401,123657
"ARGENTINA",23539,19920916,164051,5463745,66903
"CANADA",23539,19920916,195074,1914936,70144
"UNITED STATES",23539,19920916,125655,5505809,100839
"PERU",12902,19940713,81550,4508883,91893
"UNITED STATES",22171,19971221,196757,3698231,111225
"ARGENTINA",22171,19971221,156037,4372120,65581
"ARGENTINA",22171,19971221,98086,2419666,65044
"CANADA",11782,19961021,173380,1162704,87202
"BRAZIL",18010,19920726,98876,6374558,112492
"ARGENTINA",29251,19920322,183411,896646,89664
"BRAZIL",29251,19920322,182443,4882933,91526
"CANADA",5090,19960309,36814,7651039,105048
"CANADA",27532,19951028,167864,7905171,115911
"UNITED STATES",9439,19920609,82367,2849848,80961
"ARGENTINA",9439,19920609,142723,2097675,105943
"UNITED STATES",10234,19980706,41354,4352376,77721
"CANADA",23053,19960605,44355,5618389,77961
"BRAZIL",23053,19960605,176374,4316301,87022
"ARGENTINA",10309,19960106,86211,4633202,71832
"CANADA",4612,19950529,30634,3680009,93877
"ARGENTINA",15890,19940914,105765,494042,106245
"BRAZIL",27427,19940125,147813,174916,111648
"ARGENTINA",27427,19940125,173993,6821067,124019
"CANADA",24133,19940204,133723,347830,105403
"UNITED STATES",24133,19940204,71823,674852,107689
"PERU",29768,19970820,6587,6586687,89614
"ARGENTINA",14423,19970612,91637,2964106,97717
"ARGENTINA",14423,19970612,131940,6312179,118316
"CANADA",14423,19970612,5579,3888088,89074
"PERU",24418,19930731,10413,3896119,79404
"ARGENTINA",29314,19980611,148559,3549470,96453
"UNITED STATES",28942,19920318,19407,5968800,79584
"BRAZIL",4636,19980320,147918,1867614,117954
"BRAZIL",6655,19970129,163410,6126438,88404
"PERU",8362,19980503,21357,859051,76701
"ARGENTINA",27637,19980629,2128,1751204,61807
"BRAZIL",27637,19980629,155213,230814,76092
"PERU",4634,19930521,94484,3512868,88708
"PERU",20677,19971130,165861,6485810,115611
"PERU",20677,19971130,22224,5215301,68773
"UNITED STATES",4733,19970605,70476,3228521,86788
"CANADA",24202,19940611,176160,1446307,74169
"ARGENTINA",24202,19940611,106896,6652503,114173
"BRAZIL",14341,19971228,54292,1994064,74777
"PERU",14341,19971228,72183,106276,69310
"BRAZIL",28744,19940605,68183,1367601,69070
"UNITED STATES",10958,19960625,136806,5086128,110568
"BRAZIL",25576,19950902,148869,2088549,115071
"CANADA",25576,19950902,36348,3698899,77060
"CANADA",25576,19950902,89701,6461855,101442
"UNITED STATES",2449,19931225,179273,3559174,81136
"CANADA",19882,19931206,152089,4206020,68464
"UNITED STATES",19882,19931206,157764,4918752,109305
"PERU",29749,19920916,114700,6790212,102882
"UNITED STATES",29749,19920916,123603,7726350,97596
"ARGENTINA",274,19920820,21425,2638983,80785
"BRAZIL",274,19920820,89304,1597225,77598
"UNITED STATES",29269,19950216,137837,1535485,112489
"CANADA",18496,19920228,91117,4374818,66486
"CANADA",18496,19920228,191274,4620073,81916
"ARGENTINA",27538,19930312,34558,280599,89553
"ARGENTINA",7127,19980112,186309,6164435,83718
"UNITED STATES",7127,19980112,56894,869918,111053
"ARGENTINA",20389,19970509,175123,2348315,71887
"UNITED STATES",20389,19970509,82132,2646058,66847
"ARGENTINA",20389,19970509,180520,640208,96031
"CANADA",22541,19970319,123318,1726265,80478
"UNITED STATES",6578,19930924,152727,6663271,106783
"CANADA",19732,19930209,184477,3049550,93688
"CANADA",29227,19930921,59454,6443918,84807
"PERU",14864,19951220,81826,1789741,108469
"CANADA",3007,19920906,6900,2683246,108414
"CANADA",3007,19920906,199587,4654960,101194
"UNITED STATES",15574,19970704,164925,7259228,119395
"BRAZIL",15574,19970704,187378,5861480,87922
"PERU",23683,19930722,2764,7095397,100005
"PERU",2809,19921217,27085,2141561,60724
"CANADA",20783,19930828,86275,3793900,75676
"BRAZIL",25402,19971225,144440,3233110,89066
"UNITED STATES",25402,19971225,177468,890184,92727
"BRAZIL",26431,19980719,15084,3756540,59944
"BRAZIL",27745,19960812,174728,5047616,108163
"UNITED STATES",27745,19960812,72061,5061994,61983
"ARGENTINA",11383,19950115,168788,8734293,111406
"ARGENTINA",11383,19950115,76224,2948940,72013
"UNITED STATES",17119,19960820,31436,3448658,82045
"UNITED STATES",20797,19950426,44862,7950184,108411
"BRAZIL",20797,19950426,195296,5398205,83477
"PERU",22519,19951013,95076,4083989,64264
"BRAZIL",18833,19930202,25074,3696559,59944
"CANADA",18833,19930202,195963,3255215,123537
"BRAZIL",16291,19970829,126930,4931463,117415
"PERU",19744,19961105,53314,2111338,76038
"UNITED STATES",1658,19961103,78088,4119333,63964
"CANADA",17614,19950709,21516,1046507,86250
"UNITED STATES",12809,19930219,107012,2490460,61140
"UNITED STATES",20722,19940618,152387,1282487,86362
"PERU",5380,19970615,115865,6297119,112851
"CANADA",1225,19970904,43691,3496601,98081
"ARGENTINA",1225,19970904,112621,6011721,98017
"ARGENTINA",15437,19970214,188524,4998812,96751
"CANADA",24697,19970718,40923,6445435,111835
"BRAZIL",24641,19940831,96358,128663,81261
"PERU",13456,19951118,198387,4049145,89122
"UNITED STATES",3706,19940903,114595,7330072,96575
"PERU",17182,19921012,162990,2701734,123179
"ARGENTINA",12017,19970716,146307,669883,81198
"CANADA",11572,19950301,143971,3637020,120898
"BRAZIL",2374,19930403,184587,6913654,100294
"UNITED STATES",12685,19970506,137975,4815024,120778
"PERU",17803,19960420,127656,5151969,101019
"BRAZIL",163,19950805,190515,3581892,96330
"ARGENTINA",7696,19920913,121869,3377075,113451
"ARGENTINA",24464,19950707,114241,799587,75314
"ARGENTINA",24464,19950707,46164,313065,66609
"BRAZIL",27358,19970210,97656,4514464,99219
"PERU",9070,19960404,194626,2035493,103237
"ARGENTINA",8761,19940302,165410,1770492,88524
"CANADA",8761,19940302,163967,9651121,121857
"PERU",29866,19941220,97119,857172,66966
"PERU",10922,19961111,35407,3624480,80544
"BRAZIL",25552,19960819,76394,542674,82223
"PERU",16627,19971211,106709,7978005,102942
"UNITED STATES",20194,19960610,45729,669888,100483
"BRAZIL",20194,19960610,99802,7769361,108108
"CANADA",6488,19920131,198035,4952474,67981
"ARGENTINA",11912,19961227,163214,5460072,76632
"UNITED STATES",13951,19931214,111246,2073188,75434
"ARGENTINA",21964,19940315,3064,3432095,58023
"BRAZIL",18434,19941114,82573,3266697,93334
"ARGENTINA",18434,19941114,188363,4229263,87081
"PERU",18434,19941114,6429,5256213,80125
"BRAZIL",7891,19971231,121788,5968654,108586
"PERU",7891,19971231,91783,4259472,106486
"UNITED STATES",25735,19951211,72942,5750564,114896
"UNITED STATES",29434,19930715,41672,6607978,96820
"ARGENTINA",18661,19980423,17425,3280874,80545
"BRAZIL",18064,19941116,124541,145595,93932
"PERU",18064,19941116,158433,3006722,89485
"UNITED STATES",18568,19980414,110931,4287781,116515
"UNITED STATES",16549,19940402,191994,9491254,125159
"CANADA",16549,19940402,132216,3438818,74892
"PERU",16549,19940402,142225,4407391,76033
"ARGENTINA",7492,19980523,44932,6062483,112615
"ARGENTINA",3827,19920126,5001,860700,54360
"UNITED STATES",12170,19970416,11155,1275115,63969
"PERU",12170,19970416,80806,6480723,107208
"UNITED STATES",12170,19970416,123819,4284533,110568
"PERU",20333,19980611,124368,6151446,83541
"UNITED STATES",26524,19980301,147381,5514975,85702
"CANADA",26524,19980301,121855,4966145,112611
"CANADA",9265,19971106,96742,8090357,104324
"UNITED STATES",5374,19970328,66802,686294,106128
"ARGENTINA",5374,19970328,143081,1022912,67444
"PERU",8413,19920203,159506,6762960,93930
"BRAZIL",28936,19980430,168410,6519788,88704
"UNITED STATES",28936,19980430,61610,5945400,94296
"UNITED STATES",17911,19940510,93501,2084827,89670
"CANADA",9769,19980323,127287,358798,78856
"BRAZIL",18382,19931019,83056,3930726,62343
"UNITED STATES",3835,19970908,74213,662463,71232
"ARGENTINA",3835,19970908,90841,7483066,109910
"PERU",3835,19970908,152327,3211056,82759
"BRAZIL",4027,19971228,69021,3783856,59401
"UNITED STATES",2813,19921229,47591,7385232,92315
"CANADA",14789,19970225,159015,299648,64440
"PERU",14789,19970225,97387,2630322,83062
"BRAZIL",14789,19970225,130680,164225,102640
"BRAZIL",23606,19940819,151271,2157944,79336
"PERU",15490,19960328,177858,3093488,116151
"ARGENTINA",29045,19961002,99991,3583782,119459
"UNITED STATES",29045,19961002,144854,2026072,113931
"CANADA",18644,19931028,46567,985327,90813
"PERU",20549,19950506,158462,4619157,91227
"BRAZIL",20549,19950506,59767,1605886,103605
"UNITED STATES",133,19980522,167161,3335682,73689
"CANADA",26263,19980526,14402,958339,78984
"CANADA",26263,19980526,41546,5831156,89252
"UNITED STATES",26263,19980526,189166,2530402,75309
"UNITED STATES",24274,19950408,110683,6627369,101620
"ARGENTINA",484,19940606,22024,1608234,56761
"BRAZIL",484,19940606,63749,2911658,102764
"UNITED STATES",28924,19950913,146624,153697,100237
"ARGENTINA",28924,19950913,146056,608331,66123
"ARGENTINA",28924,19950913,195249,6721200,80654
"PERU",4535,19971122,116845,884374,111710
"PERU",4535,19971122,13839,1530220,105169
"UNITED STATES",3670,19960521,30915,6008437,110754
"UNITED STATES",3014,19931230,13449,1321566,81746
"BRAZIL",13523,19921218,13159,3902626,64329
"ARGENTINA",13523,19921218,137888,8780086,115552
"CANADA",20372,19960910,46070,2496483,60964
"ARGENTINA",22040,19980224,194427,6225650,91285
"PERU",12914,19931125,87008,3875525,59700
"UNITED STATES",12914,19931125,145043,3069360,65282
"PERU",11735,19921227,86653,5086194,98379
"ARGENTINA",6127,19960620,120599,4716246,97175
"CANADA",6127,19960620,94026,692593,61201
"ARGENTINA",11644,19940831,114705,6572693,103182
"BRAZIL",11644,19940831,67939,8009106,114415
"ARGENTINA",10390,19951113,101753,8071850,105285
"ARGENTINA",6481,19961021,153949,1303913,120176
"ARGENTINA",8935,19960810,191282,2768532,82396
"ARGENTINA",20798,19960510,384,3259756,77062
"CANADA",24458,19921001,146397,3490117,86603
"PERU",24458,19921001,13071,3607600,59044
"BRAZIL",25408,19950510,80618,2353153,95916
"PERU",22069,19941206,1777,6496839,100726
"BRAZIL",23626,19931029,127142,3142648,70148
"BRAZIL",29879,19931222,120585,5245429,96334
"ARGENTINA",29968,19921205,4358,1484523,75741
"UNITED STATES",13894,19951225,103363,541078,81981
"ARGENTINA",29596,19920524,154277,1065016,79876
"ARGENTINA",29596,19920524,191749,6120460,110444
"PERU",29596,19920524,123770,5327496,107626
"PERU",19859,19980425,136304,6369105,80418
"UNITED STATES",19859,19980425,109959,5367357,118137
"ARGENTINA",5927,19920224,51152,4540565,66189
"CANADA",8278,19950606,165608,7782240,100416
"CANADA",3824,19951230,14740,2621108,99284
"ARGENTINA",3824,19951230,132885,172609,115072
"PERU",20530,19931110,20685,7553118,96340
"BRAZIL",20530,19931110,46924,3098243,112255
"BRAZIL",29384,19961003,198404,1230465,90144
"UNITED STATES",12257,19960219,171629,7673197,102037
"PERU",18694,19930620,10029,2510000,56341
"PERU",18694,19930620,56335,3883029,77479
"BRAZIL",28510,19930914,61710,3460439,100302
"BRAZIL",23620,19960903,128218,1450588,74772
"UNITED STATES",29888,19971117,137930,763556,118075
"ARGENTINA",29888,19971117,187089,230511,70564
"ARGENTINA",28106,19920831,194264,2151483,81495
"BRAZIL",9076,19960502,129809,6619680,110328
"BRAZIL",9076,19960502,91603,773381,95676
"ARGENTINA",17960,19950203,88309,3902278,77838
"PERU",10276,19950429,75669,4588601,98679
"BRAZIL",26383,19930518,110907,8918235,115074
"CANADA",407,19960312,191495,4975232,95189
"PERU",19948,19931213,198016,4558528,66840
"CANADA",19948,19931213,116284,5224525,78016
"ARGENTINA",26533,19940318,33184,893744,67030
"UNITED STATES",26533,19940318,110009,4035240,61140
"UNITED STATES",28795,19960508,36227,3389623,69793
"PERU",27176,19960410,97104,3052249,66066
"PERU",27176,19960410,89083,1209306,64324
"ARGENTINA",21505,19950813,41863,8753571,108291
"BRAZIL",667,19950918,106999,1155450,120359
"ARGENTINA",667,19950918,123646,7611888,100178
"UNITED STATES",667,19950918,109367,506500,82581
"BRAZIL",7819,19920223,13137,823301,63007
"CANADA",11272,19950813,155539,5883815,95671
"PERU",10559,19980113,177252,3352368,79755
"ARGENTINA",5975,19971124,143127,5558070,70207
"UNITED STATES",5975,19971124,133671,6515248,102280
"BRAZIL",5975,19971124,173883,4219033,117412
"BRAZIL",7036,19940812,39706,6581154,98742
"ARGENTINA",7036,19940812,148290,3597323,80297
"CANADA",15538,19920225,55050,2768912,60303
"PERU",15538,19920225,11828,3173431,104389
"UNITED STATES",3551,19960909,195000,1911870,65700
"ARGENTINA",4594,19940312,115083,2935167,65884
"CANADA",4594,19940312,88958,8223916,116817
"CANADA",27865,19970308,65837,6068325,108169
"PERU",27865,19970308,98474,2713762,88348
"BRAZIL",19261,19950814,120694,3189323,102881
"ARGENTINA",19261,19950814,120413,4532442,86004
"UNITED STATES",23375,19980225,162253,1160050,78915
"PERU",13147,19950307,95605,7529222,96036
"ARGENTINA",13147,19950307,76729,5432718,102343
"CANADA",25444,19951228,135473,1900672,90508
"ARGENTINA",25444,19951228,156497,3767213,93209
"CANADA",4369,19960717,37351,2597313,77301
"ARGENTINA",6994,19960716,57023,1872818,58801
"UNITED STATES",7663,19970307,142903,5248092,116754
"ARGENTINA",28120,19961117,94311,5084182,78318
"UNITED STATES",28120,19961117,62393,1371654,81323
"CANADA",9308,19970912,32636,7002364,94117
"PERU",9308,19970912,167088,3991956,69304
"BRAZIL",6565,19970606,102319,6215442,79278
"PERU",14347,19960604,35760,7566481,101745
"PERU",14347,19960604,138359,2304230,83841
"BRAZIL",10702,19930730,150430,3446441,88825
"CANADA",14257,19971010,26189,1826664,66910
"ARGENTINA",5830,19961023,164714,2049073,106722
"BRAZIL",13441,19950812,44661,7546602,96339
"BRAZIL",1001,19970623,36924,8396471,111655
"ARGENTINA",412,19980323,12497,136720,84569
"CANADA",13726,19960508,4976,5772696,112858
"ARGENTINA",27278,19920307,131741,1375646,106364
"UNITED STATES",11363,19961105,33704,2223996,98262
"BRAZIL",11363,19961105,15221,1447544,68173
"ARGENTINA",7516,19940713,102292,117780,77657
"BRAZIL",7516,19940713,9607,1269394,90996
"ARGENTINA",7516,19940713,63101,3200812,63846
"PERU",7516,19940713,51554,4658171,90333
"ARGENTINA",26594,19941008,72052,1347649,61443
"BRAZIL",14000,19961011,15237,4562830,69133
"BRAZIL",14000,19961011,79704,1666863,101022
"BRAZIL",2651,19950210,141147,4918899,71288
"BRAZIL",17275,19940210,178644,7162737,103358
"BRAZIL",14659,19960622,60267,1961161,73635
"UNITED STATES",14659,19960622,91559,7141833,93033
"PERU",9835,19940706,140595,4918219,98135
"CANADA",11099,19970508,67498,2505987,87929
"BRAZIL",29324,19960629,179225,5945938,78253
"ARGENTINA",15277,19921117,36844,4407579,106850
"PERU",14848,19970708,86393,3389161,82763
"PERU",8032,19940228,64900,7127647,111894
"PERU",17080,19920104,65201,5042648,69972
"CANADA",17080,19920104,51061,4661548,60723
"UNITED STATES",14306,19931117,81727,963718,102523
"CANADA",11465,19920920,100796,6162989,107807
"ARGENTINA",11465,19920920,123246,1634781,76154
"BRAZIL",21172,19960209,66623,1301898,95377
"CANADA",11644,19941007,83054,2706700,62223
"UNITED STATES",11644,19941007,81341,5024892,79340
"ARGENTINA",16517,19940811,195145,1692791,74408
"BRAZIL",6623,19980222,37361,5920521,77901
"CANADA",6623,19980222,187689,1915261,106600
"CANADA",9272,19960103,15155,481567,64209
"PERU",9272,19960103,95126,1668226,67267
"CANADA",7633,19970920,93182,4103728,70510
"ARGENTINA",23165,19921102,99931,6217594,115855
"PERU",3931,19951005,180754,7397712,110085
"UNITED STATES",5750,19970313,173992,1747827,123959
"ARGENTINA",6845,19940427,189281,2055420,82216
"PERU",6845,19940427,30512,1207380,86550
"ARGENTINA",15062,19920817,50833,8476760,107029
"PERU",26794,19920826,167092,5175336,69545
"ARGENTINA",26794,19920826,22732,2680662,99283
"CANADA",18358,19980417,57572,2300473,91774
"PERU",9346,19950824,14976,8424271,113458
"PERU",29284,19940319,191527,2709402,97111
"ARGENTINA",11678,19960113,182006,1414400,65280
"CANADA",11678,19960113,172062,3091447,68043
"PERU",11678,19960113,39922,5950696,111715
"CANADA",11678,19960113,153203,3642980,75372
"PERU",11678,19960113,79791,5666528,106247
"BRAZIL",25106,19970626,65441,3797388,84386
"CANADA",22663,19940403,5000,532140,54300
"BRAZIL",22342,19940202,67345,5851724,78740
"PERU",6404,19960419,55806,5672996,105708
"CANADA",11476,19961127,90106,2314963,65766
"PERU",27623,19951031,166083,2482012,68944
"BRAZIL",28762,19970607,3930,1687215,110035
"PERU",28762,19970607,40410,3889180,81024
"ARGENTINA",6248,19970708,87146,879316,67988
"BRAZIL",7031,19920331,90862,7841303,111171
"ARGENTINA",7031,19920331,83220,3356983,72193
"PERU",24655,19930201,31986,4887013,115078
"UNITED STATES",13612,19920309,113400,2891816,84804
"CANADA",13612,19920309,105769,8000618,106485
"ARGENTINA",25144,19960813,134730,3977701,105883
"PERU",8209,19920612,48388,388886,80182
"UNITED STATES",4084,19950717,91003,1756398,59640
"BRAZIL",21698,19930427,153957,5349127,120657
"BRAZIL",21698,19930427,193922,4789825,120955
"ARGENTINA",18532,19920519,198243,2776366,80474
"ARGENTINA",19018,19980620,123127,2294489,69007
"BRAZIL",6179,19980710,45645,144748,95438
"ARGENTINA",12823,19971211,9988,7212324,113878
"CANADA",12017,19950611,182298,2075956,82817
"ARGENTINA",8350,19930316,120081,2913457,66064
"ARGENTINA",8350,19930316,197097,3127321,71645
"ARGENTINA",8350,19930316,7528,1279048,86131
"ARGENTINA",26539,19940929,127421,2216082,86905
"UNITED STATES",13768,19960926,29369,2627880,77901
"BRAZIL",6452,19960924,144410,946820,87264
"UNITED STATES",27296,19940724,104755,3959437,105585
"CANADA",7162,19941019,177609,3238272,101196
"BRAZIL",4612,19961027,51194,2862975,68711
"PERU",4612,19961027,157248,5064331,78314
"PERU",7808,19941129,182300,1635260,82938
"UNITED STATES",7808,19941129,125575,4609641,96034
"ARGENTINA",27415,19970415,617,3205192,91056
"PERU",25372,19941020,98417,980879,84924
"BRAZIL",20704,19950919,193710,164137,108222
"ARGENTINA",17081,19940901,5230,2860779,68113
"CANADA",17081,19940901,76608,752685,95076
"UNITED STATES",17081,19940901,163908,6818830,118314
"UNITED STATES",25291,19950328,20616,1837785,92196
"CANADA",25291,19950328,90027,4686428,61021
"CANADA",25291,19950328,72434,2115270,84385
"ARGENTINA",15826,19950728,98986,3572964,119098
"CANADA",15826,19950728,90599,5881483,95375
"BRAZIL",15826,19950728,65231,5397389,71773
"UNITED STATES",5836,19980618,74954,4259121,115737
"CANADA",17470,19950629,70152,1458795,67329
"UNITED STATES",17470,19950629,34838,1891609,106369
"PERU",3049,19970213,27239,1518431,69973
"UNITED STATES",2713,19940309,165324,400124,83359
"BRAZIL",26761,19951222,137,2548228,62227
"CANADA",26761,19951222,42297,3331211,74357
"BRAZIL",9610,19950315,9532,677519,86491
"UNITED STATES",28288,19941210,48094,4114171,62525
