"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"ARGENTINA",1993,486948,5804760,116095
"UNITED STATES",1993,131031,2931202,63721
"ARGENTINA",1992,236805,8193380,104507
"UNITED STATES",1992,75606,3756300,94896
"PERU",1992,473152,1800208,67507
"ARGENTINA",1993,455888,6259904,110631
"PERU",1993,197202,4417280,77952
"UNITED STATES",1993,185192,3877548,76631
"ARGENTINA",1993,611310,2724675,73276
"UNITED STATES",1993,58831,6631320,107389
"UNITED STATES",1993,764384,3780193,86901
"PERU",1993,146949,3814241,119756
"CANADA",1992,421984,2988545,114357
"CANADA",1993,782468,2105483,93025
"PERU",1993,99723,2840765,103363
"BRAZIL",1992,352632,5889431,101077
"ARGENTINA",1992,274167,3994025,68469
"ARGENTINA",1992,657764,7437873,103303
"PERU",1992,103662,6662640,99939
"ARGENTINA",1992,722653,3183678,100537
"BRAZIL",1993,316965,564855,118917
"UNITED STATES",1993,129557,144376,95193
"UNITED STATES",1993,354583,5541536,98254
"CANADA",1993,269729,1391243,101922
"UNITED STATES",1993,332524,2957369,93390
"UNITED STATES",1993,727498,2050218,91527
"CANADA",1992,9610,1230884,91176
"BRAZIL",1992,136343,4324230,82760
"UNITED STATES",1992,421073,2896661,59643
"UNITED STATES",1993,291889,3554844,112852
"CANADA",1993,185263,3802093,80895
"CANADA",1992,266179,3940495,68709
"ARGENTINA",1992,174766,3595004,110445
"CANADA",1992,793937,6945678,121854
"UNITED STATES",1992,689349,1948579,80298
"CANADA",1993,656167,4856414,67387
"UNITED STATES",1993,198721,2707743,109183
"ARGENTINA",1992,228221,344763,68952
"CANADA",1992,678654,3070958,97957
"ARGENTINA",1992,116802,4965324,109128
"PERU",1993,795598,7011338,101613
"PERU",1993,407427,4007203,80064
"CANADA",1993,635321,1130661,75377
"PERU",1992,151501,1271497,93150
"ARGENTINA",1992,726426,3607736,87143
"CANADA",1992,335002,2603881,62219
"UNITED STATES",1992,764008,1595091,64318
"PERU",1992,674907,7824815,112912
"PERU",1993,711239,1478986,75012
"PERU",1993,552101,1771130,69184
"UNITED STATES",1993,474894,5972908,112132
"BRAZIL",1993,741863,8486017,114289
"PERU",1992,49333,1131015,76939
"UNITED STATES",1993,213841,8082746,105289
"CANADA",1992,302840,856915,110569
"CANADA",1993,657807,5361371,105886
"ARGENTINA",1993,357023,2653584,64800
"PERU",1993,791802,5510870,113626
"CANADA",1992,559545,5699255,96271
"UNITED STATES",1993,448951,4445836,113995
"ARGENTINA",1993,732831,4338926,111828
"ARGENTINA",1993,2868,6325511,106251
"BRAZIL",1993,202139,2598635,62467
"PERU",1993,643080,3900889,61383
"PERU",1992,608514,4321494,85348
"CANADA",1993,210234,2842242,68653
"ARGENTINA",1992,233782,1128976,102946
"CANADA",1992,315182,5807471,71830
"PERU",1992,709874,4144448,113030
"ARGENTINA",1993,112120,5270018,67927
"ARGENTINA",1993,481499,4359984,88828
"CANADA",1993,544711,4692959,105341
"BRAZIL",1993,585000,4181512,65098
"CANADA",1993,474801,2867884,106546
"PERU",1993,780352,131773,85939
"PERU",1993,394617,6736857,102696
"BRAZIL",1993,488905,3204444,113632
"PERU",1993,524881,2572911,114351
"CANADA",1992,662951,183736,114835
"ARGENTINA",1992,253548,141143,90091
"UNITED STATES",1993,342551,2573567,95612
"ARGENTINA",1993,513928,9418215,116514
"CANADA",1992,465718,2975080,101021
"UNITED STATES",1992,111405,3608987,84984
"UNITED STATES",1992,358423,4888653,88884
"PERU",1992,721849,5051187,112248
"ARGENTINA",1992,352723,7024708,106542
"ARGENTINA",1992,474068,2450878,62522
"PERU",1992,10829,2313960,104389
"PERU",1992,450505,5647262,87328
"ARGENTINA",1992,434571,6293199,90333
"BRAZIL",1992,119815,2091683,110088
"PERU",1993,432416,6539691,80903
"BRAZIL",1993,311278,969523,77355
"PERU",1993,232002,4027364,56039
"BRAZIL",1993,56247,3357039,72194
"UNITED STATES",1992,46106,3194175,63126
"UNITED STATES",1992,58149,3006992,66428
"ARGENTINA",1992,502384,510180,83181
"BRAZIL",1993,641047,2466072,59280
"ARGENTINA",1993,479507,4267684,89188
"ARGENTINA",1992,534850,7203820,113089
"CANADA",1992,643341,3814400,77058
"PERU",1993,160940,360169,120056
"UNITED STATES",1993,315074,102371,65343
"BRAZIL",1993,238167,1312918,66309
"CANADA",1992,645431,130758,82584
"UNITED STATES",1992,309981,6769298,119458
"PERU",1993,138700,5946354,104322
"BRAZIL",1993,521349,1674531,82219
"UNITED STATES",1993,509624,1109214,98016
"ARGENTINA",1993,307267,3371665,76455
"PERU",1993,234302,1112661,74177
"UNITED STATES",1992,11028,3811482,56341
"BRAZIL",1992,152626,1342896,100717
"PERU",1992,637069,3239416,60361
"CANADA",1993,91275,125360,75976
"PERU",1993,377796,348523,112426
"PERU",1993,750460,1776265,90625
"BRAZIL",1992,219569,729389,89313
"CANADA",1992,152293,4089681,80717
"CANADA",1992,268245,4636965,72793
"CANADA",1993,508838,2533823,110808
"ARGENTINA",1993,733458,4724818,89485
"BRAZIL",1993,18551,5863504,88173
"BRAZIL",1992,509638,3229315,98856
"PERU",1993,324345,5475950,82159
"BRAZIL",1993,559716,5398097,106541
"PERU",1992,335254,5627532,77354
"CANADA",1992,436438,1566827,82464
"ARGENTINA",1992,797702,2245988,107980
"CANADA",1992,532684,798246,102999
"PERU",1992,268898,8587648,112012
"UNITED STATES",1993,81061,2991754,62523
"PERU",1993,488982,197096,118257
"ARGENTINA",1992,340257,3210669,77834
"CANADA",1992,560143,3384376,72187
"BRAZIL",1992,714995,9145318,120597
"CANADA",1992,118300,258386,79098
"CANADA",1992,559526,7004739,95130
"UNITED STATES",1992,561699,5567238,105640
"CANADA",1992,117878,881579,113752
"CANADA",1993,163870,2755764,116032
"BRAZIL",1992,310148,4930159,69487
"ARGENTINA",1992,686726,5919056,102761
"PERU",1992,477355,4523260,79939
"BRAZIL",1992,259148,1952977,66427
"ARGENTINA",1992,568731,5579101,107982
"UNITED STATES",1992,259904,2795835,111833
"ARGENTINA",1993,579115,549281,71645
"ARGENTINA",1993,330115,666448,68706
"UNITED STATES",1993,453048,4089166,60061
"ARGENTINA",1993,314418,3426300,85944
"UNITED STATES",1993,317156,4551783,70388
"UNITED STATES",1992,22275,3555891,71836
"PERU",1993,637366,969677,78199
"UNITED STATES",1993,328497,6956188,91528
"UNITED STATES",1993,242202,5097366,68651
"UNITED STATES",1993,276850,4159714,109610
"BRAZIL",1992,586636,6427057,103356
"UNITED STATES",1992,401808,2308203,102586
"PERU",1992,386615,3369168,102096
"UNITED STATES",1992,227018,1289925,56700
"ARGENTINA",1993,724828,7140652,111167
"CANADA",1993,571567,904474,98312
"CANADA",1993,723330,1354653,81198
"UNITED STATES",1993,316524,4199430,92430
"BRAZIL",1992,441968,8527882,114596
"PERU",1992,463601,2420405,93874
"CANADA",1993,93747,6517330,104444
"PERU",1993,500734,2775536,104082
"BRAZIL",1992,398610,1606084,102516
"ARGENTINA",1992,700733,2871007,104022
"UNITED STATES",1993,393096,112962,71344
"PERU",1993,347929,5159735,118614
"PERU",1992,421939,8575073,111654
"CANADA",1992,70457,6637642,85647
"UNITED STATES",1993,305068,2636483,64383
"ARGENTINA",1993,516488,4961709,90267
"ARGENTINA",1993,274302,379058,76577
"ARGENTINA",1992,585409,3057501,89662
"UNITED STATES",1993,418106,2488514,61444
"PERU",1993,696804,8103465,108046
"UNITED STATES",1992,181646,2223472,103658
"ARGENTINA",1992,116645,7108495,99698
"PERU",1992,191450,4874064,92487
"UNITED STATES",1992,8643,1806108,93098
"ARGENTINA",1993,116253,1848028,76155
"PERU",1993,239513,1850485,87150
"CANADA",1993,174860,5309255,116091
"PERU",1993,402568,2598444,88232
"UNITED STATES",1993,715599,445618,96873
"ARGENTINA",1993,668049,1972999,61020
"BRAZIL",1993,544995,4455294,122398
"BRAZIL",1992,459860,349409,109190
"UNITED STATES",1992,52567,3355188,91173
"BRAZIL",1992,293068,2413888,63663
"ARGENTINA",1992,374361,6961447,86121
"UNITED STATES",1992,683525,992586,90509
"UNITED STATES",1992,41026,2438824,58021
"ARGENTINA",1992,221411,3291028,79944
"UNITED STATES",1993,36319,2949978,75318
"PERU",1993,447491,2485676,86308
"BRAZIL",1992,515877,7234472,113571
"ARGENTINA",1993,450825,5229731,106548
"BRAZIL",1992,296316,3182327,78738
"UNITED STATES",1992,446771,166621,103065
"PERU",1993,513918,1931890,115913
"PERU",1993,705020,2066379,61499
"ARGENTINA",1993,81523,857576,90271
"UNITED STATES",1993,496774,7042272,106245
"CANADA",1993,349277,4201591,79575
"CANADA",1993,72657,6347486,97779
"UNITED STATES",1992,606158,4851323,63847
"ARGENTINA",1992,491417,1549229,84503
"PERU",1992,614374,2898765,77300
"ARGENTINA",1993,32354,3230024,77181
"UNITED STATES",1993,48016,1165488,57840
"ARGENTINA",1992,1878,5019233,106792
"CANADA",1992,357293,1822878,81016
"UNITED STATES",1992,241143,4382053,65047
"BRAZIL",1992,301437,4236146,86305
"BRAZIL",1993,240084,4620603,61444
"UNITED STATES",1993,370378,5403831,86901
"ARGENTINA",1993,552141,4056608,71587
"CANADA",1993,313118,212646,67866
"CANADA",1993,665514,7030488,88768
"UNITED STATES",1993,306608,1937508,96875
"PERU",1993,466598,1379950,93874
"CANADA",1993,142675,3229219,103060
"ARGENTINA",1993,326506,1912547,91949
"PERU",1993,376428,5121011,90264
"ARGENTINA",1993,211692,3111139,96220
"PERU",1992,230152,3246420,64928
"UNITED STATES",1992,159816,2022123,112548
"BRAZIL",1992,362279,2993692,80475
"PERU",1992,455331,1605314,77178
"UNITED STATES",1992,250401,2781160,81083
"ARGENTINA",1992,272301,1054284,76397
"PERU",1992,140247,2299010,77234
"PERU",1992,445903,6456288,110932
"PERU",1993,276794,1416624,106246
"PERU",1992,583325,2591272,84498
"BRAZIL",1992,483714,156187,101861
"BRAZIL",1993,716330,3505765,80778
"CANADA",1992,718055,691024,64381
"CANADA",1992,6554,1110018,87633
"BRAZIL",1992,307029,1333344,62160
"BRAZIL",1992,583901,922969,119092
"ARGENTINA",1992,599470,1398379,94167
"BRAZIL",1992,503242,5033179,74713
"PERU",1993,61359,4967156,79221
"UNITED STATES",1993,692581,3815858,94413
"ARGENTINA",1992,301101,855221,66125
"CANADA",1993,593823,8464588,115008
"ARGENTINA",1992,611756,6070500,100063
"ARGENTINA",1992,755995,7014283,123057
"UNITED STATES",1992,69637,3695249,96397
"BRAZIL",1992,741338,5886852,82758
"PERU",1993,642210,4223891,69130
"PERU",1992,675724,6429927,101981
"CANADA",1992,225594,5114906,91174
"CANADA",1992,328734,4787547,105763
"UNITED STATES",1992,59926,1418211,113155
"BRAZIL",1992,761354,3725122,84919
"CANADA",1992,72435,392672,84445
"ARGENTINA",1993,95808,6656022,108228
"CANADA",1993,635830,7469334,105948
"PERU",1993,505142,660741,68827
"CANADA",1992,648933,3613248,112914
"ARGENTINA",1992,440515,6293538,87329
"UNITED STATES",1992,372631,1724063,102217
"ARGENTINA",1992,401820,2562038,103308
"ARGENTINA",1992,378142,453888,73207
"ARGENTINA",1993,69214,2669321,70992
"BRAZIL",1993,743162,1041232,72307
"UNITED STATES",1992,729770,1133836,107984
"UNITED STATES",1992,325321,3796594,80778
"UNITED STATES",1993,616552,2511169,88111
"CANADA",1993,479760,981213,104384
"PERU",1993,67782,4724406,104986
"CANADA",1992,785071,3924755,69362
"CANADA",1992,338862,3573598,114051
"BRAZIL",1992,38404,3479500,80544
"ARGENTINA",1993,746352,2391127,83899
"ARGENTINA",1992,158837,8108464,113749
"PERU",1992,550565,7673815,96932
"ARGENTINA",1992,540736,3102135,106602
"PERU",1992,360967,6978175,121677
"CANADA",1992,376185,3859180,75670
"PERU",1992,37474,4319098,84688
"PERU",1992,385474,2554395,93567
"CANADA",1992,424353,4460436,76639
"ARGENTINA",1992,760415,6444459,88522
"PERU",1992,641189,1566387,67809
"PERU",1993,387142,3812761,73747
"ARGENTINA",1993,290807,8090055,107867
"UNITED STATES",1993,16988,8869586,114298
"BRAZIL",1993,714898,6335392,114771
"ARGENTINA",1993,584841,6484235,115549
"UNITED STATES",1993,216867,5592369,107031
"BRAZIL",1993,436898,6313787,110092
"BRAZIL",1993,434579,5043148,90813
"UNITED STATES",1992,505706,7471483,102700
"BRAZIL",1992,197227,4752625,79453
"CANADA",1992,607641,459937,92916
"CANADA",1992,13578,5638134,89494
"UNITED STATES",1992,614119,3362675,61984
"PERU",1992,593030,3306141,67380
"BRAZIL",1993,794203,4145755,77830
"CANADA",1992,194743,5127294,110264
"ARGENTINA",1993,615726,4054974,98501
"BRAZIL",1993,501247,454352,74893
"UNITED STATES",1993,359647,1283385,102397
"CANADA",1993,96589,1268464,95134
"PERU",1993,769921,6759071,119453
"BRAZIL",1992,599784,3876778,113025
"PERU",1993,534306,4329104,80416
"CANADA",1992,708586,1907081,95673
"BRAZIL",1992,399898,1762130,119872
"UNITED STATES",1992,622357,767592,76759
"ARGENTINA",1992,39734,4134113,100423
"ARGENTINA",1992,468522,4936536,89430
"PERU",1993,23331,595806,75259
"BRAZIL",1993,238110,4056147,62886
"CANADA",1993,313443,1998221,87385
"BRAZIL",1993,721936,6948587,117474
"CANADA",1992,607868,3594279,106549
"CANADA",1993,130832,1926166,111769
"CANADA",1993,474555,5149927,91771
"PERU",1993,211800,332087,102707
"PERU",1993,171977,2423931,122938
"BRAZIL",1993,145096,311517,68465
"ARGENTINA",1993,123761,5477428,107085
"CANADA",1992,692072,5054190,63842
"BRAZIL",1992,183452,2188016,92127
"CANADA",1992,652881,6403804,110031
"BRAZIL",1992,165566,5158992,97893
"UNITED STATES",1993,242202,776905,68651
"CANADA",1993,206013,2029152,55140
"BRAZIL",1992,153589,7802255,98554
"PERU",1993,415741,4420128,99403
"ARGENTINA",1993,685664,3167289,98977
"PERU",1993,377230,2470645,78433
"PERU",1992,537460,1927205,89846
"UNITED STATES",1992,751079,4165327,67802
"BRAZIL",1993,263563,3701883,91593
"PERU",1993,430873,3084583,108231
"UNITED STATES",1993,711829,7471766,110447
"UNITED STATES",1993,644211,5256069,69310
"UNITED STATES",1993,590251,5736440,80473
"UNITED STATES",1993,411253,447064,69853
"ARGENTINA",1993,501989,6480574,119457
"UNITED STATES",1993,157627,303231,101077
"PERU",1993,203304,3621870,72437
"CANADA",1993,651526,4488614,88649
"UNITED STATES",1992,22355,5824716,76641
"ARGENTINA",1992,440621,5246976,93696
"UNITED STATES",1992,696663,7966224,99577
"BRAZIL",1993,371466,5424123,92247
"PERU",1993,15830,6831432,104749
"BRAZIL",1993,686805,6063349,107506
"PERU",1993,414189,311091,66189
"UNITED STATES",1993,464090,5059536,63244
"UNITED STATES",1993,286209,1507134,71711
"BRAZIL",1992,375926,2746620,120114
"ARGENTINA",1992,472107,755356,64744
"PERU",1992,629467,4828854,83785
"BRAZIL",1992,49514,4355405,87810
"PERU",1992,739901,3353823,116452
"BRAZIL",1992,312161,5110241,70389
"ARGENTINA",1993,168156,489660,73449
"UNITED STATES",1993,587648,1437093,104137
"PERU",1992,510053,1381939,63781
"ARGENTINA",1993,654327,5842682,76877
"CANADA",1992,243766,6601344,102585
"PERU",1992,507169,3172049,70568
"PERU",1992,773435,3318480,90504
"BRAZIL",1993,632866,7101780,107929
"CANADA",1992,201218,1731402,67152
"CANADA",1993,588173,4767147,75669
"BRAZIL",1992,68623,3294653,95497
"ARGENTINA",1992,63101,4149990,63846
"CANADA",1992,80603,2150528,95016
"ARGENTINA",1993,375536,3350350,96691
"UNITED STATES",1993,596809,2452738,114346
"PERU",1993,628142,5190033,64206
"BRAZIL",1992,351493,611614,92668
"ARGENTINA",1993,709526,6141960,92129
"BRAZIL",1992,432424,394712,81384
"UNITED STATES",1992,338415,1454853,87204
"BRAZIL",1992,525772,501572,107865
"ARGENTINA",1992,27881,8508971,108532
"CANADA",1993,581200,4832610,76870
"UNITED STATES",1993,298935,1044316,116035
"ARGENTINA",1993,653988,6754102,116517
"PERU",1993,686573,1595409,93572
"UNITED STATES",1993,30749,6157926,100784
"ARGENTINA",1992,80147,1435976,67628
"PERU",1992,264775,2066834,104385
"ARGENTINA",1993,607307,5182504,72856
"ARGENTINA",1993,780069,4060672,68941
"BRAZIL",1993,522609,7131636,97894
"CANADA",1993,280519,3207430,89970
"CANADA",1993,370690,1743073,105640
"CANADA",1993,265957,1988319,115376
"CANADA",1993,740145,2161640,71106
"BRAZIL",1993,609901,3665200,108652
"ARGENTINA",1993,33711,5624908,98682
"CANADA",1993,29612,5031815,92496
"UNITED STATES",1993,277479,662689,87387
"UNITED STATES",1992,98333,1278076,79879
"UNITED STATES",1992,161840,8096132,114110
"CANADA",1992,41839,349042,106849
"BRAZIL",1992,778567,315941,98731
"CANADA",1993,562896,6011772,117532
"PERU",1993,679259,1036390,74293
"BRAZIL",1993,106892,349395,113933
"PERU",1992,140913,1723348,117234
"CANADA",1992,518841,5356281,111589
"BRAZIL",1992,431373,4601746,78261
"PERU",1992,193901,4737887,119694
"UNITED STATES",1993,552263,3461711,78914
"ARGENTINA",1993,323861,2480462,113091
"ARGENTINA",1993,165389,1975048,87262
"BRAZIL",1992,528197,5880816,73510
"ARGENTINA",1992,565926,7808248,119514
"CANADA",1992,6034,1607451,56401
"BRAZIL",1992,601772,3079681,100424
"UNITED STATES",1992,365666,322086,103899
"CANADA",1993,187211,128522,77892
"BRAZIL",1993,483160,2085087,68588
"PERU",1992,96213,1675965,72552
"CANADA",1992,208678,1827832,95199
"ARGENTINA",1992,34745,6651770,100784
"CANADA",1992,748571,2711109,97172
"PERU",1992,226488,4809198,84868
"UNITED STATES",1993,531380,4243959,84681
"UNITED STATES",1993,487686,629296,100419
"BRAZIL",1992,349413,2553350,87744
"ARGENTINA",1992,238575,6748964,90813
"ARGENTINA",1992,455391,258503,80782
"ARGENTINA",1993,784930,4104351,120894
"PERU",1993,709786,3965016,107745
"PERU",1992,568181,3147883,74949
"PERU",1992,609274,4737692,70994
"PERU",1992,356767,4579436,109425
"ARGENTINA",1992,510437,544226,86844
"CANADA",1992,507316,5597516,79397
"UNITED STATES",1993,32355,4190324,77241
"UNITED STATES",1993,674297,4279061,76275
"UNITED STATES",1992,275148,3307617,67387
"BRAZIL",1992,687607,1948564,95674
"PERU",1992,612494,1603364,84387
"ARGENTINA",1992,270175,897805,68709
"ARGENTINA",1992,286647,6743624,98017
"ARGENTINA",1992,75089,2758095,63844
"CANADA",1992,484005,2545634,59338
"UNITED STATES",1992,450254,2709517,72253
"UNITED STATES",1993,509696,7859727,102340
"CANADA",1992,330880,1066265,114652
"UNITED STATES",1993,330637,155088,100057
"UNITED STATES",1992,285124,4092615,66546
"CANADA",1993,279077,100325,63363
"CANADA",1993,610346,4630758,75378
"PERU",1992,703203,3322998,72370
"ARGENTINA",1993,242968,5375502,114657
"UNITED STATES",1992,363256,3672764,79154
"CANADA",1993,656243,1139249,71952
"CANADA",1992,749821,7223120,112247
"CANADA",1993,9401,880588,78624
"ARGENTINA",1993,57958,6799706,114957
"BRAZIL",1993,190197,2445661,77231
"CANADA",1993,285228,4789753,72792
"CANADA",1993,478158,971391,68167
"UNITED STATES",1993,761023,1874218,65039
"BRAZIL",1992,640265,4772710,72313
"UNITED STATES",1992,322205,4037455,73631
"BRAZIL",1992,658190,3708556,68889
"BRAZIL",1993,45290,5455040,74117
"PERU",1993,456860,899335,109010
"BRAZIL",1993,673036,1392420,60540
"CANADA",1992,400957,5945376,111475
"UNITED STATES",1992,701392,4632922,83601
"ARGENTINA",1993,21271,114457,71536
"ARGENTINA",1993,655859,1379263,108889
"UNITED STATES",1993,240546,5391644,89191
"UNITED STATES",1993,669018,2062788,59218
"BRAZIL",1993,652574,1944811,91592
"ARGENTINA",1993,140203,2952600,74592
"ARGENTINA",1993,609700,1158962,96580
"PERU",1993,700680,2771391,100839
"PERU",1992,731544,4323199,94530
"CANADA",1992,122178,4858288,72010
"PERU",1992,143393,5171004,86183
"PERU",1993,576678,6737856,105279
"PERU",1992,607590,435789,89853
"PERU",1992,198074,3563092,70324
"ARGENTINA",1992,720928,1929401,116933
"UNITED STATES",1992,755876,4443232,115910
"BRAZIL",1992,798119,339565,73024
"BRAZIL",1992,505594,2719269,95974
"PERU",1992,587897,1643472,119092
"BRAZIL",1992,770798,5075552,112125
"ARGENTINA",1993,229610,746706,92376
"PERU",1992,209449,3545502,81505
"BRAZIL",1992,76662,5666486,98319
"ARGENTINA",1993,80394,3706729,82463
"UNITED STATES",1993,267503,3632110,88229
"ARGENTINA",1993,106665,4556945,100299
"UNITED STATES",1993,66942,6480851,114536
"UNITED STATES",1993,647418,2112242,81922
"ARGENTINA",1992,234222,946935,69372
"UNITED STATES",1992,659507,3343551,87988
"BRAZIL",1993,736119,4042780,69304
"CANADA",1993,741925,9252250,118013
"ARGENTINA",1993,460282,782623,74535
"BRAZIL",1993,743715,1519499,105520
"UNITED STATES",1992,450583,6560569,92013
"CANADA",1992,557621,6210820,100716
"UNITED STATES",1993,631344,351985,76518
"PERU",1993,773572,6438998,98732
"UNITED STATES",1993,32330,4775394,75739
"PERU",1993,162623,2946463,101137
"ARGENTINA",1993,389613,6589062,102156
"PERU",1993,327671,7012068,101919
"CANADA",1992,659050,4165234,60541
"BRAZIL",1992,70034,4132587,60241
"BRAZIL",1992,485530,2849158,90930
"ARGENTINA",1992,669626,2658252,95735
"CANADA",1993,162130,2687061,71527
"PERU",1993,487708,4239200,101740
"UNITED STATES",1992,212297,1994102,72556
"BRAZIL",1992,464146,412964,66607
"ARGENTINA",1992,790572,3438132,99752
"CANADA",1993,229646,7019431,94537
"BRAZIL",1992,674924,8657039,113933
