"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"CANADA",1993,586279,516839,2364301,111348
"ARGENTINA",1992,304214,272301,1054284,76397
"ARGENTINA",1993,508837,355199,3163041,75250
"PERU",1993,508837,341826,9152269,112068
"CANADA",1992,770761,290666,4824164,99399
"PERU",1992,474490,140247,2299010,77234
"PERU",1993,505553,213045,540328,57481
"PERU",1993,590860,682495,709180,88647
"ARGENTINA",1992,729760,729423,4676695,87143
"UNITED STATES",1992,729760,781848,1563146,115788
"UNITED STATES",1992,243571,460785,5237280,104745
"UNITED STATES",1992,243571,214271,2696466,71115
"PERU",1993,147517,182958,1567449,122457
"PERU",1993,147517,559301,885542,81616
"PERU",1992,573779,445903,6456288,110932
"ARGENTINA",1992,582364,780060,758119,68401
"PERU",1992,582364,715407,1308580,85342
"PERU",1993,509209,276794,1416624,106246
"BRAZIL",1992,10186,439459,2799656,83905
"CANADA",1992,10186,379819,541158,113928
"UNITED STATES",1992,99155,468636,4974291,96276
"BRAZIL",1993,250273,33131,1383369,63847
"BRAZIL",1993,250273,22193,1677245,66911
"BRAZIL",1993,524218,314830,8231586,110689
"PERU",1992,582869,583325,2591272,84498
"BRAZIL",1992,582869,483714,156187,101861
"PERU",1992,503731,138643,4404215,100898
"BRAZIL",1993,784753,716330,3505765,80778
"UNITED STATES",1993,590860,533547,711234,94831
"UNITED STATES",1993,590860,118207,1801044,73512
"PERU",1992,506393,480301,5112307,76876
"PERU",1992,506393,411683,5281513,95679
"CANADA",1992,348037,718055,691024,64381
"PERU",1992,443848,520941,4998972,117715
"CANADA",1992,733582,6554,1110018,87633
"BRAZIL",1992,733582,307029,1333344,62160
"BRAZIL",1992,378625,532771,3463200,108225
"PERU",1992,804208,744929,7200750,118433
"UNITED STATES",1993,725092,748290,1686207,80295
"UNITED STATES",1993,725092,306425,2915782,85884
"PERU",1993,725092,470295,4091883,75916
"CANADA",1993,859280,579891,5002068,118252
"CANADA",1992,531347,179066,5101242,68703
"CANADA",1992,536176,775496,4928098,94287
"CANADA",1992,549244,511788,676709,107985
"PERU",1992,143980,470473,6235704,86607
"ARGENTINA",1992,143980,462128,436040,65406
"BRAZIL",1992,672959,583901,922969,119092
"ARGENTINA",1993,450931,142583,6502320,97534
"ARGENTINA",1993,450931,378049,1093219,67621
"PERU",1992,622082,50972,8307230,115378
"ARGENTINA",1992,622082,601478,2433332,82766
"UNITED STATES",1992,17023,380269,4140848,80955
"UNITED STATES",1993,805328,48301,5157110,74958
"PERU",1993,805328,591993,9015410,125098
"PERU",1993,126737,7632,301767,92377
"PERU",1993,126737,732417,6058408,86962
"BRAZIL",1993,145072,376982,2516061,123538
"ARGENTINA",1993,225536,564204,933380,76090
"CANADA",1993,225536,246662,1627953,96519
"ARGENTINA",1992,695327,599470,1398379,94167
"BRAZIL",1992,179842,15198,2103929,66791
"BRAZIL",1992,687673,503242,5033179,74713
"CANADA",1992,438413,239955,5404368,113696
"UNITED STATES",1992,600995,509581,5355415,95433
"UNITED STATES",1992,600995,212145,4074179,63427
"UNITED STATES",1993,740167,705014,1298180,61138
"BRAZIL",1993,302048,624038,3751800,57720
"PERU",1993,725503,61359,4967156,79221
"UNITED STATES",1993,332992,401979,3423329,112857
"UNITED STATES",1993,420469,692581,3815858,94413
"ARGENTINA",1993,184,507182,2119083,71349
"BRAZIL",1992,665261,535629,3552256,99876
"ARGENTINA",1992,364987,301101,855221,66125
"BRAZIL",1992,627034,327253,3072576,76814
"PERU",1992,627034,127632,4990507,99577
"BRAZIL",1993,426988,216785,5949387,102106
"UNITED STATES",1993,426988,209360,4696595,76161
"ARGENTINA",1993,426988,299180,318375,70750
"CANADA",1993,406540,593823,8464588,115008
"ARGENTINA",1992,571802,611756,6070500,100063
"PERU",1993,271798,755655,5699785,102637
"BRAZIL",1993,371005,751728,2366987,106781
"CANADA",1993,30247,486515,7283727,90089
"UNITED STATES",1993,516497,599195,5564931,77650
"ARGENTINA",1993,516727,1412,4713828,78804
"PERU",1993,516727,514701,2552931,102940
"ARGENTINA",1992,503218,755995,7014283,123057
"UNITED STATES",1992,503218,69637,3695249,96397
"ARGENTINA",1993,270898,159451,1806498,90627
"UNITED STATES",1993,176662,306256,2226591,75734
"CANADA",1993,639478,71483,261806,87268
"ARGENTINA",1993,366097,337326,4539822,81798
"CANADA",1993,366097,268039,1311140,60421
"CANADA",1992,555184,312758,8145404,106244
"UNITED STATES",1993,362341,353599,1122101,99154
"ARGENTINA",1993,362341,670382,2488324,81141
"BRAZIL",1992,440912,741338,5886852,82758
"PERU",1993,831217,642210,4223891,69130
"PERU",1993,47707,363083,4524684,68764
"UNITED STATES",1993,47707,129046,3778765,64502
"PERU",1992,145756,675724,6429927,101981
"CANADA",1992,839338,747951,3134306,119935
"ARGENTINA",1992,839338,46231,4555880,70633
"PERU",1993,525748,637101,482702,62284
"ARGENTINA",1993,542329,34083,1513415,61024
"CANADA",1993,542329,325292,2969149,79036
"PERU",1992,406333,22425,3735048,80845
"CANADA",1992,406333,81010,3268350,59460
"BRAZIL",1992,340945,421412,2085421,80003
"UNITED STATES",1993,833491,626264,914096,71413
"UNITED STATES",1992,875260,127464,6040413,89487
"PERU",1992,875260,383690,2408657,106420
"CANADA",1992,420707,225594,5114906,91174
"CANADA",1992,422507,328734,4787547,105763
"UNITED STATES",1993,535460,218572,5696920,89433
"BRAZIL",1993,535460,161602,3194112,99816
"CANADA",1993,535460,40523,5993114,87811
"BRAZIL",1993,535460,263770,7739504,104025
"CANADA",1992,81400,211824,1718451,104148
"ARGENTINA",1992,371989,391602,8129232,101615
"ARGENTINA",1992,371989,38430,3690655,82105
"BRAZIL",1993,484003,179879,6699335,117532
"UNITED STATES",1992,393704,335493,4406607,91708
"BRAZIL",1993,692681,561787,515804,110925
"PERU",1992,807073,120957,7065237,118677
"CANADA",1993,379714,353670,4964140,103419
"PERU",1993,379714,122300,5841921,79338
"ARGENTINA",1992,523348,565494,6315853,93568
"UNITED STATES",1992,507580,59926,1418211,113155
"BRAZIL",1992,507580,761354,3725122,84919
"CANADA",1992,507580,72435,392672,84445
"UNITED STATES",1993,557714,105491,6681827,89789
"ARGENTINA",1993,896344,95808,6656022,108228
"CANADA",1993,896344,635830,7469334,105948
"PERU",1993,896344,505142,660741,68827
"ARGENTINA",1992,649564,638547,1568698,89130
"BRAZIL",1992,212695,612543,1244461,87330
"CANADA",1992,212695,329411,5636285,86424
"CANADA",1992,324968,648933,3613248,112914
"ARGENTINA",1992,534403,440515,6293538,87329
"UNITED STATES",1992,77089,372631,1724063,102217
"ARGENTINA",1992,77089,401820,2562038,103308
"ARGENTINA",1992,180679,378142,453888,73207
"BRAZIL",1992,56926,647257,4660331,72253
"ARGENTINA",1993,303836,69214,2669321,70992
"BRAZIL",1993,303836,743162,1041232,72307
"UNITED STATES",1993,370825,665612,7420936,94654
"UNITED STATES",1993,853411,355877,5740594,115971
"CANADA",1992,514378,231538,401178,88171
"CANADA",1992,514378,46955,8224031,114117
"BRAZIL",1993,822139,256767,6967397,103425
"ARGENTINA",1993,836920,156644,1377518,102038
"PERU",1993,836920,644671,3037403,96938
"ARGENTINA",1993,554477,745535,5373700,94830
"ARGENTINA",1992,93008,297611,2679927,96516
"ARGENTINA",1992,93008,343297,3365443,80416
"UNITED STATES",1993,191812,506341,4510827,80839
"PERU",1993,733654,409728,8024730,98262
"UNITED STATES",1993,366772,430046,825712,58561
"CANADA",1993,366772,603724,6631209,97661
"ARGENTINA",1993,366772,373549,4218578,97351
"BRAZIL",1993,366772,633441,2061615,82464
"ARGENTINA",1993,43159,296727,801525,103422
"PERU",1993,43159,675336,1258848,78678
"ARGENTINA",1992,112387,496864,171197,111650
"UNITED STATES",1992,496720,729770,1133836,107984
"UNITED STATES",1992,496720,325321,3796594,80778
"BRAZIL",1992,859751,695913,1374393,114532
"CANADA",1992,641560,333112,1795516,68706
"PERU",1992,641560,544837,2100099,112908
"ARGENTINA",1992,517489,88093,1468120,64865
"UNITED STATES",1992,517489,323273,3533604,77775
"PERU",1992,722761,56440,5063491,83786
"ARGENTINA",1992,722761,584775,4149102,111585
"UNITED STATES",1993,230390,695610,4728433,96334
"UNITED STATES",1993,357070,527106,4374821,67984
"UNITED STATES",1993,694757,259385,1263707,80662
"BRAZIL",1993,694757,268511,3300764,88770
"ARGENTINA",1993,789608,665310,5623984,76516
"UNITED STATES",1992,44653,188502,2048564,95430
"UNITED STATES",1992,44653,148562,468672,96633
"PERU",1992,44653,257111,102537,64086
"CANADA",1992,44653,242015,2438436,57420
"ARGENTINA",1992,515339,14886,4739916,108052
"BRAZIL",1992,515339,238237,4689127,70513
"CANADA",1992,515339,45008,620403,57180
"BRAZIL",1992,515339,443327,2172213,76218
"ARGENTINA",1992,515339,588678,6642604,105999
"ARGENTINA",1992,591838,307453,2015407,87626
"PERU",1993,205960,369987,4031661,123418
"ARGENTINA",1993,275990,349037,625547,65161
"PERU",1992,754417,568911,2156100,118793
"BRAZIL",1992,754417,54127,4210962,64867
"BRAZIL",1992,720766,300753,868101,105224
"ARGENTINA",1993,877421,701648,6400486,98976
"UNITED STATES",1993,616529,616552,2511169,88111
"BRAZIL",1993,818516,422902,346727,109492
"BRAZIL",1992,673318,273469,4796146,86547
"ARGENTINA",1993,870500,749749,1978581,107922
"CANADA",1993,868873,479760,981213,104384
"PERU",1993,868873,67782,4724406,104986
"UNITED STATES",1993,54820,568624,2924812,101556
"ARGENTINA",1993,732041,63834,359566,107869
"UNITED STATES",1992,232222,689443,902418,85944
"CANADA",1993,550492,107154,4493650,69669
"CANADA",1993,606082,145815,1302567,111648
"UNITED STATES",1993,722644,477551,3980292,91711
"CANADA",1992,567641,422817,7042669,104387
"CANADA",1992,689654,785071,3924755,69362
"CANADA",1992,895630,338862,3573598,114051
"BRAZIL",1992,895630,38404,3479500,80544
"PERU",1993,685306,96444,2843428,86426
"CANADA",1992,244843,433729,2394288,99762
"UNITED STATES",1992,271978,633701,5737691,98080
"UNITED STATES",1992,271978,204416,905794,79224
"UNITED STATES",1992,750181,46478,3576844,85468
"ARGENTINA",1992,750181,285446,2638125,85885
"BRAZIL",1992,328466,414514,5908234,85709
"UNITED STATES",1992,369665,1795,3620949,101807
"CANADA",1992,369665,568231,5495658,77952
"ARGENTINA",1993,498940,746352,2391127,83899
"UNITED STATES",1993,176941,106973,3920340,118798
"ARGENTINA",1993,176941,285731,1869508,103003
"ARGENTINA",1992,462232,155784,4470665,110386
"PERU",1992,810958,794613,6352197,102454
"BRAZIL",1992,810958,115909,4781451,115494
"ARGENTINA",1993,179483,381678,1567857,105579
"CANADA",1992,382261,721440,531953,87684
"CANADA",1992,536866,784971,4634088,123356
"CANADA",1992,536866,201334,1642975,74119
"ARGENTINA",1993,6145,726326,995285,81137
"BRAZIL",1993,824809,105745,5098154,105044
"CANADA",1992,753680,95663,7961568,99519
"UNITED STATES",1992,753680,570555,6849983,97531
"UNITED STATES",1993,579542,642539,1928913,88890
"ARGENTINA",1992,654785,46769,4203612,102945
"PERU",1993,284605,698363,2129120,81679
"UNITED STATES",1992,573791,252753,4759014,102344
"PERU",1992,358339,30731,3974858,99703
"ARGENTINA",1992,550630,158837,8108464,113749
"BRAZIL",1992,603502,685737,2291191,103362
"BRAZIL",1992,603502,369995,9106561,123898
"PERU",1993,46999,444930,551223,112494
"BRAZIL",1992,243244,14089,1238803,60184
"PERU",1992,284395,550565,7673815,96932
"ARGENTINA",1992,284395,540736,3102135,106602
"UNITED STATES",1992,73504,778078,2543288,69362
"CANADA",1992,442216,354299,4111264,81196
"PERU",1992,168298,634753,8354214,101263
"PERU",1992,168298,241406,123959,80843
"ARGENTINA",1992,577660,638819,3712431,105466
"UNITED STATES",1993,584899,618125,4276669,62585
"CANADA",1993,799177,775529,466906,96269
"CANADA",1993,799177,712487,2998900,89967
"PERU",1992,511916,360967,6978175,121677
"PERU",1993,342881,625537,877500,87750
"CANADA",1992,84199,376185,3859180,75670
"PERU",1992,84199,37474,4319098,84688
"UNITED STATES",1993,413317,232880,1450296,108772
"ARGENTINA",1992,428083,722624,2272294,98795
"UNITED STATES",1992,428083,332912,2559488,116694
"UNITED STATES",1992,242183,255743,4311376,101923
"CANADA",1993,564049,551279,1390111,79815
"PERU",1992,626713,385474,2554395,93567
"BRAZIL",1993,452479,615412,6105948,79642
"CANADA",1993,452479,23081,779166,60244
"UNITED STATES",1993,104185,277525,1619705,90150
"CANADA",1993,104185,711068,2840006,64741
"ARGENTINA",1992,534859,305471,5408272,88587
"BRAZIL",1992,812635,641002,4435730,56578
"UNITED STATES",1992,812635,516201,452790,73030
"PERU",1992,62848,47424,4256887,82285
"CANADA",1992,62848,252585,3960780,92254
"UNITED STATES",1993,781681,211715,4538493,97602
"ARGENTINA",1993,781681,685100,2578126,65104
"UNITED STATES",1993,781681,61950,7387774,114717
"ARGENTINA",1992,376519,758803,530604,111706
"BRAZIL",1992,230995,510586,1468835,95793
"CANADA",1992,230995,138069,2573914,66423
"PERU",1992,230995,518029,1889835,62820
"UNITED STATES",1993,848530,752382,5550934,86061
"BRAZIL",1993,848530,468543,7110190,90691
"CANADA",1992,165115,424353,4460436,76639
"CANADA",1992,372415,239638,3691630,94657
"UNITED STATES",1992,550880,242916,7392845,111534
"UNITED STATES",1992,550880,94593,433412,95255
"UNITED STATES",1992,394660,344956,2305082,120056
"PERU",1992,378542,590521,6144649,96690
"PERU",1992,378542,84128,4577485,66727
"BRAZIL",1992,201964,572976,8759261,122937
"BRAZIL",1993,725275,611585,5630021,89793
"CANADA",1992,700270,357599,2562729,99394
"ARGENTINA",1992,700270,265326,2670429,77478
"ARGENTINA",1992,700270,125764,2890462,107385
"BRAZIL",1993,447292,66703,5510010,100182
"CANADA",1992,540589,759342,5573009,84078
"ARGENTINA",1992,112081,580925,601770,120354
"ARGENTINA",1992,93757,760415,6444459,88522
"PERU",1993,593008,720810,1464624,109846
"UNITED STATES",1993,593008,591742,6601392,110023
"PERU",1992,26407,641189,1566387,67809
"UNITED STATES",1993,99862,263957,4014764,115256
"UNITED STATES",1993,99862,321065,2897581,65163
"BRAZIL",1993,219005,453084,1576331,62223
"BRAZIL",1993,219005,250687,7860816,98260
"PERU",1993,393100,387142,3812761,73747
"ARGENTINA",1993,393100,290807,8090055,107867
"UNITED STATES",1993,33220,16988,8869586,114298
"BRAZIL",1993,33220,714898,6335392,114771
"ARGENTINA",1993,320732,584841,6484235,115549
"UNITED STATES",1993,893491,159608,3877170,100056
"PERU",1993,857260,613512,1128980,85528
"BRAZIL",1993,613090,595150,572759,74707
"UNITED STATES",1993,613090,607153,4477946,63607
"UNITED STATES",1993,613090,412079,570844,59463
"ARGENTINA",1992,4373,629115,1344775,62644
"UNITED STATES",1993,583562,499703,1838894,102160
"PERU",1992,91970,472824,1552435,107808
"ARGENTINA",1993,837953,150341,5120131,83480
"UNITED STATES",1993,203588,216867,5592369,107031
"CANADA",1992,801328,344511,5235813,93330
"ARGENTINA",1993,894661,392078,1347909,70203
"BRAZIL",1993,894661,398956,5671634,123296
"BRAZIL",1993,265570,436898,6313787,110092
"BRAZIL",1993,265570,434579,5043148,90813
"ARGENTINA",1993,773002,308336,4576065,80659
"ARGENTINA",1992,322423,26247,4106340,70394
"BRAZIL",1993,267455,280272,4494361,75135
"CANADA",1992,751495,642448,5547735,83424
"ARGENTINA",1992,391807,708617,2438370,97534
"PERU",1993,691255,369733,8833328,108163
"UNITED STATES",1992,375001,733201,2110430,74050
"PERU",1992,375001,380481,908775,93688
"CANADA",1993,260525,466430,899288,83784
"ARGENTINA",1993,303073,37736,6561021,100423
"PERU",1993,303073,225546,6427643,88291
"ARGENTINA",1992,638785,124514,3800119,92310
"PERU",1993,847913,526767,2044863,107624
"CANADA",1992,470413,99240,2914692,74354
"BRAZIL",1992,470413,743645,1587293,101316
"UNITED STATES",1993,618143,107835,4975641,110569
"PERU",1993,419590,141988,192848,121798
"PERU",1993,419590,792184,348388,76569
"UNITED STATES",1993,419590,635939,2939843,112494
"BRAZIL",1992,115585,36011,522749,56820
"PERU",1993,248839,224221,106504,68712
"ARGENTINA",1993,248839,480735,1140947,102942
"PERU",1993,289310,98455,1983959,87207
"CANADA",1993,389668,428442,6376564,82225
"ARGENTINA",1992,889571,511205,842812,72970
"UNITED STATES",1993,31882,264251,3970189,72914
"UNITED STATES",1993,31882,459360,1139909,79160
"PERU",1993,31882,793939,5549817,121974
"PERU",1993,304957,200283,5170889,70996
"UNITED STATES",1992,414901,505706,7471483,102700
"BRAZIL",1992,414901,197227,4752625,79453
"PERU",1993,658427,519222,4669394,74472
"CANADA",1992,527239,607641,459937,92916
"PERU",1992,277105,316574,1259723,95433
"PERU",1992,277105,314898,5436404,114772
"CANADA",1992,277105,455302,1086289,75436
"BRAZIL",1992,277105,253118,102825,64266
"BRAZIL",1992,480125,204942,7042344,110815
"UNITED STATES",1992,480125,648648,1598206,95796
"PERU",1993,719965,294591,6326464,95134
"UNITED STATES",1993,834454,308495,2628083,90208
"ARGENTINA",1992,281425,661072,4751984,61982
"ARGENTINA",1992,713846,568203,3019052,76270
"CANADA",1992,713846,176136,3682450,72727
"CANADA",1992,472159,13578,5638134,89494
"CANADA",1993,312052,659832,5619084,107508
"BRAZIL",1993,451523,155741,1962040,107804
"CANADA",1993,832565,550304,4910619,81256
"BRAZIL",1993,832565,271003,3944659,58439
"BRAZIL",1992,389918,614774,6836019,101324
"ARGENTINA",1993,512012,203947,7662850,111055
"CANADA",1992,668867,95967,1491849,117777
"CANADA",1992,668867,614600,6058280,90874
"CANADA",1993,379786,330666,5863622,101799
"CANADA",1993,379786,687243,3155488,73812
"ARGENTINA",1992,437884,489974,9328762,117837
"ARGENTINA",1993,199354,84157,5477520,68469
"PERU",1993,199354,682469,2619831,87085
"UNITED STATES",1992,880387,614119,3362675,61984
"PERU",1992,89959,593030,3306141,67380
"BRAZIL",1993,667244,364344,1774495,84499
"UNITED STATES",1993,65696,516187,3537290,72189
"UNITED STATES",1993,598615,163520,7681655,95011
"UNITED STATES",1993,598615,9754,1264450,99825
"BRAZIL",1992,271649,329267,6027562,77775
"CANADA",1992,801952,744166,3025325,72607
"ARGENTINA",1992,801952,797082,1697832,70743
"BRAZIL",1992,801952,555463,273319,91106
"PERU",1992,532196,790292,6634848,82935
"ARGENTINA",1992,537439,677935,1817255,114774
"BRAZIL",1993,319558,794203,4145755,77830
"CANADA",1993,484688,760229,5275365,77351
"UNITED STATES",1993,484688,363796,1506421,111586
"UNITED STATES",1993,484688,704258,795198,75733
"CANADA",1992,237823,194743,5127294,110264
"PERU",1993,898909,54364,2279444,79101
"UNITED STATES",1993,898909,699714,2884123,102820
"ARGENTINA",1993,62518,413409,3689440,79342
"ARGENTINA",1993,408715,615726,4054974,98501
"BRAZIL",1993,408715,501247,454352,74893
"CANADA",1993,729880,798952,1624328,123055
"BRAZIL",1993,729880,227309,989032,74177
"UNITED STATES",1993,729880,366026,4018596,65520
"PERU",1992,163816,161108,925927,70146
"ARGENTINA",1992,163816,752281,5764973,79995
"ARGENTINA",1992,133618,572741,1168035,108823
"PERU",1992,327415,689670,5710821,99578
"PERU",1993,229828,157536,7170885,95611
"BRAZIL",1993,229828,502376,2046849,82701
"ARGENTINA",1993,861688,71216,4444914,71232
"UNITED STATES",1993,390491,686624,7891891,96635
"CANADA",1993,625978,744075,2764028,67142
"CANADA",1993,625978,179742,7206803,109304
"UNITED STATES",1993,471589,153472,295941,91528
"PERU",1992,271045,144578,1713433,97354
"PERU",1993,47225,90873,514428,111832
"BRAZIL",1993,47225,744302,4264983,80776
"UNITED STATES",1993,570313,81965,566565,116817
"ARGENTINA",1993,233338,209317,2119046,73578
"ARGENTINA",1993,233338,551987,4440854,122337
"UNITED STATES",1993,398477,359647,1283385,102397
"PERU",1992,135589,796402,3136088,89902
"CANADA",1993,399154,96589,1268464,95134
"PERU",1993,399154,769921,6759071,119453
"PERU",1992,816860,448484,5913194,85947
"ARGENTINA",1992,816860,55374,5862521,79762
