"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"SAUDI ARABIA",199212,21332,228214,114220,68532
"IRAQ",199206,176317,8398,1034660,78383
"IRAQ",199206,176317,139313,3380775,81138
"JORDAN",199201,149764,55309,1643590,75858
"IRAQ",199206,63857,500465,4932671,87926
"IRAQ",199211,251470,192086,2449228,70684
"SAUDI ARABIA",199209,263506,558513,2022507,94289
"EGYPT",199210,126424,492407,5317644,83962
"IRAQ",199212,179050,516518,1994837,92069
"IRAQ",199212,179050,51962,2870940,114837
"EGYPT",199211,247096,252461,2077771,84807
"IRAQ",199209,146612,157889,3893760,116812
"IRAN",199203,33520,432984,9109393,115017
"SAUDI ARABIA",199209,92905,534836,9260509,112248
"JORDAN",199206,11803,75958,9190130,116037
"SAUDI ARABIA",199203,33340,284667,4855851,99099
"EGYPT",199209,81323,106070,4474299,64564
"SAUDI ARABIA",199201,209254,478862,6378510,110450
"IRAN",199209,240709,208017,906500,55500
"JORDAN",199212,218005,126370,5306206,83782
"IRAQ",199209,94639,383708,1951150,107501
"IRAN",199209,195962,275737,1695592,102763
"SAUDI ARABIA",199209,73388,259643,2221245,96157
"SAUDI ARABIA",199202,83251,369008,3554067,64619
"IRAQ",199202,83251,304163,3968310,70029
"EGYPT",199202,83251,51304,861135,75318
"EGYPT",199208,239771,547024,1908522,64260
"EGYPT",199212,16522,556571,3867058,97653
"IRAQ",199207,159889,340136,5645376,70567
"EGYPT",199211,204376,292147,5695650,68347
"IRAN",199211,204376,311804,6228159,108947
"EGYPT",199202,224122,341600,4665398,98495
"JORDAN",199202,177413,457047,4722910,60241
"JORDAN",199205,77602,337593,639187,97834
"IRAQ",199203,123548,297374,2194176,82281
"IRAN",199208,26363,533911,8576964,116693
"SAUDI ARABIA",199202,84967,93494,7288701,89249
"SAUDI ARABIA",199207,280405,18510,1697069,85710
"SAUDI ARABIA",199209,70762,472270,4869620,74535
"IRAQ",199205,74809,384882,4089122,118012
"SAUDI ARABIA",199209,269452,522535,5036987,93450
"EGYPT",199201,27436,201373,6055758,76461
"IRAN",199209,296848,380828,7444359,114528
"EGYPT",199203,109537,12397,259259,78563
"IRAN",199203,109537,156012,3977269,64080
"JORDAN",199203,109537,83279,2102941,75736
"IRAN",199205,215830,533553,4600937,95191
"JORDAN",199201,265996,86466,435738,87147
"IRAN",199206,39637,284016,4704000,60000
"IRAN",199212,171322,420974,6821820,113697
"IRAQ",199201,147535,463597,617985,93634
"SAUDI ARABIA",199208,132082,398686,6960213,107080
"EGYPT",199212,55262,187642,7119198,103778
"IRAQ",199209,266842,289804,8789571,107627
"EGYPT",199209,290470,245965,7261610,114657
"IRAN",199205,125494,56445,5185328,84086
"JORDAN",199212,6382,117109,1655367,67566
"SAUDI ARABIA",199208,257926,87201,2732860,71292
"EGYPT",199207,224791,561163,1319622,73448
"IRAN",199205,178873,17248,2097432,69914
"IRAN",199206,182077,446512,3898543,87509
"EGYPT",199204,86801,4379,503081,77002
"IRAQ",199204,86801,226224,676323,69012
"JORDAN",199204,86801,535305,2144448,80416
"IRAN",199212,162586,159719,7844111,106722
"SAUDI ARABIA",199210,67055,403517,6534254,85229
"EGYPT",199210,67055,102979,3107728,118918
"SAUDI ARABIA",199203,280870,195380,1752751,88522
"JORDAN",199207,16802,498894,7382193,113572
"IRAN",199210,254764,216710,5898414,97602
"IRAN",199212,1214,260441,3363432,84085
"IRAN",199207,77576,167824,4162004,113509
"SAUDI ARABIA",199206,220481,580048,3095286,67681
"SAUDI ARABIA",199209,187091,478240,1085434,73093
"IRAQ",199203,116818,49695,1151283,98681
"SAUDI ARABIA",199203,276370,353014,316899,64020
"IRAN",199211,226783,567401,1870716,88102
"SAUDI ARABIA",199208,124841,52735,1670852,101263
"JORDAN",199205,51487,256422,6213872,82704
"IRAQ",199209,179192,380895,7508344,118552
"SAUDI ARABIA",199210,107477,155126,584654,70867
"SAUDI ARABIA",199203,178378,4102,295793,60366
"IRAN",199203,178378,180345,6556564,85520
"SAUDI ARABIA",199205,278681,201419,660200,79224
"IRAQ",199205,278681,329211,2480400,74412
"EGYPT",199201,189977,247076,607697,61383
"JORDAN",199206,127288,109519,1059257,91710
"IRAN",199206,127288,482419,6104454,84083
"SAUDI ARABIA",199202,70106,399306,4075341,84317
"EGYPT",199203,154189,495820,719056,108948
"IRAQ",199209,75157,278075,1754397,63183
"SAUDI ARABIA",199210,9355,225114,305495,62346
"SAUDI ARABIA",199210,9355,425066,392451,59462
"IRAQ",199202,28592,165934,6731764,119995
"SAUDI ARABIA",199212,227249,382308,6403675,83417
"IRAQ",199212,178885,20920,5649783,110455
"SAUDI ARABIA",199203,42982,470936,4153249,114414
"SAUDI ARABIA",199210,273971,597284,5939418,82875
"IRAN",199209,158933,389662,2574925,105099
"JORDAN",199205,186686,228876,1624374,108291
"SAUDI ARABIA",199212,142435,93887,4655178,112852
"JORDAN",199206,267220,88452,5704182,86427
"EGYPT",199205,24269,317715,6003805,103962
"JORDAN",199206,187789,279526,1505510,90330
"JORDAN",199207,283676,3403,3456734,78384
"EGYPT",199211,262033,323829,7337127,111168
"SAUDI ARABIA",199207,231683,586203,252679,77350
"IRAN",199208,180169,45984,6241555,115798
"EGYPT",199205,214355,190285,2995359,82516
"IRAN",199201,58001,409825,7286160,104088
"EGYPT",199204,119011,162966,3380247,121737
"SAUDI ARABIA",199210,107779,243029,952569,58320
"IRAQ",199207,174515,530070,4730215,66003
"JORDAN",199201,264419,467218,3368309,71111
"SAUDI ARABIA",199201,264419,487661,7913472,98918
"EGYPT",199204,268759,498415,5956025,84803
"JORDAN",199208,214891,595575,1169385,100233
"IRAN",199212,50104,308656,1812792,99878
"IRAQ",199208,36286,227184,2177893,66670
"EGYPT",199202,113549,592547,803364,98371
"EGYPT",199206,98461,418855,7627469,106429
"JORDAN",199209,98677,164392,6408116,87383
"EGYPT",199209,98677,524027,2677948,63060
"IRAN",199202,112994,158012,3250690,64200
"IRAN",199209,97507,134071,5083322,66304
"EGYPT",199209,97507,323286,1411393,78556
"SAUDI ARABIA",199212,243652,268349,4303717,79039
"IRAQ",199203,153446,597677,3652229,106479
"IRAQ",199207,88555,361168,608429,73749
"IRAN",199204,248189,154670,6488208,103480
"JORDAN",199211,56632,568930,7639834,119934
"EGYPT",199207,295903,377878,3716134,117351
"JORDAN",199203,208801,287691,664757,100720
"IRAQ",199210,11116,270192,4487176,69730
"EGYPT",199210,96442,166912,9403780,118734
"IRAN",199207,282656,269438,4598041,84445
"EGYPT",199207,15416,4747,165174,99104
"IRAQ",199210,280709,243840,7342244,107029
"JORDAN",199210,266545,563063,334433,67562
"IRAN",199201,254918,6949,7820931,111356
"SAUDI ARABIA",199208,160054,365922,6100895,119274
"JORDAN",199204,281846,534382,1110426,84981
"IRAQ",199204,14555,325219,1493040,74652
"IRAN",199204,204503,374710,530055,107082
"IRAQ",199204,204503,140311,4053930,81078
"IRAQ",199206,133291,461558,2233709,91171
"IRAN",199208,228295,148409,1894620,87444
"SAUDI ARABIA",199212,34147,13385,1558056,77902
"IRAN",199201,295765,186582,3003444,100114
"IRAQ",199209,26824,369625,3985722,101676
"IRAN",199209,26824,472546,3037040,91111
"EGYPT",199205,30935,426801,7013059,103666
"SAUDI ARABIA",199211,245632,534057,962288,65461
"JORDAN",199204,253622,226118,1983790,62646
"IRAN",199211,259298,2108,808080,60606
"JORDAN",199203,250690,293157,2163413,69008
"IRAN",199206,29972,392300,5012244,83537
"EGYPT",199201,134185,409861,876565,106250
"SAUDI ARABIA",199201,48895,149536,2825414,95131
"JORDAN",199203,141215,418465,3971856,83006
"EGYPT",199208,120385,226033,4177491,57541
"SAUDI ARABIA",199202,166963,548586,2288384,98073
"IRAN",199212,287131,208971,8659095,112797
"SAUDI ARABIA",199212,287131,375508,3958725,95009
"IRAN",199205,143011,5659,4801910,93879
"SAUDI ARABIA",199212,68935,95199,2223581,71651
"IRAN",199212,33376,24113,3901607,62226
"SAUDI ARABIA",199208,29629,308851,7180842,111590
"EGYPT",199212,68074,333011,1653696,62640
"SAUDI ARABIA",199211,236015,209010,3782604,55140
"IRAN",199207,196582,77298,3661357,76517
"IRAN",199204,243925,411024,2199120,56100
"JORDAN",199204,243925,560021,4648300,64860
"IRAQ",199202,202970,347946,2735671,119635
"EGYPT",199201,69052,513664,2851988,100658
"EGYPT",199211,61900,367035,2424444,66121
"SAUDI ARABIA",199201,36958,230252,2246256,70934
"SAUDI ARABIA",199203,235969,307550,610555,93452
"SAUDI ARABIA",199209,222376,188279,4375264,82036
"EGYPT",199208,186034,339776,2360488,108945
"IRAQ",199204,50564,234875,8062926,108591
"IRAN",199204,50564,162889,1366316,117112
"SAUDI ARABIA",199203,250850,585787,1668629,112365
"IRAN",199201,92287,70187,2948494,69430
"EGYPT",199205,273706,6162,5233984,64089
"JORDAN",199206,283024,406533,3990321,86370
"EGYPT",199210,270062,433226,4475671,69552
"EGYPT",199210,270062,372123,5738918,71706
"EGYPT",199206,73784,528796,5109356,109486
"EGYPT",199207,158141,487111,760976,65885
"JORDAN",199203,30878,156213,4477772,76152
"IRAN",199209,67861,552750,3244914,108163
"SAUDI ARABIA",199212,44962,465432,5810430,83844
"JORDAN",199202,147103,117389,3996931,84382
"SAUDI ARABIA",199201,211808,444972,8817970,115017
"SAUDI ARABIA",199211,215309,430395,1325370,79522
"IRAN",199203,10801,192711,3358508,108222
"SAUDI ARABIA",199202,202925,539795,1453137,110086
"SAUDI ARABIA",199212,296749,506978,8932275,119097
"SAUDI ARABIA",199212,296749,96373,4338164,82162
"IRAN",199212,217399,390422,5390229,90744
"JORDAN",199212,272218,354765,3062639,109185
"IRAQ",199203,9802,598937,3868229,122154
"EGYPT",199203,9802,129422,4934828,87085
"JORDAN",199210,237034,564993,4436983,123478
"SAUDI ARABIA",199206,48418,29205,4877060,68052
"IRAN",199205,207574,568755,361098,109423
"EGYPT",199207,82363,232701,2287166,98021
"SAUDI ARABIA",199205,112004,46364,131036,78621
"IRAQ",199204,17168,564643,7172004,102457
"JORDAN",199202,51245,227993,6723430,115258
"EGYPT",199201,13009,426905,6961144,109912
"SAUDI ARABIA",199205,232525,259650,7726272,96578
"JORDAN",199208,28370,483481,4018478,87867
"IRAN",199208,190172,477926,4335180,114234
"SAUDI ARABIA",199204,205654,308966,1741905,118497
"IRAN",199203,158216,42757,2498632,101985
"JORDAN",199211,251599,318542,2652901,93631
"EGYPT",199209,88993,84755,3100234,104385
"IRAN",199204,276634,571234,3709406,78312
"IRAQ",199203,204910,549552,2722601,96091
"IRAQ",199203,204910,410242,230444,69133
"EGYPT",199212,155488,401984,4250953,113157
"JORDAN",199209,10582,478890,1850181,112132
"EGYPT",199212,38678,30573,2504947,90214
"IRAN",199201,168980,230568,881147,89913
"IRAQ",199203,102740,300065,2922497,63903
"IRAQ",199203,109423,76015,1068308,59460
"IRAN",199203,109423,38799,4301030,104267
"JORDAN",199206,193135,297705,1001181,102161
"EGYPT",199206,193135,310155,1048626,69908
"IRAQ",199207,135896,517413,143039,85823
"IRAQ",199212,49828,527801,8509313,109726
"IRAQ",199212,274834,353714,2078815,106062
"IRAN",199207,19747,189288,4184176,82636
"EGYPT",199207,85636,412127,5091590,62346
"JORDAN",199201,85945,173503,3277543,94590
"EGYPT",199202,296959,167163,1722224,73809
"IRAN",199202,296959,338948,8567642,119215
"SAUDI ARABIA",199212,23897,209738,6136109,98863
"EGYPT",199202,82408,281164,1145150,68709
"SAUDI ARABIA",199203,155258,400530,3719326,85830
"SAUDI ARABIA",199203,155258,298668,4166625,99999
"IRAQ",199204,84727,85105,863359,65406
"SAUDI ARABIA",199207,206941,10914,715364,109494
"IRAN",199207,28454,519233,2454331,75132
"IRAQ",199207,273535,192169,2396204,75669
"SAUDI ARABIA",199211,146146,434851,7350476,107149
"SAUDI ARABIA",199205,283111,453273,6131250,73575
"JORDAN",199203,126392,98125,1871117,67387
"IRAN",199208,272545,560962,3766714,121376
"IRAQ",199208,272545,283762,513250,104745
"EGYPT",199212,201304,584988,1658368,124377
"SAUDI ARABIA",199211,95453,561596,2599069,99454
"EGYPT",199212,249032,292453,6439435,86726
"EGYPT",199207,170273,162101,5699190,69786
"SAUDI ARABIA",199210,279623,3752,7947600,99345
"EGYPT",199205,208943,198993,3280240,125519
"EGYPT",199205,165428,578033,3919643,66660
"SAUDI ARABIA",199203,14407,133283,5030822,78976
"JORDAN",199203,252320,96795,6092086,107507
"IRAQ",199206,35584,313777,5318557,107445
"IRAQ",199205,252799,21558,1904180,88773
"IRAN",199202,280552,167378,3613425,86722
"IRAQ",199203,225016,318985,3406749,120238
"IRAQ",199211,228368,568823,5618646,113508
"IRAQ",199202,134638,447319,5515959,75977
"EGYPT",199202,37708,196084,1062072,70804
"EGYPT",199201,191245,462486,2413134,86907
"IRAN",199205,117005,246625,3388391,94296
"IRAQ",199202,188416,8573,2323101,88894
"IRAQ",199212,191743,386592,2014296,100714
"IRAN",199203,102979,262876,1456377,110331
"JORDAN",199206,249121,151671,844108,103360
"EGYPT",199206,216130,9402,2827378,78684
"SAUDI ARABIA",199203,293608,121708,7363332,103782
"IRAN",199202,147481,280468,1864155,86907
"EGYPT",199203,49702,212633,3400364,92737
"IRAQ",199202,68689,371283,3250248,81256
"EGYPT",199209,1882,487350,2780309,80239
"IRAN",199201,207301,104089,2035314,65584
"EGYPT",199207,173864,486632,1281939,97116
"JORDAN",199208,172744,172884,3487160,117412
"JORDAN",199207,273443,253680,1455599,98020
"EGYPT",199201,138889,108699,1024614,102461
"SAUDI ARABIA",199209,49493,95253,733971,74895
"IRAQ",199205,200348,401481,4064432,82947
"JORDAN",199212,47194,573686,1207126,105579
"JORDAN",199204,212278,365823,3399858,113328
"SAUDI ARABIA",199210,61523,561936,5286469,119874
"EGYPT",199206,185929,423697,4171604,97240
"JORDAN",199201,218648,47418,4055267,81924
"IRAN",199210,164137,218515,1277248,86010
"JORDAN",199205,151462,52417,5066817,82164
"IRAQ",199209,128902,465349,901623,78859
"SAUDI ARABIA",199210,272830,9811,2409134,103248
"EGYPT",199210,57064,339178,1550661,73029
"IRAN",199202,178666,406337,365533,74598
"SAUDI ARABIA",199205,217694,492861,926920,111230
"IRAQ",199207,105040,91330,1294903,79279
"SAUDI ARABIA",199205,162898,362644,5973205,102397
"SAUDI ARABIA",199204,186499,388543,2078569,97891
"IRAN",199210,216187,594062,3699328,69362
"EGYPT",199209,91676,369872,582558,116511
"JORDAN",199206,162061,244887,2381431,109912
"IRAQ",199206,162061,415663,5414735,94718
"EGYPT",199206,119233,234301,1729406,74117
"SAUDI ARABIA",199206,208279,196569,7328464,99933
"JORDAN",199205,251014,136962,6072840,119937
"SAUDI ARABIA",199209,293645,452535,1041257,89250
"EGYPT",199207,112336,183930,1395653,120835
"IRAN",199205,54662,119335,3981730,81259
"SAUDI ARABIA",199212,56047,155535,5299645,95431
"EGYPT",199207,126368,66493,5400113,87569
"EGYPT",199207,178987,454030,2532841,59040
"IRAQ",199204,91426,62917,6886110,112794
"EGYPT",199211,141049,436375,3894709,78681
"IRAN",199211,250025,269051,2423615,61202
"EGYPT",199205,140932,225596,7151426,91294
"IRAQ",199210,88312,113550,3283455,93813
"IRAQ",199201,259243,491549,1525114,92431
"SAUDI ARABIA",199205,256339,335904,4417129,116393
"SAUDI ARABIA",199212,198565,333104,3008740,68225
"IRAN",199207,250450,469518,7288701,89249
"JORDAN",199201,127783,452128,1603948,64806
"SAUDI ARABIA",199212,238103,289106,108413,65705
"IRAQ",199203,140038,217780,1497433,101866
"JORDAN",199207,15091,526655,6053868,100897
"IRAN",199209,133213,461195,3699744,69370
"EGYPT",199203,62953,431549,3664287,88831
"EGYPT",199202,59227,88471,3210834,87568
"IRAN",199207,167545,145997,4449632,122579
"IRAN",199212,40612,530296,4774572,79576
"JORDAN",199201,20708,473179,4378170,69129
"IRAN",199201,96911,373587,6642280,99634
"SAUDI ARABIA",199209,69718,320932,781168,117175
"IRAN",199206,176492,94102,3178690,65766
"EGYPT",199209,269410,333391,6768653,85462
"SAUDI ARABIA",199209,52897,223807,4673133,103847
"JORDAN",199202,20494,480987,9446208,118077
"EGYPT",199208,288739,416453,1780259,82165
"IRAQ",199202,167521,406674,3286171,94839
"IRAN",199201,137171,150721,7813285,106303
"SAUDI ARABIA",199210,264145,61145,4818345,66368
"EGYPT",199207,195409,426767,5365768,101624
"EGYPT",199201,191242,37096,911185,61985
"IRAN",199205,76256,571198,3482602,76150
"SAUDI ARABIA",199208,250502,380946,3040395,121615
"IRAQ",199210,56992,61387,533958,80902
"JORDAN",199210,56992,590880,3476597,118251
"IRAQ",199209,162922,449223,2986765,70332
"EGYPT",199212,166210,193073,4271314,69964
"IRAQ",199212,166210,265328,5043909,77598
"JORDAN",199206,210193,59149,1551396,66488
"JORDAN",199206,210193,454112,3905087,63965
"IRAN",199211,50315,133409,3894480,86544
"SAUDI ARABIA",199201,11206,312826,3458801,110328
"JORDAN",199210,241970,155725,3315700,106843
"SAUDI ARABIA",199209,96655,513432,7082509,86724
"EGYPT",199207,239675,65060,1406382,61503
"EGYPT",199203,118057,409940,915710,110995
"JORDAN",199203,118057,226021,3526665,56820
"SAUDI ARABIA",199211,28948,151214,1012168,75912
"IRAN",199206,119401,266152,2739443,67088
"SAUDI ARABIA",199210,98690,28719,4844267,98862
"JORDAN",199210,239419,66308,3246916,76458
"IRAN",199208,269827,394945,6527776,122395
"IRAQ",199201,271786,229680,5099434,96580
"JORDAN",199207,96848,172836,9448708,114529
"EGYPT",199212,236219,39563,5652630,90153
"IRAQ",199206,214292,365432,5485049,89845
"JORDAN",199206,214292,323384,6473902,84442
"EGYPT",199201,194588,319177,4306176,71769
"EGYPT",199201,194588,399119,3897920,73086
"JORDAN",199202,88345,303217,610100,73212
"SAUDI ARABIA",199208,221,369388,1165896,87442
"JORDAN",199206,103823,164511,2161599,94530
"IRAN",199212,268657,386148,2565756,74047
"IRAN",199208,230878,334139,4645555,70387
"IRAQ",199208,73517,242495,6761905,86248
"IRAQ",199201,31642,259057,3149724,60962
"EGYPT",199203,166841,194844,8637532,116330
"IRAQ",199203,166841,542430,3789983,88344
"JORDAN",199211,70807,285510,7106616,89730
"SAUDI ARABIA",199202,89668,428196,3227492,67450
"SAUDI ARABIA",199202,89668,426208,3062286,68050
"IRAQ",199212,237592,420693,6709639,96820
"JORDAN",199205,132053,309757,2826784,106004
"JORDAN",199209,16558,258461,4968075,85167
"EGYPT",199211,204901,417742,6901115,99583
"SAUDI ARABIA",199211,204901,486207,5433741,71590
"SAUDI ARABIA",199208,76621,226445,814629,82285
"SAUDI ARABIA",199204,138829,346720,3462751,106002
"IRAQ",199209,169348,178013,432039,65460
"SAUDI ARABIA",199210,232688,597719,3956750,109001
"JORDAN",199206,280643,361438,6828358,89965
"EGYPT",199206,124436,207807,7978917,102887
"SAUDI ARABIA",199205,111349,206842,346268,104929
"IRAN",199204,242944,284799,2648913,107026
"EGYPT",199207,233443,209578,6479811,89253
"SAUDI ARABIA",199208,1303,491525,2675106,90990
"IRAQ",199212,152446,156589,493674,98734
"IRAN",199212,140843,364419,5088062,89004
"EGYPT",199204,62074,155479,7212009,92068
"SAUDI ARABIA",199202,79370,291458,4161342,86966
"IRAN",199202,79370,119877,4275544,113812
"EGYPT",199201,227132,538911,4439899,116993
"JORDAN",199202,292549,161482,458413,92608
"SAUDI ARABIA",199211,72329,110503,7491825,90810
"IRAN",199203,251929,468641,2230933,96577
"EGYPT",199204,30463,571988,203936,123597
"JORDAN",199212,106243,238649,7779387,95257
"JORDAN",199212,106243,558189,4644423,74829
"SAUDI ARABIA",199211,77807,560802,3911838,111766
"IRAN",199204,198964,97354,2006754,81081
"IRAN",199203,148954,386335,4548224,85279
"IRAQ",199203,123101,36117,1263732,63186
"JORDAN",199206,121634,363978,7804371,122517
"IRAN",199209,267641,365354,1405146,85160
"IRAQ",199202,165700,317526,2932669,92610
"IRAN",199210,34642,363017,4383720,64800
"IRAQ",199209,204781,83764,4967133,104865
"IRAN",199202,224371,377336,3324128,84799
"IRAQ",199202,224371,249532,3407496,88891
"EGYPT",199208,152399,56092,1763935,62885
"EGYPT",199208,152399,122608,6711549,97836
"IRAQ",199206,74884,597416,6080801,90803
"EGYPT",199211,60331,487191,2886516,70690
"EGYPT",199202,174467,298074,4727784,64323
"EGYPT",199202,174467,324285,6022642,78556
"EGYPT",199202,174467,121661,6829916,100959
"JORDAN",199202,58679,559062,1569456,67262
"IRAN",199208,179308,497967,2695897,117896
"EGYPT",199210,194989,4375,4559674,76762
"IRAQ",199205,48979,463995,9115087,117538
"IRAQ",199205,48979,153891,4193182,116693
"IRAQ",199203,231028,255446,6729666,84085
