"s_nation","lo_custkey","lo_orderdate","lo_revenue"
"VIETNAM",3077,19970701,850082
"CHINA",29008,19920714,6665344
"VIETNAM",6643,19940728,6411629
"VIETNAM",24235,19950516,4310534
"JAPAN",24235,19950516,6313885
"INDONESIA",21329,19970711,3165744
"INDIA",28454,19980729,2967087
"JAPAN",10652,19931031,5070010
"INDIA",21688,19931005,6348473
"INDONESIA",17296,19950305,1347040
"INDONESIA",21886,19970127,1707841
"INDIA",21886,19970127,6682890
"JAPAN",18490,19930415,4264611
"JAPAN",15055,19940917,2952657
"CHINA",15055,19940917,7684407
"JAPAN",2782,19940903,3160296
"JAPAN",2782,19940903,4575609
"INDONESIA",2782,19940903,428985
"JAPAN",23483,19960830,6293572
"INDONESIA",19688,19930408,3419910
"JAPAN",19688,19930408,3400791
"CHINA",27839,19941028,1510774
"CHINA",27839,19941028,633430
"CHINA",27719,19920806,1081396
"JAPAN",27719,19920806,3685469
"VIETNAM",13828,19940311,392432
"JAPAN",13828,19940311,6334911
"CHINA",24004,19951128,4705728
"INDIA",23096,19960104,1260375
"CHINA",29852,19950629,678228
"INDONESIA",16903,19950116,3991145
"CHINA",24928,19950521,1090567
"INDIA",24928,19950521,3011620
"JAPAN",7798,19970523,3884426
"CHINA",7798,19970523,2341524
"CHINA",19619,19950511,328213
"INDONESIA",5440,19950407,3557928
"INDONESIA",5440,19950407,5976824
"VIETNAM",21877,19931025,3057077
"INDIA",9439,19940216,4396140
"INDONESIA",25583,19941121,3015460
"VIETNAM",25583,19941121,1536183
"CHINA",17815,19920207,5058123
"CHINA",26915,19951109,5140665
"INDONESIA",17737,19950809,2139538
"INDIA",21016,19920120,4664755
"JAPAN",15380,19951001,5651834
"INDONESIA",15380,19951001,1969239
"INDIA",26930,19950304,2843471
"CHINA",29419,19941030,2887899
"JAPAN",24502,19920311,188147
"JAPAN",23425,19940916,189369
"INDIA",23425,19940916,106749
"INDIA",26588,19951010,2084850
"CHINA",2419,19941026,6155086
"INDIA",12572,19940512,609293
"INDONESIA",12572,19940512,3934391
"CHINA",3860,19980102,2422648
"VIETNAM",3860,19980102,730534
"INDONESIA",26107,19920908,2474612
"CHINA",26107,19920908,859039
"JAPAN",20116,19961017,2604373
"CHINA",22069,19931027,5502756
"JAPAN",21491,19960303,4836582
"VIETNAM",27020,19921005,1530751
"INDIA",27020,19921005,7644988
"INDONESIA",9280,19940113,2880700
"INDONESIA",20389,19950623,5343386
"JAPAN",20389,19950623,1609328
"INDIA",2254,19930607,3771386
"INDIA",19534,19950306,7506885
"VIETNAM",24724,19950604,1875404
"INDONESIA",26515,19960421,2616661
"INDIA",26515,19960421,5154821
"JAPAN",19100,19930613,329006
"JAPAN",19100,19930613,3094217
"VIETNAM",24176,19921206,4548860
"INDONESIA",24176,19921206,1238860
"CHINA",733,19930529,119825
"VIETNAM",1991,19970429,3311054
"CHINA",1991,19970429,5698365
"INDONESIA",26908,19921227,1779696
"CHINA",2009,19980429,334960
"INDIA",4618,19961019,2856573
"INDIA",26626,19970712,6148981
"CHINA",7697,19921010,2617639
"CHINA",24796,19960211,2614333
"JAPAN",24796,19960211,5414039
"INDONESIA",4388,19970407,2913440
"INDONESIA",4388,19970407,2307528
"INDONESIA",16246,19971109,9206160
"CHINA",16246,19971109,3171504
"INDONESIA",16246,19971109,3835695
"VIETNAM",22000,19950901,4395283
"JAPAN",5209,19920104,7340913
"INDIA",5209,19920104,208153
"JAPAN",5209,19920104,1577218
"CHINA",5209,19920104,1430198
"VIETNAM",12314,19980213,8728331
"INDONESIA",10951,19931109,2360831
"VIETNAM",18601,19970521,2301763
"INDONESIA",5701,19960516,3120480
"INDONESIA",5222,19930105,472183
"VIETNAM",5222,19930105,5367519
"INDONESIA",29270,19950716,3511719
"JAPAN",8537,19950530,3035120
"INDONESIA",3910,19920730,8021529
"INDONESIA",3910,19920730,2841699
"JAPAN",2344,19970819,6172026
"INDIA",2344,19970819,3370698
"VIETNAM",4504,19950109,1449755
"INDONESIA",4504,19950109,8138000
"JAPAN",8140,19920129,4910656
"INDONESIA",8140,19920129,1898782
"INDIA",5497,19940919,1793091
"JAPAN",5497,19940919,6293279
"INDONESIA",3265,19930418,6675318
"INDONESIA",9095,19940525,6197939
"JAPAN",9095,19940525,804325
"INDONESIA",9583,19921106,1241260
"INDIA",9583,19921106,1689591
"VIETNAM",9583,19921106,1360996
"INDIA",10687,19951008,2542846
"INDIA",10687,19951008,5781215
"INDONESIA",25148,19960507,1039993
"INDONESIA",6410,19951203,1004517
"INDIA",6410,19951203,1865564
"INDONESIA",6410,19951203,3428025
"JAPAN",2614,19941025,4717044
"CHINA",26749,19950624,7578616
"INDONESIA",5915,19921012,6216859
"JAPAN",6962,19930904,3001893
"JAPAN",2224,19971107,6074087
"INDONESIA",2224,19971107,5680678
"INDIA",15916,19960730,7297091
"JAPAN",15916,19960730,6200650
"CHINA",11929,19960828,519056
"INDONESIA",27239,19920226,1223884
"VIETNAM",17087,19940108,2765734
"JAPAN",13967,19970829,7131388
"CHINA",20323,19930812,646128
"JAPAN",14077,19980722,5434613
"INDIA",23131,19930219,5469915
"INDIA",11551,19940817,6905517
"CHINA",11551,19940817,2907328
"CHINA",4306,19920324,6915586
"INDONESIA",4306,19920324,2230098
"CHINA",23377,19980207,7734320
"INDONESIA",23377,19980207,5550693
"INDIA",23791,19961125,6378845
"INDONESIA",23791,19961125,4248774
"INDIA",9320,19961021,8864059
"VIETNAM",21181,19920204,1005024
"JAPAN",29215,19960621,7647562
"INDIA",29215,19960621,1485684
"VIETNAM",29215,19960621,5015691
"VIETNAM",29215,19960621,2094288
"CHINA",21268,19970129,3109946
"JAPAN",21268,19970129,2915683
"CHINA",6635,19980621,5687646
"INDONESIA",28429,19940418,3698136
"INDIA",6388,19980713,1872083
"CHINA",13252,19960920,5661999
"VIETNAM",5612,19971001,4824188
"INDONESIA",5612,19971001,965455
"CHINA",5612,19971001,2118972
"INDONESIA",5612,19971001,6509559
"INDONESIA",14759,19930724,521632
"INDIA",8645,19940902,4478707
"VIETNAM",8645,19940902,7112812
"CHINA",8645,19940902,8261685
"INDONESIA",18490,19940906,3256657
"INDONESIA",7811,19960306,790910
"INDIA",7811,19960306,6016278
"INDONESIA",7811,19960306,3582424
"INDIA",26815,19960813,6506120
"VIETNAM",26815,19960813,4153288
"JAPAN",26815,19960813,633404
"INDIA",3325,19930628,6033934
"INDONESIA",20417,19970923,2963398
"VIETNAM",3850,19941230,105110
"CHINA",3850,19941230,2249410
"CHINA",24599,19920919,2801355
"INDIA",3259,19940921,1818211
"CHINA",21389,19950507,3588343
"INDONESIA",21389,19950507,6404745
"INDONESIA",9463,19940621,2175866
"JAPAN",11683,19980211,3602387
"CHINA",21907,19960927,4038092
"CHINA",21907,19960927,773823
"INDONESIA",7670,19960317,2037432
"JAPAN",7670,19960317,5163120
"VIETNAM",15778,19930512,7568583
"INDONESIA",16885,19960410,1001893
"INDONESIA",16885,19960410,6679579
"VIETNAM",25861,19920407,1219206
"INDONESIA",9490,19950323,1951246
"JAPAN",18326,19920804,8077545
"INDIA",18326,19920804,5621752
"INDIA",21742,19930923,4980864
"CHINA",21742,19930923,3149971
"INDONESIA",24619,19930322,280906
"JAPAN",6877,19960225,3954775
"CHINA",6877,19960225,2996390
"CHINA",20839,19980213,6694350
"JAPAN",4418,19940421,318976
"VIETNAM",4418,19940421,3827646
"INDONESIA",17447,19980726,1291488
"INDONESIA",17447,19980726,1601033
"INDONESIA",9091,19950822,4402783
"VIETNAM",9091,19950822,302792
"INDONESIA",9091,19950822,4210722
"CHINA",9091,19950822,6650980
"INDONESIA",21442,19940725,1590301
"INDONESIA",11896,19920917,462604
"VIETNAM",9658,19961114,1101027
"JAPAN",9658,19961114,1719696
"INDONESIA",9113,19921124,3359851
"VIETNAM",9764,19941108,3804072
"CHINA",9764,19941108,2085519
"INDIA",9764,19941108,2399037
"CHINA",28336,19920516,1156525
"INDONESIA",28336,19920516,1895373
"CHINA",7954,19960606,4270920
"VIETNAM",7954,19960606,6980052
"INDIA",2615,19961222,1889349
"CHINA",2615,19961222,3786015
"JAPAN",27815,19970404,1196951
"JAPAN",14642,19960313,7489556
"VIETNAM",11840,19961216,1910812
"INDIA",11840,19961216,3483125
"VIETNAM",1687,19920608,1968685
"INDIA",427,19970725,626521
"VIETNAM",13198,19940331,1838168
"JAPAN",29375,19921124,1222481
"INDIA",24667,19970731,971111
"INDIA",25915,19940124,1517819
"INDONESIA",22252,19971126,2181548
"INDONESIA",22252,19971126,2109273
"JAPAN",18823,19961112,3765906
"CHINA",24431,19940318,460253
"CHINA",22363,19950805,8269338
"INDIA",19898,19940330,2129606
"CHINA",19898,19940330,5958043
"CHINA",19898,19940330,2196656
"CHINA",1412,19970830,2002364
"JAPAN",15757,19970716,628903
"JAPAN",28045,19951014,476674
"INDONESIA",19042,19970820,2429537
"VIETNAM",17021,19961001,1940662
"CHINA",9406,19970301,2443870
"INDIA",16343,19930612,5619763
"CHINA",16345,19971105,554015
"INDIA",29285,19950713,7287632
"INDIA",19289,19930502,1513068
"INDIA",1870,19980725,4993056
"INDIA",1870,19980725,3290824
"JAPAN",17824,19980709,2836138
"INDONESIA",27772,19960604,4011339
"CHINA",27370,19960317,860652
"INDONESIA",20770,19930808,8064166
"JAPAN",19339,19970721,3516717
"VIETNAM",9505,19930707,5809087
"VIETNAM",9505,19930707,1367157
"INDONESIA",9505,19930707,5257908
"CHINA",19015,19930228,4128269
"INDIA",4345,19920912,6212289
"JAPAN",8260,19941108,3862277
"INDIA",8260,19941108,2137408
"INDONESIA",478,19980530,2018432
"CHINA",9506,19920501,6305590
"INDONESIA",1118,19930316,534649
"INDIA",3025,19980612,5288378
"VIETNAM",3025,19980612,7039436
"INDIA",8440,19940112,581703
"VIETNAM",443,19930720,738841
"INDIA",25309,19940813,7317850
"INDONESIA",26854,19970707,1680758
"JAPAN",26854,19970707,781349
"VIETNAM",26854,19970707,4136206
"VIETNAM",26854,19970707,264402
"JAPAN",15949,19940527,785622
"VIETNAM",15949,19940527,2875002
"INDIA",1609,19960803,7040644
"CHINA",6206,19950117,2597806
"INDIA",6206,19950117,5504469
"JAPAN",6206,19950117,4528170
"VIETNAM",8287,19940406,161085
"INDIA",8287,19940406,4403002
"VIETNAM",8287,19940406,2063433
"INDONESIA",26936,19930612,3786720
"INDONESIA",1514,19971216,7231713
"INDONESIA",3817,19930502,4142233
"INDONESIA",4045,19930316,152595
"JAPAN",15190,19940311,7868316
"INDONESIA",16459,19960321,6602148
"CHINA",10787,19930825,2176188
"CHINA",10787,19930825,3654079
"INDIA",10787,19930825,2199943
"VIETNAM",10100,19970822,3424696
"VIETNAM",10100,19970822,178197
"INDONESIA",10100,19970822,320600
"CHINA",16507,19920228,3628309
"CHINA",2569,19970717,4174566
"CHINA",2569,19970717,5027184
"VIETNAM",6818,19920629,473187
"INDIA",19222,19960803,4832390
"JAPAN",20432,19921016,2297586
"VIETNAM",19990,19961126,4281816
"INDIA",19990,19961126,4062082
"CHINA",4993,19970124,5239769
"INDONESIA",4993,19970124,3794306
"JAPAN",29681,19940715,853734
"JAPAN",3403,19961107,6048982
"INDIA",3403,19961107,2044460
"INDONESIA",19990,19920428,184799
"JAPAN",19990,19920428,7944577
"JAPAN",3914,19940831,4832479
"CHINA",8072,19980723,1915716
"JAPAN",8072,19980723,8030318
"INDONESIA",671,19970120,3854259
"JAPAN",671,19970120,320624
"INDONESIA",18664,19940829,7404023
"JAPAN",14077,19920330,2678102
"CHINA",14077,19920330,306764
"JAPAN",8911,19970910,6090822
"VIETNAM",23099,19950822,4791052
"INDIA",23099,19950822,1952524
"CHINA",9788,19950731,1625288
"CHINA",8218,19930203,1648566
"VIETNAM",8218,19930203,7849004
"VIETNAM",7981,19970917,4976536
"CHINA",7981,19970917,234222
"INDONESIA",7981,19970917,3016859
"JAPAN",22349,19941215,3280822
"INDONESIA",19205,19970406,877622
"VIETNAM",6931,19950113,3496357
"CHINA",6931,19950113,3747699
"INDONESIA",12245,19930327,9022093
"CHINA",2770,19920819,6161865
"INDIA",15811,19931002,1389231
"INDONESIA",15874,19950801,7022400
"VIETNAM",15874,19950801,1787443
"INDIA",2086,19950221,514236
"VIETNAM",3373,19960813,8000732
"CHINA",15079,19960725,711355
"CHINA",29656,19970407,3436836
"INDONESIA",16657,19970921,2363790
"CHINA",16657,19970921,3499645
"JAPAN",11371,19971004,4652236
"JAPAN",19528,19920825,3300831
"JAPAN",29959,19920501,4172190
"INDONESIA",19340,19940214,6343313
"JAPAN",12613,19980508,1167451
"INDIA",12613,19980508,4210755
"VIETNAM",7163,19950411,7962486
"INDIA",7163,19950411,2782133
"INDIA",7163,19950411,5309198
"CHINA",22115,19940319,4538695
"CHINA",14897,19920217,2180879
"INDONESIA",14897,19920217,2624119
"VIETNAM",14897,19920217,2057390
"INDONESIA",18329,19941202,2119527
"VIETNAM",18329,19941202,5530789
"VIETNAM",18329,19941202,2290110
"JAPAN",2578,19920404,3562546
"CHINA",2578,19920404,5502745
"INDIA",12448,19930813,1502721
"INDIA",10717,19920321,6701482
"VIETNAM",10717,19920321,6637004
"VIETNAM",10717,19920321,2855111
"JAPAN",10717,19920321,1473942
"JAPAN",10717,19920321,7265704
"INDIA",14512,19940825,4194546
"CHINA",14512,19940825,1321878
"INDONESIA",14512,19940825,6040915
"CHINA",5185,19921223,4369325
"INDONESIA",7913,19970101,5946973
"JAPAN",23471,19930801,6855033
"INDIA",23471,19930801,4593396
"INDIA",16774,19970506,7049197
"INDONESIA",16774,19970506,1658321
"CHINA",29761,19951002,6108007
"CHINA",12355,19970728,3678138
"INDONESIA",12355,19970728,5227794
"VIETNAM",15557,19960808,3607970
"JAPAN",457,19970626,2260969
"VIETNAM",20683,19930926,1777671
"VIETNAM",19835,19930512,4816627
"JAPAN",19835,19930512,1864121
"INDONESIA",19835,19930512,5097179
"CHINA",3529,19980618,1309137
"JAPAN",3529,19980618,4932442
"VIETNAM",3529,19980618,6583665
"JAPAN",6799,19970227,5369646
"VIETNAM",6799,19970227,355878
"VIETNAM",6799,19970227,4702977
"CHINA",22169,19920801,4466880
"INDIA",22169,19920801,5358389
"CHINA",26566,19940204,1527113
"CHINA",26566,19940204,4222522
"CHINA",26566,19940204,4154832
"JAPAN",26566,19940204,2703753
"INDONESIA",14644,19920222,6396300
"INDONESIA",13873,19930603,2110418
"JAPAN",22699,19950112,353388
"INDONESIA",22699,19950112,578173
"VIETNAM",7450,19940910,2631049
"JAPAN",18784,19960331,5279568
"CHINA",18784,19960331,3797491
"CHINA",17429,19930522,4011081
"INDONESIA",3577,19941123,4027571
"VIETNAM",21634,19950118,7780534
"INDIA",21634,19950118,952656
"CHINA",21634,19950118,5197719
"VIETNAM",21634,19950118,2923055
"CHINA",10090,19960602,6862426
"CHINA",7018,19921022,753784
"INDONESIA",7018,19921022,4086698
"CHINA",1333,19920521,664117
"INDONESIA",13070,19980206,1316999
"VIETNAM",2239,19930311,4612998
"JAPAN",7387,19950429,1112383
"INDIA",29056,19960103,1172993
"VIETNAM",29056,19960103,3525782
"INDIA",29056,19960103,6049714
"JAPAN",26078,19920117,4398291
"INDONESIA",21434,19921117,3879124
"INDIA",21434,19921117,1310005
"VIETNAM",24211,19921229,8788953
"CHINA",25636,19980524,189724
"INDIA",25636,19980524,2356757
"VIETNAM",25636,19980524,2711589
"JAPAN",1156,19970712,5148881
"CHINA",1156,19970712,3559824
"INDONESIA",1156,19970712,2775966
"CHINA",18128,19970703,1542840
"INDONESIA",18128,19970703,3585249
"JAPAN",8278,19950311,807543
"JAPAN",8278,19950311,4823902
"INDONESIA",24365,19950702,8119241
"CHINA",19204,19940223,3442268
"INDIA",5899,19930808,5139946
"INDIA",5899,19930808,186383
"JAPAN",5899,19930808,2889815
"INDIA",5899,19930808,3699997
"INDIA",21493,19961113,3720532
"JAPAN",21493,19961113,3428586
"VIETNAM",28339,19930104,4770429
"INDIA",23714,19950330,1334851
"VIETNAM",23714,19950330,3610550
"INDIA",11215,19970430,5231300
"VIETNAM",11215,19970430,2358457
"CHINA",25801,19960721,5218129
"JAPAN",25801,19960721,2479463
"INDONESIA",27649,19920313,2092460
"INDONESIA",26920,19940509,4148794
"INDIA",23650,19940201,7551503
"CHINA",13832,19951003,1436114
"JAPAN",2156,19950703,1593599
"VIETNAM",2156,19950703,8432208
"CHINA",2156,19950703,5102127
"VIETNAM",23527,19930430,2519175
"VIETNAM",25283,19970514,4929576
"CHINA",25283,19970514,5384561
"CHINA",4351,19950330,4412487
"INDONESIA",7823,19970730,8904295
"INDIA",12478,19920720,1542905
"VIETNAM",21958,19921230,643072
"VIETNAM",3271,19930124,4019742
"INDONESIA",25195,19960510,4499341
"INDONESIA",23969,19940521,7337526
"JAPAN",23969,19940521,2825622
"INDONESIA",2690,19950602,6155513
"JAPAN",26035,19950608,1913621
"INDIA",25087,19921001,3827877
"CHINA",20857,19950520,4994088
"INDIA",24607,19930804,5313078
"VIETNAM",24607,19930804,4485666
"INDIA",18895,19970215,1507605
"CHINA",18895,19970215,2231940
"VIETNAM",12886,19920416,495580
"CHINA",12886,19920416,3534076
"JAPAN",17959,19940510,3803484
"CHINA",17959,19940510,457875
"VIETNAM",2155,19920129,3122925
"JAPAN",2155,19920129,1018480
"CHINA",23417,19980522,3727845
"VIETNAM",23417,19980522,3878909
"INDIA",29908,19930425,545710
"JAPAN",2089,19980313,1788811
"CHINA",14593,19961103,757902
"CHINA",2683,19980604,1942033
"INDONESIA",2683,19980604,3245399
"INDIA",9226,19980404,5689726
"CHINA",27884,19921001,4469262
"CHINA",27884,19921001,6156673
"INDIA",9377,19971130,6228678
"CHINA",1027,19940828,4629464
"INDIA",1027,19940828,2780160
"INDIA",21368,19920916,5679912
"VIETNAM",22406,19960522,5223547
"INDONESIA",22406,19960522,3897804
"INDONESIA",8452,19951117,6003326
"INDIA",21023,19961215,449544
"CHINA",21023,19961215,3211026
"INDONESIA",21023,19961215,2088759
"VIETNAM",19660,19940708,4542956
"JAPAN",3865,19921101,593080
"INDONESIA",11257,19930227,767904
"INDONESIA",11257,19930227,1312383
"INDONESIA",15211,19940404,296161
"INDONESIA",4876,19930407,2949679
"VIETNAM",4918,19970720,6579000
"INDONESIA",4918,19970720,3574178
"INDONESIA",24637,19940524,247929
"VIETNAM",12208,19951101,3907484
"JAPAN",29804,19941219,3855016
"VIETNAM",4579,19970304,2477055
"JAPAN",4579,19970304,5447843
"CHINA",4579,19970304,6240366
"INDIA",4579,19970304,4342995
"INDIA",28934,19980519,1198208
"INDONESIA",20467,19940624,2791882
"INDIA",20467,19940624,8245766
"VIETNAM",8047,19960506,5940773
"INDIA",26696,19971125,3026064
"VIETNAM",26696,19971125,6491543
"INDIA",19553,19940809,2349873
"JAPAN",985,19970130,2772126
"JAPAN",985,19970130,2207349
"JAPAN",985,19970130,2167062
"INDIA",985,19970130,6284980
"CHINA",15163,19951006,8099358
"INDIA",11386,19960331,2105386
"VIETNAM",17735,19970313,4540016
"INDONESIA",21445,19960120,2043260
"VIETNAM",2389,19951031,137047
"JAPAN",2389,19951031,603221
"JAPAN",10991,19941208,6098677
"JAPAN",17108,19930809,3158624
"CHINA",8743,19950620,6332640
"INDONESIA",3781,19960605,5011042
"JAPAN",13613,19971221,5596594
"JAPAN",8065,19980320,3255563
"CHINA",1645,19940204,5779963
"CHINA",19529,19950612,3772506
"JAPAN",16720,19940418,1324520
"INDONESIA",16258,19960212,1170151
"VIETNAM",23377,19980612,5849969
"INDIA",3476,19951108,6198858
"INDONESIA",3476,19951108,159468
"INDONESIA",6973,19980204,3026583
"INDIA",6973,19980204,600821
"CHINA",6973,19980204,3950436
"VIETNAM",3667,19920221,2804193
"CHINA",22709,19980517,1802122
"CHINA",24499,19961116,1831115
"INDONESIA",24499,19961116,7279520
"JAPAN",24499,19961116,3991296
"CHINA",17488,19941108,2020040
"INDIA",17488,19941108,6487688
"INDIA",17488,19941108,4486401
"CHINA",21022,19920603,2585996
"VIETNAM",13771,19921114,8012109
"INDONESIA",24289,19930616,7399630
"VIETNAM",1813,19980428,163417
"VIETNAM",20902,19930405,928381
"INDONESIA",13751,19951130,5166496
"INDONESIA",12289,19970420,4046254
"CHINA",8758,19920423,2010690
"CHINA",8758,19920423,6185325
"INDONESIA",8758,19920423,1938840
"INDIA",11557,19960410,4847402
"VIETNAM",5405,19980719,6669187
"JAPAN",1354,19960929,422448
"CHINA",1051,19940306,4476395
"VIETNAM",1051,19940306,2836234
"JAPAN",1051,19940306,1582138
"JAPAN",7828,19970114,4722947
"INDONESIA",20653,19950908,2716237
"CHINA",20653,19950908,2911744
"CHINA",20653,19950908,2231717
"CHINA",13162,19970301,2665305
"INDIA",2086,19940408,5279137
"VIETNAM",15268,19930626,1683212
"CHINA",3050,19950304,3888662
"CHINA",3050,19950304,4677308
"INDIA",7544,19950830,1214373
"CHINA",7544,19950830,6250850
"JAPAN",8459,19931206,333654
"JAPAN",26995,19960716,2582970
"JAPAN",29012,19960827,1514240
"VIETNAM",29012,19960827,4217708
"JAPAN",11344,19931202,1711681
"INDONESIA",11725,19970322,6997502
"CHINA",17534,19940608,5482123
"INDONESIA",17534,19940608,7331151
"CHINA",17534,19940608,2016670
"JAPAN",23257,19930607,4435924
"INDIA",23257,19930607,3137177
"INDIA",4969,19950924,4790862
"VIETNAM",9865,19970923,1363238
"INDIA",9865,19970923,6229027
"INDIA",20707,19930908,5821024
"CHINA",20639,19930707,1378491
"JAPAN",19453,19960620,1549885
"VIETNAM",19453,19960620,7592428
"JAPAN",27320,19970610,4551098
"INDONESIA",27320,19970610,3586619
"VIETNAM",3362,19930519,7031703
"INDONESIA",22444,19920203,4823975
"INDONESIA",14879,19930613,2019087
"VIETNAM",10342,19920726,5746176
"INDONESIA",10342,19920726,5946778
"INDIA",29932,19920501,5236617
"JAPAN",29932,19920501,2671088
"INDIA",26002,19920202,2611210
"INDIA",10057,19970714,720206
"CHINA",10057,19970714,5925790
"JAPAN",10057,19970714,2531209
"INDONESIA",3425,19930330,6956187
"JAPAN",3425,19930330,1153533
"JAPAN",19582,19940913,261819
"CHINA",19582,19940913,3559835
"CHINA",19582,19940913,212797
"INDONESIA",23674,19961119,2527745
"CHINA",23674,19961119,198932
"CHINA",23674,19961119,5624294
"INDONESIA",23941,19970205,4318658
"INDIA",23941,19970205,2641748
"VIETNAM",23941,19970205,2802491
"VIETNAM",15425,19931020,5063993
"CHINA",1439,19960805,1508179
"INDONESIA",28435,19980302,7582799
