"d_year","s_nation","lo_custkey","lo_revenue"
1997,"INDIA",18748,2207067
1994,"VIETNAM",3469,6643226
1996,"JAPAN",9121,3238933
1992,"INDONESIA",25522,747975
1992,"JAPAN",25522,1332455
1996,"INDIA",10291,4742183
1996,"INDONESIA",10291,1342784
1993,"INDONESIA",9583,5123109
1993,"CHINA",9583,2619926
1996,"INDIA",25351,2737793
1996,"INDIA",25351,1616716
1996,"VIETNAM",25351,752514
1993,"VIETNAM",19753,5061723
1993,"JAPAN",19753,918056
1993,"VIETNAM",18055,3479112
1997,"JAPAN",3014,3731938
1995,"VIETNAM",3883,7018137
1995,"VIETNAM",3883,1744272
1992,"INDONESIA",29984,110783
1997,"INDONESIA",26287,6970174
1995,"INDIA",18694,178949
1995,"JAPAN",18694,2509493
1992,"INDONESIA",26411,5916831
1992,"INDIA",26411,1019315
1992,"INDIA",26411,3156020
1996,"CHINA",9499,2328092
1996,"VIETNAM",9499,2086295
1995,"INDIA",17512,5461570
1995,"JAPAN",17512,7568001
1997,"CHINA",21304,2183412
1994,"JAPAN",16217,1661763
1994,"INDONESIA",16217,4160656
1995,"JAPAN",4574,3286563
1996,"JAPAN",7058,541383
1995,"CHINA",8014,2224054
1995,"CHINA",8014,2549643
1995,"VIETNAM",5350,4372133
1997,"CHINA",12649,2395203
1993,"CHINA",11824,6692534
1993,"CHINA",23411,2841916
1993,"JAPAN",23411,4969193
1993,"CHINA",7693,1997153
1994,"CHINA",17908,5875150
1994,"INDIA",17908,2052483
1996,"INDIA",21499,3422027
1996,"JAPAN",21499,5528937
1996,"INDONESIA",5269,8201850
1996,"JAPAN",5269,1773438
1993,"INDIA",16129,1402018
1993,"CHINA",25783,3987372
1993,"VIETNAM",25783,3463624
1996,"CHINA",20992,3165593
1992,"JAPAN",412,3777607
1992,"INDONESIA",412,4129631
1992,"JAPAN",25160,6796306
1993,"INDIA",8425,7818526
1993,"CHINA",8425,2026125
1994,"VIETNAM",22874,1019118
1993,"JAPAN",22211,3341083
1995,"JAPAN",23012,3136832
1995,"VIETNAM",23012,3788183
1995,"CHINA",1004,1963140
1995,"CHINA",1004,4284685
1996,"CHINA",4253,7542113
1996,"INDONESIA",4253,6180300
1994,"CHINA",5146,3112498
1997,"CHINA",23515,195390
1997,"INDONESIA",23515,8159754
1995,"INDONESIA",20414,6414526
1994,"CHINA",8450,3178491
1993,"JAPAN",22052,2614032
1993,"INDIA",6773,6408558
1997,"CHINA",4681,589776
1997,"CHINA",4681,4372051
1996,"VIETNAM",13993,5419665
1995,"INDIA",21884,3028722
1996,"INDONESIA",1052,6247475
1996,"INDONESIA",1052,9108083
1997,"JAPAN",5749,4453836
1995,"CHINA",29824,6509888
1995,"VIETNAM",29824,254008
1992,"INDIA",8203,3421616
1997,"CHINA",2636,1527897
1995,"JAPAN",11497,1105879
1995,"INDONESIA",11497,2208020
1995,"INDONESIA",10363,1493190
1995,"INDONESIA",9923,1512741
1995,"CHINA",9923,6000887
1993,"CHINA",3352,3416234
1995,"INDONESIA",29161,1777564
1995,"CHINA",29161,675391
1995,"INDIA",29161,560859
1995,"JAPAN",17939,1576879
1995,"JAPAN",26768,735978
1997,"INDIA",26362,1175357
1994,"INDIA",25406,4151800
1994,"CHINA",28345,3888586
1992,"VIETNAM",29938,4199987
1994,"INDONESIA",2996,6026755
1993,"CHINA",7294,4152901
1993,"JAPAN",7294,3986643
1996,"INDONESIA",24571,4357435
1996,"CHINA",24571,6810833
1993,"CHINA",18196,3717372
1996,"INDONESIA",10825,2054578
1992,"INDONESIA",10252,1692461
1992,"INDONESIA",10252,2249730
1995,"INDIA",4804,7302173
1995,"CHINA",4804,3728826
1995,"INDONESIA",4804,3337621
1996,"INDIA",1706,4570169
1992,"VIETNAM",9526,1401504
1996,"JAPAN",26648,5202751
1994,"CHINA",24515,8120332
1994,"VIETNAM",24515,4818132
1994,"VIETNAM",24515,4021280
1996,"INDONESIA",23228,4008417
1994,"INDONESIA",22825,856462
1997,"JAPAN",17201,1968139
1997,"INDONESIA",17201,1382664
1997,"INDONESIA",17201,3721191
1995,"CHINA",15727,3804908
1997,"INDONESIA",26362,167981
1997,"VIETNAM",10483,1393217
1992,"CHINA",28061,2154704
1992,"CHINA",28061,442032
1992,"INDONESIA",14530,3680717
1995,"CHINA",20878,5307099
1995,"INDONESIA",20878,2991918
1996,"INDONESIA",24389,806008
1995,"INDONESIA",13456,4835829
1993,"INDIA",10064,6297646
1992,"VIETNAM",11639,4934283
1992,"CHINA",779,5010449
1992,"CHINA",779,2079264
1997,"JAPAN",2137,6243837
1992,"CHINA",23327,5474042
1995,"INDONESIA",12799,4032044
1995,"CHINA",12799,4764960
1997,"INDONESIA",11755,1541783
1996,"JAPAN",14399,1863874
1995,"JAPAN",3677,5796817
1995,"INDONESIA",3677,277749
1993,"JAPAN",24332,4363468
1993,"INDONESIA",24332,4090111
1993,"VIETNAM",17011,1937901
1996,"INDONESIA",6931,6614026
1994,"CHINA",29201,785030
1993,"JAPAN",7171,4126526
1993,"VIETNAM",7171,7682949
1994,"INDONESIA",20767,3424809
1994,"INDIA",20767,549323
1994,"CHINA",3574,2511731
1994,"JAPAN",3574,3601317
1997,"INDONESIA",25507,5388204
1997,"JAPAN",10744,1412294
1995,"CHINA",22081,6284028
1995,"JAPAN",22081,3507672
1995,"CHINA",22081,6940283
1995,"VIETNAM",22081,7983568
1996,"INDONESIA",11485,1903666
1995,"JAPAN",6947,3425454
1994,"JAPAN",14395,1627201
1996,"INDONESIA",11764,4513547
1996,"INDIA",11764,5548152
1992,"CHINA",2716,9175945
1996,"CHINA",11017,2402188
1996,"VIETNAM",11017,1120770
1996,"JAPAN",8179,4815887
1995,"CHINA",14302,4024296
1995,"INDONESIA",14302,1346864
1994,"VIETNAM",23822,3700586
1994,"CHINA",23822,421208
1995,"INDONESIA",22235,3489231
1995,"CHINA",15602,3924911
1992,"JAPAN",9470,7245897
1992,"VIETNAM",9470,1467625
1992,"INDONESIA",23719,5719502
1994,"INDONESIA",20819,3216588
1994,"INDONESIA",9277,7221436
1993,"INDONESIA",8042,4664419
1993,"INDIA",8042,3422027
1996,"VIETNAM",9937,2245372
1992,"INDONESIA",7235,4912505
1996,"VIETNAM",9190,2172006
1995,"INDIA",16312,3038137
1995,"VIETNAM",16312,3845543
1997,"INDIA",14090,1962363
1992,"VIETNAM",18388,5056480
1992,"INDIA",18388,6058944
1996,"INDONESIA",20062,7956439
1996,"JAPAN",20062,1817846
1993,"VIETNAM",8636,2007220
1993,"CHINA",8636,6420253
1993,"CHINA",8636,3774072
1995,"JAPAN",10586,3203571
1997,"CHINA",22310,2040720
1997,"INDIA",7846,2124998
1997,"INDIA",25816,1126411
1995,"JAPAN",23324,1105910
1994,"JAPAN",11302,5571457
1996,"INDONESIA",28414,4349264
1996,"INDIA",14342,3099904
1992,"INDONESIA",3656,7739960
1992,"INDIA",25361,3832583
1995,"INDONESIA",16694,732795
1994,"INDONESIA",1114,1502793
1994,"JAPAN",12391,6540556
1994,"VIETNAM",12391,3246824
1995,"VIETNAM",28168,1750492
1995,"JAPAN",2525,2793562
1995,"INDIA",2525,687700
1993,"JAPAN",8432,6774298
1993,"VIETNAM",12325,7794905
1993,"JAPAN",12325,6296145
1993,"INDONESIA",10801,1462175
1995,"CHINA",22246,2885660
1995,"VIETNAM",22246,2797869
1995,"JAPAN",27206,1781801
1996,"INDONESIA",13796,3011950
1996,"CHINA",13796,2003788
1995,"VIETNAM",2698,2230468
1996,"INDONESIA",19444,2837351
1995,"INDONESIA",1922,1144704
1993,"JAPAN",26582,2483105
1994,"INDONESIA",5449,650829
1996,"INDONESIA",17354,2467525
1997,"INDIA",8518,4348849
1997,"JAPAN",8518,7075082
1992,"VIETNAM",24811,6048101
1992,"VIETNAM",24811,3768050
1992,"INDONESIA",3946,3342966
1992,"CHINA",3946,3560653
1995,"INDONESIA",5675,2603566
1997,"VIETNAM",4445,777335
1997,"INDIA",4445,4203954
1997,"CHINA",4445,2941029
1997,"INDIA",4445,7460273
1995,"INDIA",2591,3579935
1995,"INDIA",28582,4697233
1995,"JAPAN",28582,2729726
1994,"VIETNAM",21934,1869324
1996,"CHINA",22294,3393321
1996,"CHINA",22294,7823984
1996,"JAPAN",22294,1957435
1995,"CHINA",7552,6263019
1995,"JAPAN",7552,117333
1997,"INDONESIA",3034,7466207
1997,"JAPAN",3034,734855
1997,"INDIA",7075,4891639
1997,"CHINA",7075,6510009
1996,"INDONESIA",8239,2148456
1997,"INDONESIA",9122,4993585
1997,"CHINA",9122,8766590
1992,"JAPAN",26905,2655554
1993,"INDONESIA",18134,6974960
1993,"CHINA",18134,727662
1993,"INDONESIA",18134,981371
1995,"INDONESIA",6199,1017809
1992,"INDIA",9743,494777
1992,"INDIA",9743,6214091
1995,"JAPAN",2128,6117433
1994,"INDIA",3895,6240264
1994,"JAPAN",3895,3466939
1996,"INDIA",254,5317378
1997,"CHINA",3748,3161790
1997,"JAPAN",3748,147197
1997,"VIETNAM",3748,1953371
1992,"CHINA",20717,1719602
1992,"INDIA",20717,495274
1996,"JAPAN",15283,2238030
1996,"INDONESIA",15283,6835630
1996,"INDIA",15283,2765376
1992,"JAPAN",19309,2446604
1992,"INDIA",25969,4418519
1992,"CHINA",25969,6189886
1996,"JAPAN",21340,1987389
1996,"INDIA",21340,6725327
1997,"INDIA",20153,7164597
1997,"VIETNAM",2957,4225959
1995,"INDONESIA",25117,6734333
1995,"VIETNAM",25117,6721067
1995,"INDONESIA",25117,7045522
1994,"INDONESIA",9883,8741912
1994,"VIETNAM",28774,1856664
1994,"CHINA",28774,3523433
1993,"JAPAN",7024,181935
1993,"CHINA",28954,4115252
1996,"VIETNAM",4498,1256358
1996,"CHINA",4498,5629586
1997,"INDONESIA",13966,1154934
1996,"VIETNAM",25405,1581602
1995,"JAPAN",6203,2595871
1996,"JAPAN",2971,5369771
1996,"VIETNAM",2971,8768839
1996,"INDONESIA",5029,2489071
1993,"INDIA",19420,1231633
1993,"VIETNAM",19420,6085381
1996,"CHINA",17992,421564
1997,"INDONESIA",2984,1645828
1997,"CHINA",25639,1711100
1996,"INDIA",21302,2282409
1996,"INDIA",21302,3118403
1996,"CHINA",928,3728037
1992,"VIETNAM",3560,4005580
1996,"INDONESIA",12349,2531212
1996,"VIETNAM",12349,1858793
1992,"VIETNAM",18409,3960549
1992,"VIETNAM",7844,4029147
1994,"VIETNAM",14110,2272609
1995,"VIETNAM",3457,3429109
1994,"VIETNAM",11530,5468090
1996,"INDIA",4834,2556546
1996,"JAPAN",4834,3591922
1994,"VIETNAM",25123,6112917
1994,"INDIA",25123,2543950
1997,"INDONESIA",22423,7219414
1996,"INDIA",5008,3012850
1996,"JAPAN",5008,3862734
1996,"VIETNAM",5008,6606266
1992,"INDONESIA",7582,1414802
1994,"INDONESIA",21407,521780
1996,"VIETNAM",15290,1132300
1996,"INDIA",15290,1087544
1992,"CHINA",13279,4850294
1994,"INDONESIA",27352,1302396
1997,"INDONESIA",6622,4961999
1993,"INDIA",24422,2433548
1992,"JAPAN",11863,3253887
1992,"INDONESIA",11863,761166
1992,"CHINA",16438,5824574
1992,"INDONESIA",16438,3300866
1997,"INDIA",21379,7369528
1997,"VIETNAM",21379,3498693
1997,"INDONESIA",18818,2406354
1992,"VIETNAM",5515,6006970
1992,"INDONESIA",5515,7286328
1992,"VIETNAM",5515,2754554
1993,"CHINA",2791,989275
1997,"VIETNAM",18895,7053646
1993,"INDIA",17557,6176531
1993,"JAPAN",17557,4237465
1993,"VIETNAM",17785,5810592
1992,"CHINA",11668,6315743
1993,"JAPAN",22525,4837810
1993,"INDONESIA",22525,2901176
1996,"VIETNAM",24916,4969562
1997,"CHINA",25483,3793450
1992,"JAPAN",21778,1348119
1993,"JAPAN",23827,2894340
1997,"VIETNAM",19295,8985902
1995,"INDONESIA",24502,2896171
1995,"VIETNAM",24502,4304092
1995,"CHINA",24502,1356509
1992,"CHINA",503,2601492
1992,"CHINA",503,2576822
1992,"INDONESIA",503,4862760
1994,"JAPAN",17629,3135934
1995,"INDIA",23792,7957694
1997,"CHINA",1126,2294088
1993,"INDIA",17272,5840805
1995,"INDONESIA",7259,1301136
1997,"CHINA",10393,7112700
1995,"VIETNAM",14960,6354195
1997,"JAPAN",19102,1370978
1997,"INDONESIA",19102,495189
1997,"CHINA",7567,2634390
1997,"INDONESIA",21481,3213759
1992,"INDIA",21577,7602474
1994,"INDIA",10624,4007598
1997,"INDONESIA",26416,3180667
1996,"JAPAN",19774,2306371
1996,"INDIA",19774,1755359
1996,"INDONESIA",19774,783564
1992,"INDONESIA",17702,5080365
1995,"JAPAN",24608,3071932
1995,"JAPAN",24608,540810
1996,"JAPAN",27623,1841292
1997,"INDIA",26563,550620
1993,"VIETNAM",7511,3681993
1993,"VIETNAM",7511,3891620
1996,"VIETNAM",19337,3256848
1993,"CHINA",2179,5592697
1996,"CHINA",14792,147213
1996,"INDONESIA",14792,2452831
1992,"CHINA",26299,4138985
1992,"CHINA",24649,4867096
1992,"JAPAN",1609,993404
1992,"CHINA",1609,1444119
1992,"CHINA",1609,2732563
1997,"JAPAN",1406,289719
1997,"CHINA",1406,123459
1997,"CHINA",1406,2857814
1995,"CHINA",7477,1641239
1995,"CHINA",7922,3702679
1992,"INDIA",21838,2461720
1994,"INDONESIA",9523,6203213
1994,"JAPAN",9523,3108560
1994,"VIETNAM",9523,3438449
1994,"CHINA",9523,6478192
1993,"JAPAN",2875,2527079
1997,"VIETNAM",8353,1392828
1996,"CHINA",18469,5449439
1996,"CHINA",18469,3612009
1996,"CHINA",18469,147261
1996,"CHINA",18469,6218049
1996,"JAPAN",25217,3845749
1996,"INDONESIA",25217,7312134
1996,"INDONESIA",25217,2119993
1997,"CHINA",5287,606322
1997,"INDONESIA",5287,4468835
1993,"CHINA",22112,1848835
1992,"INDIA",12595,2335103
1992,"INDONESIA",12595,6294240
1992,"INDONESIA",12595,1414759
1993,"INDONESIA",15982,6819701
1994,"INDIA",23035,6116810
1996,"CHINA",2975,2418015
1997,"JAPAN",199,985010
1997,"CHINA",5675,6179594
1996,"CHINA",1553,6285981
1996,"INDONESIA",1553,2290241
1992,"CHINA",13291,4317327
1992,"INDIA",13291,3307955
1996,"VIETNAM",17756,5043822
1993,"INDONESIA",7426,5317035
1994,"INDIA",20759,7512481
1992,"CHINA",7717,559144
1992,"JAPAN",7717,586496
1997,"VIETNAM",12574,8238455
1997,"CHINA",24523,349775
1997,"CHINA",24523,2307968
1996,"CHINA",1381,2817567
1993,"CHINA",16933,149145
1992,"JAPAN",5548,1758492
1995,"INDIA",3239,6266038
1992,"INDONESIA",16987,4217702
1992,"CHINA",16987,9665662
1995,"INDIA",9607,4601205
1993,"INDONESIA",24052,5131703
1993,"INDIA",24052,713410
1992,"INDIA",14095,769340
1992,"INDIA",18158,3160979
1992,"JAPAN",18158,2273103
1994,"CHINA",21199,3738755
1994,"JAPAN",20783,2672028
1994,"JAPAN",445,4052921
1993,"INDONESIA",27887,1110364
1993,"VIETNAM",7777,149648
1996,"JAPAN",19880,5311746
1994,"JAPAN",14113,5064707
1993,"JAPAN",24593,4561563
1994,"INDONESIA",28462,2389793
1996,"JAPAN",18307,3218211
1997,"INDIA",6668,3125079
1994,"INDIA",2482,5358733
1994,"INDONESIA",2482,6593376
1994,"INDIA",2482,1533077
1997,"JAPAN",4759,7288250
1992,"JAPAN",4429,5107079
1995,"VIETNAM",175,5872264
1994,"CHINA",319,3278489
1996,"INDONESIA",25520,620532
1992,"INDONESIA",23267,348506
1993,"INDIA",4829,2919354
1993,"CHINA",4829,3125430
1997,"JAPAN",25256,7045824
1997,"CHINA",25256,7297574
1996,"CHINA",6637,6006221
1996,"JAPAN",6637,3324261
1996,"CHINA",5800,144391
1996,"INDONESIA",27925,813678
1995,"INDIA",10909,1259839
1995,"CHINA",10909,8608095
1995,"INDONESIA",10909,4723148
1994,"INDONESIA",26366,4829313
1997,"JAPAN",8956,335630
1993,"JAPAN",50,6192576
1995,"VIETNAM",196,5196681
1995,"INDIA",196,6149804
1997,"VIETNAM",6379,580267
1993,"VIETNAM",25504,4172308
1993,"INDIA",5137,7933063
1992,"INDONESIA",27692,6264660
1992,"INDONESIA",27692,4934574
1995,"INDONESIA",26989,3458674
1995,"JAPAN",3923,566367
1996,"INDONESIA",17392,9033165
1996,"INDIA",17392,6058946
1996,"INDIA",17392,335263
1996,"CHINA",17146,551354
1996,"INDIA",17146,3888547
1996,"CHINA",17146,948946
1997,"VIETNAM",545,7379802
1997,"INDIA",29305,202186
1997,"VIETNAM",29305,8761762
1993,"VIETNAM",23932,6422258
1993,"INDONESIA",23932,228756
1994,"JAPAN",16300,1956536
1994,"CHINA",21869,1067717
1994,"VIETNAM",21869,8562351
1994,"CHINA",16439,6956838
1994,"INDIA",16439,4329465
1996,"JAPAN",28876,1545087
1996,"JAPAN",28876,5076920
1995,"INDIA",24517,3160684
1997,"INDONESIA",29257,781974
1997,"CHINA",29257,2209796
1997,"INDIA",29257,358002
1997,"VIETNAM",29257,3868487
1997,"JAPAN",29257,3609849
1997,"INDONESIA",29257,1886368
1995,"CHINA",20366,3375543
1992,"INDIA",22967,6625178
1996,"JAPAN",16990,2743625
1996,"VIETNAM",16990,360241
1995,"INDIA",24895,6211054
1995,"VIETNAM",24895,2718213
1995,"INDONESIA",24895,8252010
1997,"VIETNAM",1181,5635539
1996,"JAPAN",14171,1786886
1996,"JAPAN",14171,3583404
1996,"INDONESIA",2050,390769
1996,"INDONESIA",2050,3401862
1996,"CHINA",2050,2246924
1996,"INDONESIA",2050,4705214
1992,"JAPAN",16136,4177347
1992,"CHINA",16136,6995896
1992,"INDIA",16136,4305365
1993,"INDONESIA",26423,2500772
1993,"JAPAN",26423,4790311
1995,"JAPAN",1516,870071
1995,"INDIA",13988,2382826
1993,"JAPAN",7148,3296997
1993,"JAPAN",7148,1741685
1996,"CHINA",2797,303039
1996,"INDIA",2797,6027629
1993,"INDONESIA",17516,1190034
1993,"CHINA",17516,4268374
1992,"INDIA",28493,5467687
1992,"CHINA",28493,6833634
1996,"JAPAN",20408,6590546
1996,"VIETNAM",20408,4901262
1996,"VIETNAM",20408,2639672
1996,"VIETNAM",20408,5956454
1993,"INDIA",5812,3931226
1993,"CHINA",15902,4635328
1996,"CHINA",22769,2489703
1996,"INDIA",22769,2543482
1995,"VIETNAM",13963,8093532
1995,"CHINA",13963,3465259
1997,"CHINA",15508,6398601
1993,"VIETNAM",24716,324606
1995,"VIETNAM",12109,7035976
1995,"VIETNAM",12109,2993511
1995,"CHINA",15781,2301837
1995,"VIETNAM",15781,1625273
1996,"CHINA",27710,2374511
1996,"INDIA",27710,1203184
1997,"INDIA",18937,3552626
1997,"CHINA",18937,5032791
1994,"JAPAN",127,4984540
1994,"JAPAN",127,2003120
1994,"INDONESIA",127,6818075
1992,"JAPAN",14519,4159210
1992,"INDONESIA",14519,2412643
1992,"VIETNAM",23863,7426137
1994,"JAPAN",23888,6166480
1996,"INDONESIA",10918,7048510
1996,"INDIA",10918,5265569
1996,"JAPAN",10918,3520750
1995,"JAPAN",7075,5781624
1995,"VIETNAM",7075,2843089
1995,"INDIA",7075,4728284
1992,"INDONESIA",3835,2804551
1992,"VIETNAM",3835,1347396
1994,"CHINA",28913,3139543
1994,"CHINA",28913,1742756
1995,"JAPAN",941,1180272
1995,"INDONESIA",941,4399624
1992,"VIETNAM",197,3271593
1994,"CHINA",29263,1706749
1992,"VIETNAM",7418,2054291
1992,"JAPAN",7418,4327922
1992,"CHINA",7418,502423
1995,"CHINA",11512,1414515
1995,"INDONESIA",13198,7286616
1992,"VIETNAM",21298,3117688
1993,"JAPAN",22075,3756305
1993,"INDONESIA",22075,2555761
1993,"INDONESIA",15994,2142223
1995,"JAPAN",16115,926705
1996,"JAPAN",11149,4014990
1996,"JAPAN",21730,2434341
1996,"INDONESIA",18316,422665
1996,"VIETNAM",18316,4122159
1995,"VIETNAM",6530,2562720
1995,"CHINA",6530,3844992
1995,"INDIA",6530,5673766
1997,"CHINA",22277,4952935
1997,"INDIA",22277,4816179
1996,"CHINA",23305,7188530
1994,"INDIA",16897,937986
1997,"INDIA",13732,735680
1992,"INDONESIA",9436,2459996
1992,"JAPAN",9436,3263676
1992,"INDIA",3532,2587767
1992,"VIETNAM",3532,5339588
1992,"JAPAN",3532,6074810
1992,"CHINA",24455,4799228
1992,"INDONESIA",24455,5995955
1992,"JAPAN",29300,2649820
1996,"VIETNAM",4,1738104
1996,"CHINA",4,102106
1993,"VIETNAM",22210,5884456
1993,"INDIA",8339,7284949
1993,"INDONESIA",19216,6942452
1993,"CHINA",19216,5003580
1994,"JAPAN",872,3457833
1994,"INDONESIA",872,4497432
1992,"JAPAN",1534,3996687
1997,"JAPAN",1679,1653266
1996,"CHINA",23347,189766
1996,"INDONESIA",23347,2556002
1996,"VIETNAM",23347,3839676
1996,"INDIA",17785,2846655
1994,"JAPAN",28291,1960456
1992,"INDIA",13850,1825378
1997,"JAPAN",25133,1114609
1992,"VIETNAM",25537,2296868
1992,"CHINA",25537,3266846
1994,"INDIA",15823,5555727
1995,"INDONESIA",6067,298821
1995,"VIETNAM",6067,7182721
1997,"JAPAN",29722,825340
1995,"CHINA",20431,2271894
1992,"INDONESIA",8431,3733583
1997,"CHINA",17435,3867081
1992,"INDONESIA",11974,454641
1994,"INDONESIA",3367,5534595
1994,"CHINA",3367,5390994
1994,"INDIA",3367,533341
1992,"CHINA",14264,2186246
1994,"INDIA",13840,7536320
1994,"JAPAN",13840,3235896
1996,"VIETNAM",19721,2003176
1994,"VIETNAM",6508,3350973
1994,"VIETNAM",6508,6719190
1994,"CHINA",6508,1416910
1994,"INDONESIA",6508,6250538
1993,"CHINA",8291,7455315
1993,"INDIA",21712,6181441
1997,"INDONESIA",24674,2087635
1994,"JAPAN",479,691816
1994,"INDONESIA",479,4239822
1996,"VIETNAM",5575,2136512
1997,"CHINA",10387,2848887
1994,"JAPAN",17936,4024213
1996,"VIETNAM",6214,6099584
1994,"CHINA",28541,2440703
1997,"CHINA",13276,3250640
1992,"INDIA",4510,4319108
1992,"VIETNAM",9784,2127279
1992,"INDIA",8407,740972
1993,"JAPAN",21871,9243688
1995,"CHINA",22387,5635843
1994,"INDONESIA",13228,2842267
1994,"VIETNAM",20599,2507704
1997,"CHINA",28717,7431480
1996,"INDIA",21884,1067456
1994,"INDIA",4181,1229522
1994,"JAPAN",4181,4081645
1994,"INDONESIA",4181,3092501
1995,"JAPAN",11539,7661955
1997,"CHINA",524,1830874
1997,"CHINA",524,5400860
1993,"JAPAN",3052,1248779
1993,"CHINA",22484,2277640
1996,"VIETNAM",22916,359811
1996,"CHINA",22916,1831942
1997,"CHINA",22393,2135262
1993,"VIETNAM",13555,5489066
1994,"INDIA",14152,4824036
1994,"JAPAN",14152,381206
1994,"CHINA",14152,2810242
1995,"CHINA",4379,4638006
1993,"JAPAN",4639,3819610
1993,"JAPAN",4639,2565427
1993,"JAPAN",17806,2242997
1993,"JAPAN",17806,5947229
1993,"INDIA",11420,2611725
1993,"VIETNAM",11420,1251177
1997,"CHINA",25309,5478882
1997,"INDIA",25309,1110981
1993,"CHINA",27854,7983061
1997,"INDONESIA",20155,1885875
1994,"INDIA",13978,1538566
1994,"INDIA",13978,4887257
1993,"INDONESIA",1837,2418984
1994,"INDIA",29332,4871328
1994,"INDONESIA",23671,695997
1994,"INDIA",13511,3912557
1994,"CHINA",13511,555843
1995,"CHINA",997,1317214
1995,"INDONESIA",997,4005797
1993,"INDONESIA",25201,5204001
1993,"INDONESIA",28480,369901
1993,"INDIA",28480,5129787
1993,"VIETNAM",8893,2721695
1997,"CHINA",16363,361753
1997,"JAPAN",16363,6003281
1997,"VIETNAM",16363,1517193
1993,"VIETNAM",8336,661971
1993,"CHINA",8336,1515906
1993,"INDIA",8336,3479500
1994,"VIETNAM",23018,331784
1992,"INDONESIA",9830,2783000
1992,"JAPAN",9586,1435041
1997,"VIETNAM",9719,1433563
1997,"INDONESIA",9719,795669
1997,"CHINA",9719,1431170
1997,"JAPAN",9719,5481472
1993,"INDONESIA",22138,878046
1994,"INDONESIA",10846,5860530
1995,"VIETNAM",23749,3816566
1992,"JAPAN",11330,2255770
1997,"CHINA",26086,4598186
1997,"JAPAN",9025,6066263
1993,"JAPAN",4706,619185
1993,"VIETNAM",4706,3666722
1996,"INDONESIA",863,4096205
1996,"JAPAN",863,2288908
1993,"JAPAN",27329,2278272
1994,"CHINA",17219,981909
1992,"INDIA",19639,4697777
1993,"INDIA",3908,5127489
1996,"JAPAN",1478,3442645
1996,"JAPAN",1478,6900179
1994,"INDONESIA",20536,1511500
1994,"INDONESIA",20536,92076
1996,"VIETNAM",21425,1024729
1992,"VIETNAM",24298,2794064
1995,"JAPAN",19036,1635643
1995,"INDONESIA",19036,1753720
1995,"INDIA",6676,4354549
1995,"INDIA",6676,8962191
1996,"INDONESIA",856,4687254
1996,"INDONESIA",856,1338078
1996,"INDONESIA",15710,6965256
1996,"JAPAN",15710,509708
1995,"JAPAN",2543,6563278
1997,"INDONESIA",13682,4595847
1997,"JAPAN",13682,3774051
1994,"INDONESIA",21778,1327132
1993,"INDIA",10945,2124080
1992,"VIETNAM",28513,3157561
1997,"VIETNAM",18199,4362862
1997,"CHINA",3565,4773109
1994,"JAPAN",7435,7159751
1994,"JAPAN",7435,190709
1996,"INDONESIA",25429,2678046
1996,"JAPAN",25429,198638
1996,"INDIA",25429,507989
1993,"INDIA",28468,8451913
1996,"VIETNAM",17608,6060305
1996,"CHINA",17608,5776065
1997,"INDONESIA",25391,3564195
1997,"INDIA",25391,6699842
1994,"INDONESIA",18703,3159237
1995,"INDONESIA",15184,5726643
1995,"VIETNAM",15184,1194528
1995,"INDIA",15184,5912125
1997,"VIETNAM",27829,2670150
1994,"INDIA",7097,3208491
1992,"INDIA",23293,323972
1995,"CHINA",11167,7603553
1994,"JAPAN",28598,626135
1994,"INDONESIA",28598,1384704
1996,"CHINA",11737,7646204
1996,"CHINA",11737,4554840
1995,"JAPAN",26153,1254242
1992,"VIETNAM",16553,526186
1992,"INDIA",15247,1244274
1992,"JAPAN",15247,3625133
1992,"CHINA",4127,6282055
1997,"VIETNAM",568,847593
1997,"INDONESIA",19786,371196
1995,"VIETNAM",18397,4052000
1995,"CHINA",18397,4997554
1995,"INDIA",18397,4946684
1993,"INDIA",28855,4477795
1993,"VIETNAM",28855,414791
1992,"INDONESIA",1627,3617451
1992,"INDONESIA",13900,2773568
1992,"INDIA",13900,2347192
1992,"JAPAN",13900,6679648
1993,"INDIA",12701,1985174
