"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
8467,19940314,64697,448656,99701
20986,19940105,26696,2434035,97361
18236,19971202,177991,2838654,124139
11852,19920716,21639,5056441,93637
20239,19970801,98245,3077019,74594
20239,19970801,71487,1429310,87508
7804,19951115,71486,6436231,87448
27635,19980702,114522,5270263,92191
25432,19950702,139466,3658267,90327
14345,19950130,163834,882490,113869
14345,19950130,152212,116307,75852
14345,19950130,35250,5748462,71115
6262,19930815,6768,778763,100485
6262,19930815,142950,2082632,119577
6262,19930815,158283,4962736,80476
1483,19960120,143223,113959,75973
24536,19930708,163040,4268764,66182
21421,19930801,56029,2778741,59101
12400,19940614,138226,5632100,75853
12400,19940614,157801,743520,111528
12400,19940614,146281,254837,79636
13240,19941012,155578,3270407,98014
13240,19941012,189311,5660053,84018
13240,19941012,123393,5188236,84983
15766,19960724,166907,5361112,118434
16034,19970529,164702,2570548,106002
20176,19930701,133735,8580109,106123
19535,19930603,29438,2918095,82045
19535,19930603,125770,4843191,107746
26176,19940613,3245,3713408,68894
26176,19940613,123748,6424329,106304
26176,19940613,25599,1276081,91475
22954,19980326,32535,2905709,88051
7091,19930807,138328,879910,81979
13957,19970419,86445,4215590,85886
17269,19960217,124917,6206344,116514
27598,19950528,55049,1644617,60242
955,19930910,89577,759786,93994
4522,19950514,186169,1004128,75309
13448,19941218,96894,5956303,113453
13448,19941218,87967,7471857,117297
13448,19941218,50147,4363325,65828
15935,19950312,181883,5599908,117892
5755,19940410,30126,5016570,63367
24526,19971111,21805,6744880,103608
16186,19930528,167233,4377874,78013
25777,19950820,120150,2780276,70209
25777,19950820,35990,5783747,115559
23167,19931210,54519,714652,88410
6878,19940126,189889,5342976,118732
442,19950520,87612,1900336,95976
16438,19980708,102346,5205940,80900
22193,19961225,147857,5783124,114291
22193,19961225,21250,326778,70275
27100,19931115,154578,4355696,97954
27100,19931115,184367,3161062,87081
27100,19931115,42887,5615901,109792
2884,19970902,50292,3253557,74537
2884,19970902,50480,2574864,85828
12301,19970401,15594,434761,90575
12301,19970401,81770,1019530,105106
12734,19980510,39514,1962238,87210
29389,19920927,24914,2317026,110334
3277,19941223,197836,6868964,116029
1528,19921205,188099,2255471,71225
7996,19920714,59547,5875506,90392
7996,19920714,47334,2134695,76879
14509,19980410,183014,2365153,65820
14509,19980410,162031,1407822,65581
14509,19980410,157203,5804481,75612
22456,19980207,23871,2333331,107692
22456,19980207,111134,2605170,68707
21082,19951115,74122,1631026,65767
13198,19940207,899,4470926,107993
25300,19980121,138248,5981016,77174
691,19980329,98828,7365738,109609
691,19980329,197231,2717558,79693
20089,19980518,19958,5633850,112677
6703,19960711,101940,7666779,116516
22597,19921104,97946,7252840,116636
22597,19921104,82211,1789815,71592
5390,19920902,67508,2943622,88530
5390,19920902,1522,2118197,85411
15406,19970120,60409,4473829,82164
6091,19950724,122927,2102013,116995
20003,19931224,139209,494287,74892
20003,19931224,75553,302652,91713
26465,19941126,35386,1351771,79282
8966,19970529,27967,8087689,113697
20242,19920614,14422,5645038,80185
7735,19940919,84587,4238551,94294
2900,19941222,116746,4378646,105764
2900,19941222,671,4243509,94300
2900,19941222,97985,4515245,118978
2018,19950122,72726,2522599,101923
14068,19960628,193730,7634133,109423
24587,19930204,79838,8362018,109069
24587,19930204,36949,6035008,113156
4069,19980129,147429,4429260,88585
14083,19940417,67285,931696,75136
17426,19980213,192413,990559,90324
8647,19931104,148981,8866952,121798
29402,19920527,67684,5990643,99100
29402,19920527,102893,356427,113753
16,19950612,32512,823370,86670
26020,19960801,88676,4269878,99880
7708,19940605,189229,6009764,79093
7708,19940605,25512,5031285,86250
4814,19970404,178594,4139660,100355
22234,19920102,89568,2900176,93453
6562,19980721,3023,4213391,55561
6562,19980721,112,1720587,60726
6562,19980721,71526,5510873,89851
25433,19961110,92965,6267429,117477
9821,19950324,49927,8821524,112615
9821,19950324,113082,1281243,65704
18563,19920131,123422,1358694,86725
13598,19971107,110300,3210235,78618
19325,19980802,75355,5268186,79821
5399,19950423,101678,3708711,100780
5399,19950423,89143,3439441,67928
14356,19940430,56100,3437605,63366
2695,19970829,112421,963258,86005
2882,19970316,72240,1709258,72734
8423,19941220,20247,4016472,70034
8423,19941220,6173,2333165,64750
10399,19920808,191997,5573425,125339
21841,19920504,115223,2005916,74293
21685,19980509,144005,3818360,62940
20926,19950809,87964,8608143,117117
18781,19920414,71714,7130553,101142
11527,19970220,44687,939847,97900
16117,19980514,37681,5212149,97120
16117,19980514,93081,4618544,64444
26614,19920813,164775,7673680,110386
28633,19980606,92985,1691172,118678
28633,19980606,86298,5394018,77057
24160,19930731,37613,2015793,93036
18691,19941019,8664,6289067,94359
18691,19941019,121755,7835467,106605
9922,19931125,100616,727474,96996
17489,19940810,9542,2183116,87092
17489,19940810,188276,2357458,81856
18347,19970826,111204,1356163,72912
11167,19970426,15845,7289877,105650
20974,19930704,192133,1901401,73507
20974,19930704,69009,2819574,58680
18587,19940710,59324,5021631,76999
26906,19921208,105125,3702273,67807
1399,19920512,3594,5121757,89855
1399,19920512,134665,2260547,101979
17029,19980128,181795,3175528,112607
7075,19930404,153143,1980807,71768
22789,19970830,114436,413372,87025
4769,19960831,62725,3712984,101263
15229,19940228,31528,858197,87571
23726,19961011,118624,2927148,98557
25442,19930830,3469,2525326,82347
25442,19930830,191662,7891470,105219
2338,19950611,16292,3066640,72497
23872,19940608,197368,287210,87921
23872,19940608,115496,7179577,90689
23872,19940608,140553,5048366,95613
22441,19921128,21954,4187120,112557
10876,19951224,173158,2803328,73869
2747,19930322,56222,2686341,70693
23921,19930124,51216,3928828,70032
23921,19930124,182719,3145785,108102
2881,19930803,7324,3782615,73879
16141,19980307,149919,1254195,118134
20288,19950922,68602,6031104,94236
1246,19930818,100940,1676972,116456
19,19921208,191,4233817,65471
19,19921208,195817,7919033,114768
12613,19970218,146941,7520377,119276
13856,19930913,55816,6828555,106308
13856,19930913,94657,155255,99099
14131,19980521,32605,6850008,92256
18040,19960711,171001,3859200,64320
18040,19960711,149207,1846614,75372
23731,19970116,67873,7599111,110452
23731,19970116,134805,4570063,110388
23731,19970116,71497,6417301,88109
19232,19970316,103382,5623257,83122
2135,19930512,90462,4505530,87147
2135,19930512,191087,643231,70684
25564,19921115,186846,2041079,115970
15559,19940826,182330,2118495,84739
22732,19931112,48624,6504356,94357
3547,19940523,5342,2725437,74840
6440,19971009,115630,6289597,98737
6440,19971009,192259,3407852,81075
18041,19921014,60813,4867334,106428
18041,19921014,91847,8296846,110330
22373,19940522,19679,3341220,95920
1690,19960707,129959,984530,119337
1690,19960707,167359,6298761,85581
22792,19930324,198525,1298816,97411
27545,19960314,10144,2066114,63248
17404,19920825,18029,2003894,56821
10265,19950213,185046,3602362,67862
20228,19951014,37059,4540991,59763
28840,19970519,166449,1268423,90926
23659,19960219,130485,1379086,90928
23659,19960219,78899,6287175,112673
7616,19980626,159170,4838013,73750
7616,19980626,158701,3793913,105582
7616,19980626,20534,1640709,87271
14938,19950807,112609,5017230,97296
21541,19970213,57241,5068555,71894
16156,19950214,21420,3138922,80485
16156,19950214,63526,3357378,89371
16156,19950214,13520,4916973,86011
5140,19951030,154819,3089912,112428
5140,19951030,58954,3896679,114777
5140,19951030,33861,2146652,107691
11396,19920920,23560,1534001,89013
20312,19930422,15110,2029717,61506
13088,19950511,170440,4102355,90626
226,19930803,49298,2056781,74837
226,19930803,146086,2766803,67924
29623,19941102,1925,7645660,109615
29623,19941102,113287,3194787,78016
5356,19920913,163240,1532610,78194
13036,19961029,43163,536487,66369
7934,19941205,25457,3151986,82947
7934,19941205,48815,3116652,105828
15382,19980601,188633,1742289,103297
21857,19941128,63602,6444009,93936
18802,19920225,2659,7422522,93699
18802,19920225,78667,6289712,98739
22537,19960628,39672,1211975,96700
12109,19980211,55375,605318,79822
28862,19940808,173789,2738286,111766
13414,19930821,183842,1479045,115550
20914,19970506,28761,2541399,101385
25744,19930423,95245,5773317,74414
18421,19930722,167930,9691958,119875
18421,19930722,186819,566025,114348
25642,19951106,179519,465166,95910
25642,19951106,161347,1047804,84500
15355,19980722,152951,3807505,120237
15355,19980722,4901,162531,108354
25975,19930525,140836,1919997,112609
15923,19940613,98303,4554550,78078
5774,19980504,13515,3379854,85710
10874,19930112,104188,3361947,71530
18091,19920102,72532,1799417,90271
18091,19920102,148730,6421215,106723
23524,19970926,37488,6414660,85528
22544,19980521,47603,3191134,93036
22544,19980521,49480,4734437,85768
17992,19931121,94298,1151430,77537
17992,19931121,61517,1756469,88710
18517,19930903,3350,235629,75201
18517,19930903,52019,2883899,58260
11087,19940713,9486,6419208,83728
11087,19940713,23134,4129149,63427
13630,19950920,56873,8783376,109792
25591,19970920,6754,4736459,99645
29951,19940606,147632,1360500,100777
29951,19940606,116212,2918226,73692
6580,19930720,150277,1839596,79636
9310,19940708,69204,3988880,70392
14524,19980604,20181,2104354,66070
18832,19920304,189809,6425539,113928
6517,19940420,192921,1667525,120835
6517,19940420,82930,4208446,114775
24652,19970907,66657,3968200,97419
13930,19921122,13132,1622041,62707
13930,19921122,92993,3697913,119159
14428,19950512,193108,3805084,72066
1162,19930725,152071,1124193,67384
18124,19960623,142165,2197031,72429
5686,19941107,78253,4631962,73875
28945,19950106,126374,5626686,84022
28945,19950106,158212,3658204,76212
6499,19920902,102613,1615610,96936
20969,19960714,122542,1858673,93872
1123,19940215,14770,6739080,101086
16369,19931224,75234,5147692,72553
16369,19931224,94209,1992499,72192
16645,19960531,16102,3665160,61086
24691,19930312,63849,833906,108770
24691,19930312,128612,6142443,98436
24691,19930312,176761,8205598,110265
25283,19960309,127183,968144,72610
1429,19920719,5510,5629483,84930
919,19960328,128233,1407532,75673
13363,19930218,182583,4337170,99934
13363,19930218,118289,501995,78436
13363,19930218,183205,5248126,77292
4909,19980724,120572,4927411,95554
2458,19920125,83466,269599,86967
2458,19920125,197613,954520,102636
2458,19920125,167285,3213017,81136
6626,19930424,139134,4223268,70387
21046,19941019,55037,3229057,59521
12283,19950206,162975,4312344,122278
20155,19930119,162116,4429693,70686
458,19971227,195322,272125,85039
14395,19930212,62179,5021148,68470
14395,19930212,31961,5985539,113577
2092,19940614,163787,1549102,111046
2092,19940614,158146,3434207,72248
10163,19980406,101165,5014488,69969
15380,19970401,83009,2281600,59520
2381,19961201,194317,1837525,84678
2381,19961201,27475,3537029,84148
23753,19931013,58752,1868139,102645
20290,19970125,90311,3825851,78078
28123,19960514,177943,5074580,121256
28592,19920601,168314,381517,82938
28592,19920601,173672,4538742,104740
28592,19920601,102847,2537980,110990
20683,19941218,158293,127021,81077
20683,19941218,26354,1905160,76821
20959,19960218,22106,2539407,61686
13678,19940331,147611,6460285,99516
13678,19940331,97177,1709591,70450
13678,19940331,148331,270348,82759
1621,19950813,51801,5780734,105168
18803,19950225,100686,6345290,101200
4297,19950410,126779,3328034,108346
4297,19950410,162735,1423802,107863
17245,19971006,109961,5268376,118257
23839,19960527,148259,5898312,78435
4813,19940828,59179,5633941,68290
9773,19960518,146352,3087556,83901
9773,19960518,162311,5905233,82398
25886,19980612,199504,4906710,96210
25886,19980612,52971,6095136,115438
20299,19980630,126598,7244046,97475
25537,19960729,159723,7861795,106963
1222,19940218,163248,2543805,78674
6208,19960102,113396,5878565,84563
6208,19960102,39935,3449871,112495
19139,19970411,83933,4232581,115015
19139,19970411,89237,1115869,73573
9094,19920813,56832,4511429,107329
9094,19920813,6442,653993,80906
27391,19961117,57783,1653741,104446
27391,19961117,173346,5543942,85160
8363,19960123,109154,3271940,69789
8363,19960123,117278,2387182,77716
21068,19960421,105806,5149135,108708
26404,19950606,19176,2292190,65710
10913,19920717,98337,6276051,80119
10913,19920717,134944,4353668,118736
11212,19980115,134761,7490114,107745
18007,19930813,151097,3825435,68885
514,19960805,169715,8655843,107082
178,19931227,90122,647253,66727
178,19931227,157100,4258128,69426
15535,19961206,63799,1861506,105767
25868,19960318,194600,8473000,101676
25754,19960914,104229,5738172,73993
25754,19960914,152242,3893073,77654
28772,19960523,135380,5519982,84922
28772,19960523,115320,1554312,80119
29476,19920525,31718,2580146,98982
11026,19950829,128771,1691783,107986
10369,19961018,126287,6238080,78796
10369,19961018,72186,2866495,69490
7831,19970217,31431,4185384,81745
7831,19970217,58824,3209076,106969
7831,19970217,185096,5270023,70865
15518,19961226,75002,947690,58620
9617,19940627,32265,1777931,71835
16334,19940222,50218,1570074,70092
20687,19970618,74159,1318986,67989
25486,19920210,116657,3012570,100419
25486,19920210,52936,1932375,113335
1205,19961127,170377,4298688,86842
1205,19961127,110320,782228,79819
19738,19961220,169462,3240569,91887
1936,19980514,93608,5179574,96096
1936,19980514,154228,230799,76933
1936,19980514,12784,1404933,101806
3820,19931201,171950,4403807,121317
26045,19970524,193208,2178208,78072
9320,19950530,149954,1843634,120237
10361,19920206,126401,3108877,85644
9457,19950125,65979,2722958,116698
9457,19950125,102993,3257455,119759
9568,19940203,176502,749787,94710
28018,19950404,153465,2503940,91107
4069,19950518,12309,2552517,73278
4069,19950518,159375,6466139,86062
1691,19941011,55866,2678134,109311
18662,19940324,194167,2608078,75669
18662,19940324,105923,2951247,115735
784,19931109,5720,5150280,97543
20867,19960414,120208,357406,73692
20867,19960414,125611,5935984,98196
2998,19950912,126089,1826501,66904
2669,19980721,102462,2050244,87867
2669,19980721,68287,116741,75316
24604,19940807,42423,3840926,81925
28396,19960825,171715,7890111,107202
28396,19960825,8107,304530,60906
7124,19930331,197796,8436834,113627
7124,19930331,63039,1472984,60121
7124,19930331,93039,2723527,61921
22019,19941117,44289,3591311,73996
3236,19960514,16798,4923162,102887
22078,19970807,197923,2716116,121255
5572,19920912,51460,5631725,84687
46,19950904,196308,5016159,84258
46,19950904,141233,247200,76453
1207,19970605,84364,126745,80901
8588,19941230,52760,4364112,102765
3812,19980608,66358,4579602,79461
3812,19980608,60328,4978068,77299
24457,19950424,152711,7037202,105822
24457,19950424,9309,4995030,73098
16309,19980602,45599,449475,92675
16309,19980602,71524,3499516,89731
16309,19980602,98379,2617003,82642
21496,19970525,43414,5245032,81444
10108,19980106,134803,3455064,110268
13921,19970125,78859,4502732,110271
13921,19970125,111642,1354331,99218
26377,19960726,9701,5257324,96642
26377,19960726,29532,1012840,87691
15698,19961212,34843,1617834,106670
5092,19921124,61062,4603770,61383
18655,19980512,134227,2371093,75673
1859,19920117,173700,4519387,106422
1859,19920117,172641,1343493,102818
1859,19920117,167929,5633311,119815
1859,19920117,182649,3381892,103898
27850,19930719,154914,9155431,118134
26479,19931021,14931,6695188,110755
19741,19931212,118490,1402895,90509
3826,19950423,65432,1760761,83845
3826,19950423,90464,2408585,87267
3826,19950423,27033,1056033,57601
7960,19970106,158538,1615688,95791
7960,19970106,134010,2204949,62640
10888,19950822,148658,1520625,102399
12800,19930506,107631,6710189,98317
28663,19961007,19680,2457108,95980
22642,19950418,43546,3834075,89372
20710,19970411,122672,677868,101680
20710,19970411,87406,1456103,83604
20710,19970411,29280,3265056,72556
