"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"JORDAN",199202,418931,187495,4073329,94949
"JORDAN",199206,279193,30385,6120463,78922
"SAUDI ARABIA",199206,279193,459625,7686894,95076
"IRAQ",199205,347605,553451,4128155,90265
"SAUDI ARABIA",199211,381628,85301,5420468,77178
"IRAN",199208,514820,17083,1089087,60004
"JORDAN",199211,370630,770115,5925400,71104
"IRAQ",199203,734735,80644,3249280,97478
"EGYPT",199207,423230,37174,3593523,66670
"EGYPT",199209,587125,529804,3850938,110026
"IRAN",199205,678284,90122,5174694,66727
"IRAQ",199212,678823,147146,596570,71588
"IRAQ",199202,266917,237852,5011552,107390
"SAUDI ARABIA",199206,397264,439350,3996923,77359
"JORDAN",199206,397264,678067,3827944,62701
"EGYPT",199203,178364,658796,4211424,105285
"IRAN",199205,11065,418518,3413100,86189
"EGYPT",199211,128306,795606,8337693,102094
"SAUDI ARABIA",199209,522467,447025,2818800,58320
"IRAQ",199211,816766,205729,2883628,98082
"SAUDI ARABIA",199211,816766,81712,7469261,101622
"SAUDI ARABIA",199206,33005,745843,2591447,113328
"IRAQ",199204,355933,256727,5892985,101022
"JORDAN",199201,397877,125142,5835700,70028
"JORDAN",199212,81265,362218,640100,76812
"SAUDI ARABIA",199203,106019,326350,5934778,82580
"IRAQ",199204,329129,683481,4784358,87867
"SAUDI ARABIA",199210,486214,612469,2348431,82885
"IRAQ",199207,405526,638036,3409000,58440
"SAUDI ARABIA",199210,575444,167646,1847303,102818
"EGYPT",199204,7009,539668,845281,102458
"EGYPT",199211,684892,527328,2549319,81318
"IRAQ",199212,604735,111778,4116471,107386
"JORDAN",199212,639202,797443,2002533,92424
"JORDAN",199207,685187,18375,768261,77602
"EGYPT",199201,93934,308292,5861662,78016
"IRAQ",199209,125344,564056,2634310,67201
"IRAQ",199208,475727,300992,4882801,119578
"SAUDI ARABIA",199202,851533,528242,995852,76213
"EGYPT",199202,851533,572036,3583304,66480
"IRAN",199208,300860,411621,7586370,91956
"SAUDI ARABIA",199207,899302,487712,6562503,101981
"JORDAN",199208,775078,627249,3573325,70572
"IRAQ",199209,593738,239335,874183,76459
"EGYPT",199209,593738,332653,1168148,101138
"SAUDI ARABIA",199208,462922,431517,286801,86909
"IRAN",199210,61609,265551,1651512,90992
"IRAQ",199209,378608,484501,6259812,89128
"IRAQ",199204,251371,20851,3820108,106311
"IRAQ",199205,348655,365848,9377767,114829
"EGYPT",199201,29170,760515,6459468,94528
"IRAQ",199208,623356,585623,7367483,102516
"JORDAN",199205,420205,356427,5524218,89004
"SAUDI ARABIA",199206,610135,719308,4467590,79636
"SAUDI ARABIA",199202,135068,665084,4465805,62943
"IRAQ",199205,266719,358130,1764358,71287
"EGYPT",199208,510262,165464,7494354,91767
"IRAN",199201,832594,105255,3243883,75615
"JORDAN",199201,832594,157029,4561284,65161
"SAUDI ARABIA",199206,161161,100887,7476004,113272
"IRAN",199206,851575,91759,3466485,105045
"EGYPT",199207,273299,455597,4347196,93154
"IRAN",199211,890797,419472,695725,83487
"SAUDI ARABIA",199210,374831,84930,6127776,114895
"SAUDI ARABIA",199207,671846,267689,6818853,99400
"SAUDI ARABIA",199202,833806,435501,6033216,86188
"IRAQ",199211,212462,188710,8453937,107922
"IRAQ",199206,543760,115114,4516440,67746
"IRAN",199209,368500,183041,220311,67442
"EGYPT",199204,533968,197003,550000,66000
"JORDAN",199205,168884,45447,278488,83546
"EGYPT",199205,333755,189235,3178152,79453
"IRAQ",199205,363317,566140,5612076,72367
"SAUDI ARABIA",199204,629896,270672,965884,98559
"JORDAN",199201,699461,467615,5640350,94955
"IRAQ",199202,787664,728320,6606621,80897
"JORDAN",199204,417967,348442,1314559,89425
"IRAQ",199209,781067,60183,2286360,68590
"EGYPT",199212,882523,768703,6944946,106300
"IRAN",199211,784444,455563,6696761,91112
"SAUDI ARABIA",199202,177389,395875,9460128,118251
"JORDAN",199202,710281,556390,850465,86782
"EGYPT",199202,710281,37339,875562,76579
"IRAN",199201,406670,330867,5124195,113871
"IRAQ",199203,656435,228174,1873672,66129
"SAUDI ARABIA",199203,585865,481110,1728286,65465
"EGYPT",199201,591461,325206,2339261,73871
"JORDAN",199205,574114,169561,3587232,97833
"IRAQ",199205,140789,725860,5846073,113149
"IRAQ",199208,220354,3170,105170,64390
"IRAQ",199201,656323,653652,5563473,96337
"SAUDI ARABIA",199211,640624,302883,8863589,113152
"SAUDI ARABIA",199211,826099,212070,3044386,58923
"IRAN",199211,826099,245224,3588305,70152
"JORDAN",199207,178267,162750,3806775,108765
"JORDAN",199211,240080,727051,1173963,64681
"IRAQ",199208,586,339566,7709851,96333
"EGYPT",199203,77890,735040,4789169,64500
"JORDAN",199206,489710,103933,4176021,116215
"IRAQ",199208,618328,499748,7864740,104863
"JORDAN",199209,584881,665966,1703962,115915
"JORDAN",199212,300400,592452,5868834,92665
"JORDAN",199211,406900,214821,520743,104148
"IRAN",199207,443551,573483,1386805,93387
"SAUDI ARABIA",199209,644167,230624,7541413,93276
"IRAN",199206,875008,228695,6590517,97420
"IRAQ",199207,715703,180763,4015709,110625
"EGYPT",199207,715703,41196,3525289,68231
"EGYPT",199209,605575,179468,6189840,92847
"JORDAN",199211,97139,612067,678467,58741
"EGYPT",199207,866716,520975,798380,119757
"SAUDI ARABIA",199205,387166,513994,9939451,120478
"IRAQ",199209,448718,445046,1982040,59461
"EGYPT",199204,185351,116172,2138706,71290
"JORDAN",199205,396427,416571,6247710,89253
"SAUDI ARABIA",199208,160583,526554,3911811,94831
"SAUDI ARABIA",199211,34717,664847,4710706,108708
"SAUDI ARABIA",199210,454871,635823,1551252,105527
"EGYPT",199210,454871,676131,3726498,66426
"IRAQ",199202,407542,605289,5266642,71655
"SAUDI ARABIA",199208,889460,650066,100586,60961
"IRAN",199206,353542,179761,7363040,110445
"IRAQ",199208,28603,742857,4282194,113989
"SAUDI ARABIA",199204,324763,289906,8446189,113753
"JORDAN",199201,361972,275139,5347776,66847
"IRAN",199205,264137,359038,4497782,65821
"JORDAN",199205,264137,407262,1169240,70154
"EGYPT",199205,883904,34932,4990303,112015
"EGYPT",199203,318989,575181,3939317,75369
"IRAN",199209,619324,208664,1258120,94359
"JORDAN",199201,478132,227567,732329,89673
"SAUDI ARABIA",199211,240730,710361,4662522,82279
"IRAN",199211,472094,553429,4503531,88944
"SAUDI ARABIA",199206,462715,530975,9333685,120357
"EGYPT",199203,447877,27971,4652476,113938
"SAUDI ARABIA",199210,757558,128077,1312823,66304
"EGYPT",199201,362716,518706,2759488,103480
"EGYPT",199202,190846,94358,4327520,81141
"IRAQ",199203,64558,495118,4187444,66785
"SAUDI ARABIA",199205,122441,749008,1674240,63418
"SAUDI ARABIA",199208,364783,101522,1642354,91411
"EGYPT",199203,101644,525686,3936818,102699
"IRAN",199204,648656,11684,5316805,95740
"IRAQ",199201,650101,400188,1831373,65289
"IRAQ",199210,57847,770772,4238302,110564
"EGYPT",199210,57847,438860,1439072,107930
"IRAQ",199205,139556,63835,7835703,107929
"IRAN",199211,166250,532120,921680,69126
"EGYPT",199211,366010,446490,2393159,86188
"IRAN",199203,504044,57782,7133098,104386
"EGYPT",199212,622325,427454,2324946,82885
"IRAN",199210,199861,98991,9551952,119399
"EGYPT",199210,861061,128617,4193014,98736
"IRAQ",199204,579581,435917,733744,111173
"JORDAN",199205,576772,579210,5488081,77351
"SAUDI ARABIA",199204,789211,231904,1272271,110153
"JORDAN",199207,157459,362984,10234850,122818
"SAUDI ARABIA",199204,356428,748803,181473,111106
"JORDAN",199201,563095,105196,3329698,72071
"JORDAN",199207,551867,68898,4853914,112013
"EGYPT",199212,252490,150928,1357539,118735
"EGYPT",199212,428843,638800,2955909,104326
"IRAQ",199202,236380,179586,2998044,99934
"IRAQ",199210,662233,183810,5624615,113628
"JORDAN",199201,795283,448778,3045987,103605
"EGYPT",199201,657622,673660,1440861,98017
"IRAN",199204,31246,41224,461427,69913
"EGYPT",199212,737161,405067,3753046,58322
"IRAQ",199206,225089,504694,665878,101920
"IRAN",199201,488651,440538,4057031,88710
"IRAQ",199206,869008,379287,3516778,81976
"IRAQ",199204,471490,166525,3023888,95491
"EGYPT",199204,471490,372171,3356532,74589
"SAUDI ARABIA",199201,535075,116917,8122422,116034
"SAUDI ARABIA",199207,395422,513,2261616,84810
"IRAN",199205,743717,557418,3651590,88523
"JORDAN",199206,821410,766841,373930,114468
"IRAQ",199206,821410,285344,3290091,79759
"SAUDI ARABIA",199206,821410,435834,4730702,106188
"EGYPT",199209,789184,317670,4387916,101259
"SAUDI ARABIA",199202,484645,523078,2589669,66063
"IRAQ",199208,552434,669653,1445754,97357
"IRAQ",199202,724949,406253,1970691,69553
"IRAN",199202,385450,753721,6211415,106481
"IRAQ",199209,537454,393951,7085717,122696
"IRAN",199204,290413,536962,1781055,119936
"IRAQ",199209,227557,741709,1750670,105040
"IRAN",199201,757958,459565,6250614,91472
"EGYPT",199206,578291,117341,941329,81500
"SAUDI ARABIA",199209,787477,501490,6644498,89488
"IRAQ",199209,787477,446943,755968,113395
"SAUDI ARABIA",199207,616346,739615,1985496,99274
"IRAQ",199211,69328,189759,4209603,110925
"IRAN",199207,123931,366558,4548712,97472
"SAUDI ARABIA",199208,16060,213424,6160110,80244
"IRAQ",199201,306181,290852,902991,110570
"IRAQ",199203,378830,616103,4382001,61144
"IRAN",199201,818419,474182,2890400,69369
"EGYPT",199202,194725,735559,5421368,95671
"SAUDI ARABIA",199209,156784,703089,2054146,65523
"EGYPT",199209,28060,401997,9115056,113938
"SAUDI ARABIA",199204,506266,196174,1991626,76210
"IRAQ",199204,575110,206758,6921988,99884
"SAUDI ARABIA",199206,836624,607416,1037529,79402
"SAUDI ARABIA",199203,686651,62992,2150489,117299
"IRAN",199206,345436,127200,2331680,73632
"IRAQ",199203,748514,742204,1744638,74770
"SAUDI ARABIA",199210,61544,666862,731532,109729
"IRAN",199201,243755,50748,7567886,101924
"SAUDI ARABIA",199207,546644,427570,1946815,89853
"EGYPT",199203,805324,578234,4330293,78732
"IRAN",199209,329180,526599,6212928,97534
"JORDAN",199206,226738,341349,5858850,83419
"SAUDI ARABIA",199207,293281,722830,4632000,111168
"IRAQ",199208,693782,747776,3931983,109424
"IRAQ",199202,183563,196613,837708,102576
"SAUDI ARABIA",199202,183563,480255,3705690,74113
"EGYPT",199205,19697,103406,4883571,84564
"IRAQ",199203,686188,79722,6738811,102103
"EGYPT",199201,763273,28798,2369155,103607
"SAUDI ARABIA",199203,370345,41912,8720792,111234
"IRAN",199202,806044,295431,4421902,85585
"IRAQ",199210,587854,647056,2306946,60181
"IRAQ",199204,593734,291844,4137960,110149
"EGYPT",199201,616162,458126,3718463,65046
"IRAQ",199201,616162,571761,8890621,109964
"IRAN",199211,44036,216466,3695288,82947
"IRAN",199209,464089,480884,1661590,111891
"SAUDI ARABIA",199212,882356,173049,5161384,67322
"JORDAN",199212,882356,434199,1473121,67990
"JORDAN",199203,53272,183711,355352,107682
"EGYPT",199206,449161,382381,2173104,87802
"EGYPT",199206,449161,588393,3666390,88882
"SAUDI ARABIA",199209,166969,602205,4539397,66430
"IRAN",199212,443005,754811,7836276,111946
"IRAN",199204,39403,704315,5746783,79156
"IRAQ",199201,861190,449277,4905000,73575
"JORDAN",199209,465079,574792,8870891,112006
"JORDAN",199210,440072,502875,5949028,112671
"IRAQ",199210,440072,427373,6371715,78021
"IRAN",199210,440072,355287,531538,80536
"JORDAN",199201,670195,425535,4916076,87630
"IRAN",199201,670195,205186,5025929,65470
"EGYPT",199212,888403,131653,1667803,101079
"IRAN",199202,560624,214043,844100,57421
"JORDAN",199207,47446,744951,8802007,119755
"IRAN",199206,586564,483342,2120512,79519
"JORDAN",199209,735445,410623,1803513,92016
"IRAN",199203,751417,593712,893816,108341
"SAUDI ARABIA",199201,292289,626110,2666869,62164
"IRAQ",199212,5347,577650,7183485,103657
"JORDAN",199208,76435,727264,5061621,77473
"SAUDI ARABIA",199209,769888,124557,4270185,94893
"EGYPT",199204,23110,132705,3475400,104262
"JORDAN",199208,305021,575387,2486012,87741
"JORDAN",199210,504853,92728,1873864,103243
"SAUDI ARABIA",199202,639892,320589,5472538,96574
"SAUDI ARABIA",199206,775768,759974,5491638,122036
"IRAN",199209,473698,104191,2031823,71711
"SAUDI ARABIA",199208,19310,759759,2340692,109123
"SAUDI ARABIA",199210,205759,268120,4570062,65286
"IRAN",199212,65836,12006,1439424,55080
"EGYPT",199210,806914,5658,5572848,93819
"EGYPT",199210,806914,163202,3163000,75912
"SAUDI ARABIA",199210,806914,487363,4051020,81020
"JORDAN",199210,806914,692512,4468305,90268
"IRAQ",199206,28456,590304,4322268,83656
"IRAN",199204,66373,213846,4575558,105589
"JORDAN",199207,670432,467690,4711098,99460
"EGYPT",199202,441382,348914,7886932,117774
"EGYPT",199202,441382,181091,3750688,70325
"JORDAN",199205,525286,622518,6559945,86428
"IRAN",199204,53482,65398,5745325,81803
"JORDAN",199201,198302,169255,6423936,79455
"IRAN",199202,851468,244829,3547620,106428
"IRAN",199211,96625,276076,4686927,63123
"IRAN",199212,278930,234295,3810768,73756
"JORDAN",199211,851029,501818,5044457,109187
"IRAN",199205,439781,665796,2642640,105705
"IRAN",199202,73196,389596,6772660,101134
"IRAN",199209,89147,120636,2435246,99397
"IRAN",199209,89147,294918,3374355,114774
"JORDAN",199209,89147,683441,3133702,85464
"SAUDI ARABIA",199202,797476,316261,5236725,76635
"EGYPT",199212,103123,763662,4441771,103537
"EGYPT",199210,62186,799859,1762938,117529
"SAUDI ARABIA",199208,791864,257411,6571056,82104
"IRAN",199205,699638,478599,2342691,94654
"IRAN",199202,685138,304318,5960928,79338
"IRAQ",199211,118148,107897,7920532,114293
"IRAQ",199208,873799,679736,8406930,102942
"IRAQ",199212,115657,443155,761004,65887
"IRAN",199207,417757,78409,5710538,83244
"IRAN",199205,796006,221527,5879502,86910
"IRAQ",199203,534344,643170,1983615,66788
"JORDAN",199203,534344,136243,5884504,76754
"EGYPT",199203,67393,228143,4723683,64267
"IRAN",199204,448249,146411,4184224,87444
"JORDAN",199203,577573,787912,6399616,119992
"EGYPT",199202,110938,408178,4779060,65169
"IRAN",199208,777205,410308,723658,73096
"SAUDI ARABIA",199201,39253,26844,7889092,106250
"JORDAN",199201,39253,762026,1740784,65279
"SAUDI ARABIA",199203,242108,729293,4363458,79335
"IRAQ",199203,242108,532660,3151695,101558
"EGYPT",199202,355306,795254,3873610,80953
"EGYPT",199210,361660,114850,6713460,111891
"EGYPT",199208,831169,785073,5159068,69482
"JORDAN",199212,702860,700767,5479963,106063
"IRAN",199207,385864,538945,8249139,119035
"IRAN",199207,59269,397299,2792560,83776
"IRAN",199207,530095,1367,2917228,76101
"IRAQ",199207,530095,615521,2956296,86189
"IRAQ",199207,530095,469572,7553595,92493
"IRAQ",199204,409987,760406,3629265,87982
"SAUDI ARABIA",199212,793633,581603,2668374,101074
"IRAQ",199211,266930,798908,5165683,120412
"SAUDI ARABIA",199209,191888,41682,6683066,97420
"IRAN",199210,99517,682602,7216131,95074
"EGYPT",199210,348751,434967,7719974,114116
"SAUDI ARABIA",199202,526984,213871,8745814,107091
"IRAQ",199203,134422,526965,5075463,119516
"IRAN",199210,869569,431866,8270064,107870
"SAUDI ARABIA",199210,794504,687072,317712,63542
"JORDAN",199201,431771,148141,237828,71348
"SAUDI ARABIA",199206,58946,53919,3303813,112374
"JORDAN",199202,148921,438181,3102311,67149
"IRAQ",199202,148921,492572,6899665,93873
"EGYPT",199205,46459,743994,4279716,122277
"IRAQ",199202,472216,29122,1366456,63067
"SAUDI ARABIA",199209,669320,432987,2280912,115197
"EGYPT",199209,669320,716204,3904544,73210
"IRAN",199203,701974,685161,343839,68767
"JORDAN",199206,379186,75361,926097,80181
"IRAQ",199205,763784,471488,2918920,87567
"EGYPT",199207,602356,24287,5329632,72676
"SAUDI ARABIA",199202,123367,771574,651633,98732
"IRAN",199202,123367,586890,7907480,118612
"JORDAN",199202,123367,645680,6340035,97539
"SAUDI ARABIA",199207,708688,648846,2638370,107688
"IRAN",199205,1729,341025,4583843,63960
"SAUDI ARABIA",199205,1729,392672,7764504,105879
"IRAQ",199201,256354,613367,2281548,76819
"JORDAN",199202,677348,229986,1149582,114958
"IRAN",199201,730241,407169,4429392,64568
"EGYPT",199201,743480,212836,685537,104929
"EGYPT",199212,364516,124612,5832878,98196
"IRAQ",199212,364516,675931,8035676,114414
"JORDAN",199208,864874,92319,4458454,78678
"IRAQ",199206,86362,465815,7504249,106847
"IRAN",199207,732485,504170,3874695,70449
"JORDAN",199208,137128,441333,5120177,76458
"IRAQ",199204,299261,120468,6549224,89307
"SAUDI ARABIA",199207,241744,465072,205335,62223
"IRAN",199210,751138,730538,7298230,94110
"IRAQ",199209,241004,212444,6646507,81385
"SAUDI ARABIA",199205,261142,172810,7642325,112968
"IRAQ",199202,183949,781321,4535005,84137
"IRAQ",199206,874727,547279,2339505,79575
"IRAN",199203,397906,487656,1932908,98617
"EGYPT",199210,36596,118844,7850007,111770
"IRAN",199212,384485,305844,6163633,110989
"SAUDI ARABIA",199211,411340,554992,6619900,122818
"EGYPT",199205,877760,405644,5268708,92977
"EGYPT",199201,794569,915,6537276,108954
"IRAN",199201,794569,167183,4750684,75010
"IRAQ",199211,163117,375772,7317129,110865
"IRAN",199203,145066,365335,1680384,84019
"IRAQ",199205,636956,416176,535153,65529
"JORDAN",199210,386398,757410,5429306,88042
"IRAN",199201,544514,327304,6458087,79877
"SAUDI ARABIA",199212,430565,41722,4824788,99823
"IRAQ",199202,445534,266193,1606623,69550
"EGYPT",199203,897812,341811,5373120,111168
"IRAN",199207,144680,706715,5795174,103300
"IRAN",199212,503758,159189,2371542,74890
"SAUDI ARABIA",199209,439789,58525,3925393,89011
"SAUDI ARABIA",199203,176549,290420,2397697,84624
"IRAQ",199203,760802,239873,3908526,108771
"SAUDI ARABIA",199205,759808,691046,518505,62220
"JORDAN",199205,759808,169002,424116,64260
"SAUDI ARABIA",199203,686506,624561,3676686,89131
"IRAN",199206,349709,607691,3323614,95919
"IRAQ",199205,877783,62123,2233176,65107
"IRAN",199203,502468,698107,2297440,66304
"JORDAN",199205,890689,496800,2874848,107806
"JORDAN",199205,890689,110996,794768,120419
"IRAN",199212,778216,192971,4953528,123838
"IRAQ",199201,618706,762234,5902894,77772
"SAUDI ARABIA",199209,827839,706240,3663857,74772
"SAUDI ARABIA",199209,783527,115139,5429027,69247
"IRAQ",199209,783527,288874,1676574,111771
"IRAN",199212,206848,360020,1296012,64800
"IRAQ",199203,664933,283738,2193471,103303
"IRAQ",199203,664933,611250,3019172,69673
"SAUDI ARABIA",199210,515839,620252,3216571,70333
"IRAN",199210,515839,384734,5761704,109123
"SAUDI ARABIA",199203,421948,8573,1026728,88894
"SAUDI ARABIA",199210,107341,555927,1374149,118974
"IRAN",199201,218068,16730,1956315,98803
"SAUDI ARABIA",199212,458140,154490,2007837,92669
"IRAN",199204,748067,269135,1530310,66247
"SAUDI ARABIA",199202,521722,562253,5787012,78913
"EGYPT",199206,598810,750408,3500088,87502
"JORDAN",199207,831376,363959,4205692,121376
"IRAN",199208,406912,616064,3492826,58801
"EGYPT",199204,824542,155899,3127824,117293
"IRAN",199211,167659,719912,8113896,115912
"IRAQ",199208,764887,367586,826785,99214
"JORDAN",199201,202426,16676,4370286,95560
"EGYPT",199203,428785,440301,3809488,74476
"SAUDI ARABIA",199208,739822,440134,4040801,64446
"IRAQ",199204,692764,85005,3724380,59400
"SAUDI ARABIA",199209,792985,784471,7164356,93326
"SAUDI ARABIA",199202,175211,375414,3357107,89364
"EGYPT",199208,651062,308880,6544934,113332
"JORDAN",199208,238843,273074,3245886,62823
"JORDAN",199208,661087,53875,537687,109732
"SAUDI ARABIA",199211,261022,108434,989506,86545
"SAUDI ARABIA",199201,733147,356719,6786725,106542
"SAUDI ARABIA",199207,482392,115634,7918224,98977
"IRAN",199204,283510,218305,1695479,73397
"SAUDI ARABIA",199204,286169,161633,7117446,101677
"EGYPT",199206,847076,271626,6106065,95856
"IRAQ",199206,847076,413810,1706552,103427
"SAUDI ARABIA",199209,889342,647490,3737396,86247
"SAUDI ARABIA",199206,38293,551705,6608630,105400
"IRAQ",199204,378940,559304,2699294,81796
"JORDAN",199207,615427,222913,3816836,110154
"EGYPT",199207,508012,642537,6444702,88770
